Player: 柯洁, Date: 2015-12-31, Rating: 3691, Black and White: 执黑, Result: 胜, Opponent: 李世石
Player: 芈昱廷, Date: 2015-04-17, Rating: 3574, Black and White: 执白, Result: 胜, Opponent: 朴承华
Player: 芈昱廷, Date: 2015-04-16, Rating: 3574, Black and White: 执白, Result: 胜, Opponent: 韩钟振
Player: 芈昱廷, Date: 2015-04-13, Rating: 3574, Black and White: 执白, Result: 胜, Opponent: 李夏晨
Player: 芈昱廷, Date: 2015-04-03, Rating: 3573, Black and White: 执黑, Result: 负, Opponent: 李钦诚
Player: 芈昱廷, Date: 2015-03-03, Rating: 3572, Black and White: 执白, Result: 负, Opponent: 井山裕太
Player: 芈昱廷, Date: 2015-02-04, Rating: 3572, Black and White: 执白, Result: 胜, Opponent: 李钦诚
Player: 芈昱廷, Date: 2015-02-02, Rating: 3571, Black and White: 执白, Result: 胜, Opponent: 辜梓豪
Player: 芈昱廷, Date: 2015-01-30, Rating: 3571, Black and White: 执白, Result: 胜, Opponent: 钟文靖
Player: 芈昱廷, Date: 2015-01-29, Rating: 3571, Black and White: 执黑, Result: 胜, Opponent: 邱峻
Player: 芈昱廷, Date: 2015-01-27, Rating: 3571, Black and White: 执白, Result: 胜, Opponent: 谢赫
Player: 芈昱廷, Date: 2015-01-20, Rating: 3571, Black and White: 执白, Result: 负, Opponent: 朴文垚
Player: 芈昱廷, Date: 2015-01-16, Rating: 3570, Black and White: 执白, Result: 负, Opponent: 柁嘉熹
Player: 柁嘉熹, Date: 2015-12-06, Rating: 3562, Black and White: 执白, Result: 胜, Opponent: 彭立尧
Player: 柁嘉熹, Date: 2015-12-04, Rating: 3562, Black and White: 执黑, Result: 负, Opponent: 谢科
Player: 柁嘉熹, Date: 2015-11-18, Rating: 3560, Black and White: 执白, Result: 负, Opponent: 朴永训
Player: 柁嘉熹, Date: 2015-11-16, Rating: 3560, Black and White: 执黑, Result: 胜, Opponent: 元晟溱
Player: 柁嘉熹, Date: 2015-11-13, Rating: 3560, Black and White: 执白, Result: 负, Opponent: 张立
Player: 柁嘉熹, Date: 2015-11-08, Rating: 3559, Black and White: 执黑, Result: 负, Opponent: 谢尔豪
Player: 柁嘉熹, Date: 2015-10-28, Rating: 3559, Black and White: 执黑, Result: 负, Opponent: 胡耀宇
Player: 柁嘉熹, Date: 2015-10-17, Rating: 3558, Black and White: 执黑, Result: 胜, Opponent: 李钦诚
Player: 柁嘉熹, Date: 2015-10-15, Rating: 3558, Black and White: 执白, Result: 胜, Opponent: 赵晨宇
Player: 柁嘉熹, Date: 2015-10-12, Rating: 3558, Black and White: 执白, Result: 负, Opponent: 李钦诚
Player: 柁嘉熹, Date: 2015-10-10, Rating: 3558, Black and White: 执黑, Result: 负, Opponent: 周睿羊
Player: 柁嘉熹, Date: 2015-10-08, Rating: 3558, Black and White: 执白, Result: 负, Opponent: 朴文垚
Player: 柁嘉熹, Date: 2015-10-06, Rating: 3558, Black and White: 执白, Result: 胜, Opponent: 檀啸
Player: 柁嘉熹, Date: 2015-09-28, Rating: 3558, Black and White: 执黑, Result: 负, Opponent: 邱峻
Player: 柁嘉熹, Date: 2015-09-27, Rating: 3558, Black and White: 执黑, Result: 负, Opponent: 邱峻
Player: 柁嘉熹, Date: 2015-09-26, Rating: 3558, Black and White: 执白, Result: 胜, Opponent: 邱峻
Player: 柁嘉熹, Date: 2015-09-20, Rating: 3558, Black and White: 执白, Result: 负, Opponent: 廖行文
Player: 柁嘉熹, Date: 2015-09-05, Rating: 3559, Black and White: 执白, Result: 胜, Opponent: 李轩豪
Player: 柁嘉熹, Date: 2015-09-03, Rating: 3559, Black and White: 执黑, Result: 胜, Opponent: 周贺玺
Player: 柁嘉熹, Date: 2015-08-30, Rating: 3559, Black and White: 执黑, Result: 负, Opponent: 安成浚
Player: 柁嘉熹, Date: 2015-08-21, Rating: 3560, Black and White: 执黑, Result: 负, Opponent: 柯洁
Player: 柁嘉熹, Date: 2015-08-10, Rating: 3560, Black and White: 执白, Result: 胜, Opponent: 李世石
Player: 柁嘉熹, Date: 2015-08-09, Rating: 3560, Black and White: 执黑, Result: 负, Opponent: 朴廷桓
Player: 柁嘉熹, Date: 2015-08-08, Rating: 3560, Black and White: 执黑, Result: 胜, Opponent: 崔哲瀚
Player: 柁嘉熹, Date: 2015-07-27, Rating: 3561, Black and White: 执黑, Result: 负, Opponent: 范廷钰
Player: 柁嘉熹, Date: 2015-07-11, Rating: 3562, Black and White: 执黑, Result: 胜, Opponent: 陶欣然
Player: 柁嘉熹, Date: 2015-07-09, Rating: 3562, Black and White: 执黑, Result: 胜, Opponent: 王晨星
Player: 柁嘉熹, Date: 2015-07-07, Rating: 3562, Black and White: 执黑, Result: 胜, Opponent: 范廷钰
Player: 柁嘉熹, Date: 2015-07-04, Rating: 3562, Black and White: 执黑, Result: 负, Opponent: 谢科
Player: 柁嘉熹, Date: 2015-07-02, Rating: 3562, Black and White: 执黑, Result: 胜, Opponent: 古力
Player: 柁嘉熹, Date: 2015-06-30, Rating: 3562, Black and White: 执白, Result: 胜, Opponent: 牛雨田
Player: 柁嘉熹, Date: 2015-06-25, Rating: 3562, Black and White: 执黑, Result: 负, Opponent: 柯洁
Player: 柁嘉熹, Date: 2015-06-16, Rating: 3562, Black and White: 执白, Result: 胜, Opponent: 周贺玺
Player: 柁嘉熹, Date: 2015-06-13, Rating: 3562, Black and White: 执黑, Result: 负, Opponent: 范蕴若
Player: 柁嘉熹, Date: 2015-06-10, Rating: 3563, Black and White: 执黑, Result: 胜, Opponent: 金明训
Player: 柁嘉熹, Date: 2015-06-08, Rating: 3563, Black and White: 执黑, Result: 胜, Opponent: 李世石
Player: 柁嘉熹, Date: 2015-05-28, Rating: 3563, Black and White: 执白, Result: 负, Opponent: 李钦诚
Player: 柁嘉熹, Date: 2015-05-25, Rating: 3563, Black and White: 执黑, Result: 胜, Opponent: 姜升旼
Player: 柁嘉熹, Date: 2015-05-20, Rating: 3563, Black and White: 执白, Result: 负, Opponent: 周睿羊
Player: 柁嘉熹, Date: 2015-05-16, Rating: 3563, Black and White: 执黑, Result: 负, Opponent: 芈昱廷
Player: 柁嘉熹, Date: 2015-05-11, Rating: 3563, Black and White: 执黑, Result: 胜, Opponent: 檀啸
Player: 柁嘉熹, Date: 2015-04-29, Rating: 3564, Black and White: 执白, Result: 胜, Opponent: 杨鼎新
Player: 柁嘉熹, Date: 2015-04-22, Rating: 3564, Black and White: 执黑, Result: 胜, Opponent: 金志锡
Player: 柁嘉熹, Date: 2015-04-07, Rating: 3564, Black and White: 执黑, Result: 胜, Opponent: 江维杰
Player: 柁嘉熹, Date: 2015-04-05, Rating: 3564, Black and White: 执白, Result: 胜, Opponent: 时越
Player: 柁嘉熹, Date: 2015-04-03, Rating: 3564, Black and White: 执白, Result: 胜, Opponent: 范蕴若
Player: 柁嘉熹, Date: 2015-04-01, Rating: 3564, Black and White: 执黑, Result: 胜, Opponent: 时越
Player: 柁嘉熹, Date: 2015-02-22, Rating: 3562, Black and White: 执白, Result: 胜, Opponent: 金志锡
Player: 柁嘉熹, Date: 2015-02-20, Rating: 3562, Black and White: 执黑, Result: 胜, Opponent: 村川大介
Player: 柁嘉熹, Date: 2015-01-27, Rating: 3560, Black and White: 执白, Result: 负, Opponent: 王泽锦
Player: 柁嘉熹, Date: 2015-01-20, Rating: 3560, Black and White: 执黑, Result: 负, Opponent: 张涛
Player: 柁嘉熹, Date: 2015-01-17, Rating: 3560, Black and White: 执黑, Result: 胜, Opponent: 江维杰
Player: 柁嘉熹, Date: 2015-01-16, Rating: 3560, Black and White: 执黑, Result: 胜, Opponent: 芈昱廷
Player: 柁嘉熹, Date: 2015-01-09, Rating: 3559, Black and White: 执黑, Result: 胜, Opponent: 檀啸
Player: 柁嘉熹, Date: 2015-01-07, Rating: 3559, Black and White: 执黑, Result: 负, Opponent: 檀啸
Player: 柁嘉熹, Date: 2015-01-04, Rating: 3559, Black and White: 执白, Result: 胜, Opponent: 檀啸
Player: 陈耀烨, Date: 2015-12-06, Rating: 3561, Black and White: 执黑, Result: 负, Opponent: 时越
Player: 陈耀烨, Date: 2015-12-04, Rating: 3561, Black and White: 执白, Result: 负, Opponent: 姜东润
Player: 陈耀烨, Date: 2015-11-17, Rating: 3562, Black and White: 执黑, Result: 负, Opponent: 黄云嵩
Player: 陈耀烨, Date: 2015-11-13, Rating: 3562, Black and White: 执黑, Result: 胜, Opponent: 李世石
Player: 陈耀烨, Date: 2015-11-08, Rating: 3562, Black and White: 执白, Result: 胜, Opponent: 孟泰龄
Player: 陈耀烨, Date: 2015-10-28, Rating: 3562, Black and White: 执白, Result: 负, Opponent: 范蕴若
Player: 陈耀烨, Date: 2015-10-23, Rating: 3562, Black and White: 执黑, Result: 负, Opponent: 连笑
Player: 陈耀烨, Date: 2015-10-19, Rating: 3562, Black and White: 执白, Result: 胜, Opponent: 谢赫
Player: 陈耀烨, Date: 2015-10-17, Rating: 3563, Black and White: 执白, Result: 胜, Opponent: 朴廷桓
Player: 陈耀烨, Date: 2015-10-15, Rating: 3563, Black and White: 执黑, Result: 胜, Opponent: 芈昱廷
Player: 陈耀烨, Date: 2015-10-13, Rating: 3563, Black and White: 执黑, Result: 负, Opponent: 范蕴若
Player: 陈耀烨, Date: 2015-10-12, Rating: 3563, Black and White: 执黑, Result: 胜, Opponent: 於之莹
Player: 陈耀烨, Date: 2015-10-10, Rating: 3563, Black and White: 执黑, Result: 胜, Opponent: 范廷钰
Player: 陈耀烨, Date: 2015-10-06, Rating: 3563, Black and White: 执白, Result: 负, Opponent: 杨楷文
Player: 陈耀烨, Date: 2015-09-27, Rating: 3563, Black and White: 执白, Result: 胜, Opponent: 李轩豪
Player: 陈耀烨, Date: 2015-09-05, Rating: 3563, Black and White: 执黑, Result: 胜, Opponent: 杨鼎新
Player: 陈耀烨, Date: 2015-09-03, Rating: 3563, Black and White: 执白, Result: 胜, Opponent: 金志锡
Player: 陈耀烨, Date: 2015-08-27, Rating: 3562, Black and White: 执黑, Result: 胜, Opponent: 罗玄
Player: 陈耀烨, Date: 2015-08-25, Rating: 3562, Black and White: 执白, Result: 胜, Opponent: 罗玄
Player: 陈耀烨, Date: 2015-08-23, Rating: 3562, Black and White: 执白, Result: 胜, Opponent: 范廷钰
Player: 陈耀烨, Date: 2015-08-12, Rating: 3562, Black and White: 执白, Result: 负, Opponent: 连笑
Player: 陈耀烨, Date: 2015-08-10, Rating: 3561, Black and White: 执黑, Result: 负, Opponent: 连笑
Player: 陈耀烨, Date: 2015-08-04, Rating: 3561, Black and White: 执黑, Result: 负, Opponent: 申旻埈
Player: 陈耀烨, Date: 2015-07-27, Rating: 3561, Black and White: 执白, Result: 胜, Opponent: 柯洁
Player: 陈耀烨, Date: 2015-07-11, Rating: 3561, Black and White: 执白, Result: 负, Opponent: 时越
Player: 陈耀烨, Date: 2015-07-09, Rating: 3560, Black and White: 执黑, Result: 负, Opponent: 朴廷桓
Player: 陈耀烨, Date: 2015-07-07, Rating: 3560, Black and White: 执黑, Result: 胜, Opponent: 王琛
Player: 陈耀烨, Date: 2015-07-04, Rating: 3560, Black and White: 执黑, Result: 胜, Opponent: 姜东润
Player: 陈耀烨, Date: 2015-07-02, Rating: 3560, Black and White: 执白, Result: 胜, Opponent: 廖元赫
Player: 陈耀烨, Date: 2015-06-30, Rating: 3560, Black and White: 执白, Result: 胜, Opponent: 廖行文
Player: 陈耀烨, Date: 2015-06-25, Rating: 3560, Black and White: 执白, Result: 胜, Opponent: 童梦成
Player: 陈耀烨, Date: 2015-06-13, Rating: 3559, Black and White: 执白, Result: 负, Opponent: 胡耀宇
Player: 陈耀烨, Date: 2015-06-08, Rating: 3559, Black and White: 执白, Result: 负, Opponent: 安正己
Player: 陈耀烨, Date: 2015-06-01, Rating: 3559, Black and White: 执黑, Result: 胜, Opponent: 金志锡
Player: 陈耀烨, Date: 2015-05-28, Rating: 3559, Black and White: 执黑, Result: 胜, Opponent: 朴廷桓
Player: 陈耀烨, Date: 2015-05-20, Rating: 3559, Black and White: 执白, Result: 胜, Opponent: 陈梓健
Player: 陈耀烨, Date: 2015-05-16, Rating: 3558, Black and White: 执白, Result: 胜, Opponent: 刘曦
Player: 陈耀烨, Date: 2015-05-11, Rating: 3558, Black and White: 执黑, Result: 负, Opponent: 胡跃峰
Player: 陈耀烨, Date: 2015-04-29, Rating: 3558, Black and White: 执黑, Result: 胜, Opponent: 古力
Player: 陈耀烨, Date: 2015-04-26, Rating: 3558, Black and White: 执白, Result: 胜, Opponent: 芈昱廷
Player: 陈耀烨, Date: 2015-04-24, Rating: 3557, Black and White: 执黑, Result: 胜, Opponent: 芈昱廷
Player: 陈耀烨, Date: 2015-04-22, Rating: 3557, Black and White: 执白, Result: 负, Opponent: 秦悦欣
Player: 陈耀烨, Date: 2015-04-03, Rating: 3556, Black and White: 执白, Result: 负, Opponent: 彭立尧
Player: 陈耀烨, Date: 2015-01-21, Rating: 3553, Black and White: 执白, Result: 负, Opponent: 朴文垚
Player: 陈耀烨, Date: 2015-01-20, Rating: 3553, Black and White: 执黑, Result: 胜, Opponent: 周鹤洋
Player: 陈耀烨, Date: 2015-01-12, Rating: 3553, Black and White: 执白, Result: 胜, Opponent: 连笑
Player: 陈耀烨, Date: 2015-01-10, Rating: 3553, Black and White: 执黑, Result: 负, Opponent: 连笑
Player: 陈耀烨, Date: 2015-01-08, Rating: 3553, Black and White: 执黑, Result: 胜, Opponent: 井山裕太
Player: 陈耀烨, Date: 2015-01-06, Rating: 3553, Black and White: 执白, Result: 胜, Opponent: 朴永训
Player: 连笑, Date: 2015-12-06, Rating: 3575, Black and White: 执黑, Result: 负, Opponent: 李世石
Player: 连笑, Date: 2015-12-04, Rating: 3575, Black and White: 执白, Result: 负, Opponent: 柯洁
Player: 连笑, Date: 2015-11-13, Rating: 3575, Black and White: 执黑, Result: 负, Opponent: 罗玄
Player: 连笑, Date: 2015-11-08, Rating: 3576, Black and White: 执白, Result: 负, Opponent: 芈昱廷
Player: 连笑, Date: 2015-11-05, Rating: 3576, Black and White: 执黑, Result: 胜, Opponent: 邱峻
Player: 连笑, Date: 2015-11-03, Rating: 3576, Black and White: 执白, Result: 胜, Opponent: 邱峻
Player: 连笑, Date: 2015-10-30, Rating: 3576, Black and White: 执黑, Result: 胜, Opponent: 范廷钰
Player: 连笑, Date: 2015-10-28, Rating: 3576, Black and White: 执白, Result: 负, Opponent: 范廷钰
Player: 连笑, Date: 2015-10-23, Rating: 3576, Black and White: 执白, Result: 胜, Opponent: 陈耀烨
Player: 连笑, Date: 2015-10-17, Rating: 3576, Black and White: 执白, Result: 胜, Opponent: 钟文靖
Player: 连笑, Date: 2015-10-15, Rating: 3576, Black and White: 执白, Result: 胜, Opponent: 王檄
Player: 连笑, Date: 2015-10-12, Rating: 3576, Black and White: 执黑, Result: 负, Opponent: 古灵益
Player: 连笑, Date: 2015-10-10, Rating: 3576, Black and White: 执黑, Result: 负, Opponent: 杨楷文
Player: 连笑, Date: 2015-10-08, Rating: 3576, Black and White: 执黑, Result: 胜, Opponent: 杨楷文
Player: 连笑, Date: 2015-09-28, Rating: 3576, Black and White: 执白, Result: 胜, Opponent: 李钦诚
Player: 连笑, Date: 2015-09-27, Rating: 3576, Black and White: 执白, Result: 负, Opponent: 李钦诚
Player: 连笑, Date: 2015-09-26, Rating: 3576, Black and White: 执黑, Result: 胜, Opponent: 李钦诚
Player: 连笑, Date: 2015-09-18, Rating: 3576, Black and White: 执黑, Result: 胜, Opponent: 芈昱廷
Player: 连笑, Date: 2015-09-05, Rating: 3576, Black and White: 执白, Result: 负, Opponent: 彭立尧
Player: 连笑, Date: 2015-09-03, Rating: 3576, Black and White: 执白, Result: 胜, Opponent: 谢科
Player: 连笑, Date: 2015-08-12, Rating: 3577, Black and White: 执黑, Result: 胜, Opponent: 陈耀烨
Player: 连笑, Date: 2015-08-10, Rating: 3577, Black and White: 执白, Result: 胜, Opponent: 陈耀烨
Player: 连笑, Date: 2015-07-23, Rating: 3576, Black and White: 执黑, Result: 胜, Opponent: 李钦诚
Player: 连笑, Date: 2015-07-21, Rating: 3576, Black and White: 执白, Result: 胜, Opponent: 李钦诚
Player: 连笑, Date: 2015-07-17, Rating: 3576, Black and White: 执黑, Result: 胜, Opponent: 彭立尧
Player: 连笑, Date: 2015-07-11, Rating: 3575, Black and White: 执白, Result: 胜, Opponent: 牛雨田
Player: 连笑, Date: 2015-07-09, Rating: 3575, Black and White: 执黑, Result: 负, Opponent: 朴永训
Player: 连笑, Date: 2015-07-07, Rating: 3575, Black and White: 执白, Result: 胜, Opponent: 杨慧人
Player: 连笑, Date: 2015-07-04, Rating: 3575, Black and White: 执黑, Result: 负, Opponent: 柯洁
Player: 连笑, Date: 2015-06-30, Rating: 3575, Black and White: 执黑, Result: 胜, Opponent: 范蕴若
Player: 连笑, Date: 2015-06-28, Rating: 3575, Black and White: 执白, Result: 胜, Opponent: 芈昱廷
Player: 连笑, Date: 2015-06-25, Rating: 3574, Black and White: 执白, Result: 负, Opponent: 赵晨宇
Player: 连笑, Date: 2015-06-13, Rating: 3574, Black and White: 执白, Result: 胜, Opponent: 丁世雄
Player: 连笑, Date: 2015-06-11, Rating: 3574, Black and White: 执黑, Result: 胜, Opponent: 黄云嵩
Player: 连笑, Date: 2015-05-28, Rating: 3573, Black and White: 执白, Result: 胜, Opponent: 蔡竞
Player: 连笑, Date: 2015-05-20, Rating: 3572, Black and White: 执白, Result: 胜, Opponent: 李东勋
Player: 连笑, Date: 2015-05-16, Rating: 3572, Black and White: 执白, Result: 胜, Opponent: 杨鼎新
Player: 连笑, Date: 2015-05-11, Rating: 3571, Black and White: 执黑, Result: 胜, Opponent: 金志锡
Player: 连笑, Date: 2015-05-06, Rating: 3570, Black and White: 执白, Result: 胜, Opponent: 廖行文
Player: 连笑, Date: 2015-05-01, Rating: 3570, Black and White: 执白, Result: 负, Opponent: 陶欣然
Player: 连笑, Date: 2015-04-22, Rating: 3569, Black and White: 执黑, Result: 胜, Opponent: 夏晨琨
Player: 连笑, Date: 2015-04-17, Rating: 3568, Black and White: 执黑, Result: 负, Opponent: 罗玄
Player: 连笑, Date: 2015-04-14, Rating: 3568, Black and White: 执白, Result: 胜, Opponent: 韩态熙
Player: 连笑, Date: 2015-04-07, Rating: 3567, Black and White: 执白, Result: 胜, Opponent: 杨鼎新
Player: 连笑, Date: 2015-04-05, Rating: 3567, Black and White: 执白, Result: 胜, Opponent: 童梦成
Player: 连笑, Date: 2015-04-03, Rating: 3567, Black and White: 执黑, Result: 胜, Opponent: 张涛
Player: 连笑, Date: 2015-03-05, Rating: 3562, Black and White: 执白, Result: 胜, Opponent: 金志锡
Player: 连笑, Date: 2015-01-31, Rating: 3557, Black and White: 执白, Result: 负, Opponent: 李钦诚
Player: 连笑, Date: 2015-01-29, Rating: 3557, Black and White: 执白, Result: 胜, Opponent: 刘星
Player: 连笑, Date: 2015-01-27, Rating: 3557, Black and White: 执黑, Result: 胜, Opponent: 王晨星
Player: 连笑, Date: 2015-01-21, Rating: 3556, Black and White: 执黑, Result: 负, Opponent: 范廷钰
Player: 连笑, Date: 2015-01-20, Rating: 3556, Black and White: 执黑, Result: 胜, Opponent: 童梦成
Player: 连笑, Date: 2015-01-12, Rating: 3554, Black and White: 执黑, Result: 负, Opponent: 陈耀烨
Player: 连笑, Date: 2015-01-10, Rating: 3554, Black and White: 执白, Result: 胜, Opponent: 陈耀烨
Player: 周睿羊, Date: 2015-12-18, Rating: 3556, Black and White: 执白, Result: 胜, Opponent: 李东勋
Player: 周睿羊, Date: 2015-12-18, Rating: 3556, Black and White: 执黑, Result: 负, Opponent: 崔哲瀚
Player: 周睿羊, Date: 2015-12-06, Rating: 3557, Black and White: 执黑, Result: 胜, Opponent: 姜东润
Player: 周睿羊, Date: 2015-12-04, Rating: 3557, Black and White: 执白, Result: 胜, Opponent: 李世石
Player: 周睿羊, Date: 2015-11-13, Rating: 3557, Black and White: 执黑, Result: 负, Opponent: 柯洁
Player: 周睿羊, Date: 2015-11-08, Rating: 3557, Black and White: 执白, Result: 胜, Opponent: 常昊
Player: 周睿羊, Date: 2015-10-30, Rating: 3557, Black and White: 执黑, Result: 负, Opponent: 柯洁
Player: 周睿羊, Date: 2015-10-28, Rating: 3557, Black and White: 执黑, Result: 负, Opponent: 朴廷桓
Player: 周睿羊, Date: 2015-10-24, Rating: 3557, Black and White: 执黑, Result: 胜, Opponent: 古灵益
Player: 周睿羊, Date: 2015-10-17, Rating: 3558, Black and White: 执白, Result: 胜, Opponent: 唐韦星
Player: 周睿羊, Date: 2015-10-13, Rating: 3558, Black and White: 执黑, Result: 胜, Opponent: 唐韦星
Player: 周睿羊, Date: 2015-10-12, Rating: 3557, Black and White: 执白, Result: 胜, Opponent: 胡耀宇
Player: 周睿羊, Date: 2015-10-10, Rating: 3557, Black and White: 执白, Result: 胜, Opponent: 柁嘉熹
Player: 周睿羊, Date: 2015-09-29, Rating: 3557, Black and White: 执黑, Result: 胜, Opponent: 辜梓豪
Player: 周睿羊, Date: 2015-09-27, Rating: 3557, Black and White: 执白, Result: 胜, Opponent: 黄奕中
Player: 周睿羊, Date: 2015-09-24, Rating: 3557, Black and White: 执白, Result: 胜, Opponent: 谢赫
Player: 周睿羊, Date: 2015-09-22, Rating: 3557, Black and White: 执黑, Result: 负, Opponent: 檀啸
Player: 周睿羊, Date: 2015-09-19, Rating: 3556, Black and White: 执黑, Result: 负, Opponent: 廖行文
Player: 周睿羊, Date: 2015-09-18, Rating: 3556, Black and White: 执黑, Result: 胜, Opponent: 邱峻
Player: 周睿羊, Date: 2015-09-05, Rating: 3556, Black and White: 执黑, Result: 胜, Opponent: 张涛
Player: 周睿羊, Date: 2015-09-03, Rating: 3556, Black and White: 执白, Result: 胜, Opponent: 时越
Player: 周睿羊, Date: 2015-09-01, Rating: 3555, Black and White: 执白, Result: 负, Opponent: 朴永训
Player: 周睿羊, Date: 2015-08-30, Rating: 3555, Black and White: 执黑, Result: 胜, Opponent: 朴廷桓
Player: 周睿羊, Date: 2015-08-21, Rating: 3555, Black and White: 执白, Result: 负, Opponent: 芈昱廷
Player: 周睿羊, Date: 2015-08-02, Rating: 3553, Black and White: 执白, Result: 胜, Opponent: 陈潇楠
Player: 周睿羊, Date: 2015-07-11, Rating: 3552, Black and White: 执白, Result: 负, Opponent: 姜东润
Player: 周睿羊, Date: 2015-07-09, Rating: 3552, Black and White: 执白, Result: 胜, Opponent: 於之莹
Player: 周睿羊, Date: 2015-07-07, Rating: 3552, Black and White: 执黑, Result: 胜, Opponent: 尹峻相
Player: 周睿羊, Date: 2015-07-04, Rating: 3552, Black and White: 执白, Result: 胜, Opponent: 廖行文
Player: 周睿羊, Date: 2015-06-30, Rating: 3551, Black and White: 执白, Result: 胜, Opponent: 谢尔豪
Player: 周睿羊, Date: 2015-06-25, Rating: 3551, Black and White: 执白, Result: 胜, Opponent: 邱峻
Player: 周睿羊, Date: 2015-06-16, Rating: 3550, Black and White: 执白, Result: 负, Opponent: 李钦诚
Player: 周睿羊, Date: 2015-06-16, Rating: 3550, Black and White: 执黑, Result: 胜, Opponent: 朱元豪
Player: 周睿羊, Date: 2015-06-13, Rating: 3550, Black and White: 执白, Result: 胜, Opponent: 李钦诚
Player: 周睿羊, Date: 2015-06-11, Rating: 3549, Black and White: 执白, Result: 负, Opponent: 李钦诚
Player: 周睿羊, Date: 2015-06-08, Rating: 3549, Black and White: 执白, Result: 负, Opponent: 金明训
Player: 周睿羊, Date: 2015-06-03, Rating: 3549, Black and White: 执白, Result: 负, Opponent: 古力
Player: 周睿羊, Date: 2015-06-01, Rating: 3549, Black and White: 执黑, Result: 负, Opponent: 古力
Player: 周睿羊, Date: 2015-05-28, Rating: 3548, Black and White: 执黑, Result: 负, Opponent: 芈昱廷
Player: 周睿羊, Date: 2015-05-20, Rating: 3548, Black and White: 执黑, Result: 胜, Opponent: 柁嘉熹
Player: 周睿羊, Date: 2015-05-16, Rating: 3548, Black and White: 执白, Result: 胜, Opponent: 檀啸
Player: 周睿羊, Date: 2015-05-14, Rating: 3548, Black and White: 执白, Result: 胜, Opponent: 谢赫
Player: 周睿羊, Date: 2015-04-29, Rating: 3547, Black and White: 执黑, Result: 负, Opponent: 张涛
Player: 周睿羊, Date: 2015-04-22, Rating: 3547, Black and White: 执白, Result: 负, Opponent: 陶欣然
Player: 周睿羊, Date: 2015-04-07, Rating: 3547, Black and White: 执白, Result: 负, Opponent: 邱峻
Player: 周睿羊, Date: 2015-04-05, Rating: 3547, Black and White: 执黑, Result: 胜, Opponent: 朴文垚
Player: 周睿羊, Date: 2015-04-03, Rating: 3547, Black and White: 执黑, Result: 胜, Opponent: 李轩豪
Player: 周睿羊, Date: 2015-01-29, Rating: 3546, Black and White: 执黑, Result: 负, Opponent: 钟文靖
Player: 周睿羊, Date: 2015-01-27, Rating: 3546, Black and White: 执黑, Result: 胜, Opponent: 陈贤
Player: 周睿羊, Date: 2015-01-20, Rating: 3546, Black and White: 执白, Result: 负, Opponent: 谢尔豪
Player: 江维杰, Date: 2015-12-06, Rating: 3518, Black and White: 执白, Result: 胜, Opponent: 谢科
Player: 江维杰, Date: 2015-12-04, Rating: 3518, Black and White: 执白, Result: 胜, Opponent: 牛雨田
Player: 江维杰, Date: 2015-11-13, Rating: 3518, Black and White: 执黑, Result: 胜, Opponent: 谢尔豪
Player: 江维杰, Date: 2015-11-08, Rating: 3517, Black and White: 执白, Result: 负, Opponent: 邱峻
Player: 江维杰, Date: 2015-10-30, Rating: 3517, Black and White: 执黑, Result: 负, Opponent: 古灵益
Player: 江维杰, Date: 2015-10-28, Rating: 3517, Black and White: 执白, Result: 胜, Opponent: 李钦诚
Player: 江维杰, Date: 2015-10-17, Rating: 3517, Black and White: 执白, Result: 负, Opponent: 芈昱廷
Player: 江维杰, Date: 2015-10-13, Rating: 3517, Black and White: 执白, Result: 胜, Opponent: 邱峻
Player: 江维杰, Date: 2015-10-12, Rating: 3517, Black and White: 执黑, Result: 胜, Opponent: 谢赫
Player: 江维杰, Date: 2015-10-10, Rating: 3517, Black and White: 执黑, Result: 胜, Opponent: 蔡竞
Player: 江维杰, Date: 2015-10-06, Rating: 3517, Black and White: 执白, Result: 负, Opponent: 金东昊
Player: 江维杰, Date: 2015-09-29, Rating: 3517, Black and White: 执白, Result: 负, Opponent: 檀啸
Player: 江维杰, Date: 2015-09-27, Rating: 3517, Black and White: 执黑, Result: 负, Opponent: 黄云嵩
Player: 江维杰, Date: 2015-09-24, Rating: 3517, Black and White: 执白, Result: 胜, Opponent: 王檄
Player: 江维杰, Date: 2015-09-22, Rating: 3517, Black and White: 执白, Result: 胜, Opponent: 杨楷文
Player: 江维杰, Date: 2015-09-19, Rating: 3517, Black and White: 执白, Result: 负, Opponent: 张立
Player: 江维杰, Date: 2015-09-18, Rating: 3517, Black and White: 执白, Result: 胜, Opponent: 胡耀宇
Player: 江维杰, Date: 2015-09-09, Rating: 3518, Black and White: 执白, Result: 胜, Opponent: 卞相壹
Player: 江维杰, Date: 2015-09-08, Rating: 3518, Black and White: 执白, Result: 胜, Opponent: 申旻埈
Player: 江维杰, Date: 2015-09-05, Rating: 3518, Black and White: 执白, Result: 胜, Opponent: 胡钰函
Player: 江维杰, Date: 2015-09-03, Rating: 3517, Black and White: 执黑, Result: 负, Opponent: 陶欣然
Player: 江维杰, Date: 2015-08-21, Rating: 3517, Black and White: 执黑, Result: 负, Opponent: 时越
Player: 江维杰, Date: 2015-08-16, Rating: 3517, Black and White: 执黑, Result: 负, Opponent: 范蕴若
Player: 江维杰, Date: 2015-08-05, Rating: 3518, Black and White: 执黑, Result: 胜, Opponent: 赵汉乘
