Player: 李世石, Date: 2010-12-24, Rating: 3583, Black and White: 执白, Result: 负, Opponent: 赵惠连
Player: 朴廷桓, Date: 2010-09-16, Rating: 3532, Black and White: 执白, Result: 胜, Opponent: 白大铉
Player: 朴廷桓, Date: 2010-09-09, Rating: 3531, Black and White: 执黑, Result: 胜, Opponent: 周睿羊
Player: 朴廷桓, Date: 2010-09-08, Rating: 3531, Black and White: 执黑, Result: 胜, Opponent: 朴进率
Player: 朴廷桓, Date: 2010-08-30, Rating: 3530, Black and White: 执黑, Result: 胜, Opponent: 安祚永
Player: 朴廷桓, Date: 2010-08-07, Rating: 3526, Black and White: 执黑, Result: 胜, Opponent: 安祚永
Player: 朴廷桓, Date: 2010-07-25, Rating: 3523, Black and White: 执黑, Result: 负, Opponent: 崔哲瀚
Player: 朴廷桓, Date: 2010-07-22, Rating: 3523, Black and White: 执黑, Result: 负, Opponent: 尹灿熙
Player: 朴廷桓, Date: 2010-07-16, Rating: 3522, Black and White: 执黑, Result: 负, Opponent: 金炯佑
Player: 朴廷桓, Date: 2010-07-13, Rating: 3522, Black and White: 执黑, Result: 胜, Opponent: 陈耀烨
Player: 朴廷桓, Date: 2010-07-12, Rating: 3521, Black and White: 执黑, Result: 胜, Opponent: 陈耀烨
Player: 朴廷桓, Date: 2010-07-11, Rating: 3521, Black and White: 执白, Result: 负, Opponent: 陈耀烨
Player: 朴廷桓, Date: 2010-07-05, Rating: 3521, Black and White: 执白, Result: 胜, Opponent: 朱亨煜
Player: 朴廷桓, Date: 2010-06-27, Rating: 3519, Black and White: 执白, Result: 胜, Opponent: 金庭贤
Player: 朴廷桓, Date: 2010-06-13, Rating: 3517, Black and White: 执黑, Result: 负, Opponent: 姜儒泽
Player: 朴廷桓, Date: 2010-06-07, Rating: 3517, Black and White: 执黑, Result: 负, Opponent: 陈耀烨
Player: 朴廷桓, Date: 2010-05-07, Rating: 3513, Black and White: 执黑, Result: 胜, Opponent: 李世石
Player: 朴廷桓, Date: 2010-04-12, Rating: 3510, Black and White: 执黑, Result: 负, Opponent: 古力
Player: 朴廷桓, Date: 2010-04-10, Rating: 3510, Black and White: 执白, Result: 胜, Opponent: 常昊
Player: 朴廷桓, Date: 2010-04-07, Rating: 3510, Black and White: 执白, Result: 负, Opponent: 李世石
Player: 朴廷桓, Date: 2010-04-04, Rating: 3509, Black and White: 执黑, Result: 负, Opponent: 常昊
Player: 朴廷桓, Date: 2010-04-01, Rating: 3509, Black and White: 执白, Result: 胜, Opponent: 金志锡
Player: 朴廷桓, Date: 2010-03-29, Rating: 3509, Black and White: 执白, Result: 胜, Opponent: 姜至省
Player: 朴廷桓, Date: 2010-03-21, Rating: 3508, Black and White: 执黑, Result: 胜, Opponent: 牛雨田
Player: 朴廷桓, Date: 2010-03-17, Rating: 3508, Black and White: 执黑, Result: 负, Opponent: 朴永训
Player: 朴廷桓, Date: 2010-02-27, Rating: 3506, Black and White: 执黑, Result: 胜, Opponent: 柁嘉熹
Player: 朴廷桓, Date: 2010-02-25, Rating: 3506, Black and White: 执白, Result: 负, Opponent: 姜东润
Player: 朴廷桓, Date: 2010-02-22, Rating: 3505, Black and White: 执白, Result: 胜, Opponent: 金志锡
Player: 朴廷桓, Date: 2010-02-03, Rating: 3503, Black and White: 执黑, Result: 胜, Opponent: 李映九
Player: 朴廷桓, Date: 2010-02-02, Rating: 3503, Black and White: 执黑, Result: 胜, Opponent: 安亨浚
Player: 朴廷桓, Date: 2010-01-29, Rating: 3503, Black and White: 执白, Result: 胜, Opponent: 金日焕
Player: 朴廷桓, Date: 2010-01-20, Rating: 3501, Black and White: 执黑, Result: 胜, Opponent: 金主镐
Player: 朴廷桓, Date: 2010-01-16, Rating: 3501, Black and White: 执白, Result: 胜, Opponent: 谢赫
Player: 朴廷桓, Date: 2010-01-10, Rating: 3500, Black and White: 执白, Result: 胜, Opponent: 李昌镐
Player: 朴廷桓, Date: 2010-01-09, Rating: 3500, Black and White: 执白, Result: 胜, Opponent: 李昌镐
Player: 朴廷桓, Date: 2010-01-07, Rating: 3499, Black and White: 执黑, Result: 负, Opponent: 李昌镐
Player: 姜东润, Date: 2010-12-21, Rating: 3499, Black and White: 执白, Result: 胜, Opponent: 元晟溱
Player: 姜东润, Date: 2010-12-06, Rating: 3498, Black and White: 执黑, Result: 胜, Opponent: 许进
Player: 姜东润, Date: 2010-11-26, Rating: 3498, Black and White: 执白, Result: 胜, Opponent: 刘星
Player: 姜东润, Date: 2010-11-24, Rating: 3498, Black and White: 执黑, Result: 负, Opponent: 张栩
Player: 姜东润, Date: 2010-11-23, Rating: 3498, Black and White: 执黑, Result: 胜, Opponent: 古力
Player: 姜东润, Date: 2010-11-15, Rating: 3498, Black and White: 执黑, Result: 负, Opponent: 李昌镐
Player: 姜东润, Date: 2010-11-12, Rating: 3498, Black and White: 执白, Result: 胜, Opponent: 金庭贤
Player: 姜东润, Date: 2010-11-09, Rating: 3497, Black and White: 执黑, Result: 负, Opponent: 李世石
Player: 姜东润, Date: 2010-11-08, Rating: 3497, Black and White: 执白, Result: 胜, Opponent: 李世石
Player: 姜东润, Date: 2010-10-27, Rating: 3497, Black and White: 执黑, Result: 负, Opponent: 李世石
Player: 姜东润, Date: 2010-10-26, Rating: 3497, Black and White: 执白, Result: 负, Opponent: 李世石
Player: 姜东润, Date: 2010-10-22, Rating: 3497, Black and White: 执白, Result: 胜, Opponent: 李昌镐
Player: 姜东润, Date: 2010-10-11, Rating: 3497, Black and White: 执白, Result: 胜, Opponent: 金世东
Player: 姜东润, Date: 2010-10-10, Rating: 3496, Black and White: 执黑, Result: 负, Opponent: 李世石
Player: 姜东润, Date: 2010-10-03, Rating: 3496, Black and White: 执黑, Result: 胜, Opponent: 崔哲瀚
Player: 姜东润, Date: 2010-09-19, Rating: 3496, Black and White: 执黑, Result: 负, Opponent: 元晟溱
Player: 姜东润, Date: 2010-09-14, Rating: 3495, Black and White: 执白, Result: 负, Opponent: 元晟溱
Player: 姜东润, Date: 2010-09-13, Rating: 3495, Black and White: 执黑, Result: 胜, Opponent: 金主镐
Player: 姜东润, Date: 2010-09-04, Rating: 3495, Black and White: 执黑, Result: 胜, Opponent: 姜儒泽
Player: 姜东润, Date: 2010-08-23, Rating: 3495, Black and White: 执黑, Result: 胜, Opponent: 金庭贤
Player: 姜东润, Date: 2010-08-12, Rating: 3494, Black and White: 执黑, Result: 负, Opponent: 安国铉
Player: 姜东润, Date: 2010-07-25, Rating: 3494, Black and White: 执黑, Result: 胜, Opponent: 元晟溱
Player: 姜东润, Date: 2010-07-22, Rating: 3494, Black and White: 执白, Result: 胜, Opponent: 李世石
Player: 姜东润, Date: 2010-07-18, Rating: 3494, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 姜东润, Date: 2010-07-15, Rating: 3494, Black and White: 执黑, Result: 胜, Opponent: 白洪淅
Player: 姜东润, Date: 2010-07-12, Rating: 3493, Black and White: 执白, Result: 负, Opponent: 李熙星
Player: 姜东润, Date: 2010-07-04, Rating: 3493, Black and White: 执白, Result: 胜, Opponent: 李昌镐
Player: 姜东润, Date: 2010-06-18, Rating: 3493, Black and White: 执白, Result: 负, Opponent: 李世石
Player: 姜东润, Date: 2010-06-15, Rating: 3492, Black and White: 执黑, Result: 胜, Opponent: 李昌镐
Player: 姜东润, Date: 2010-06-02, Rating: 3492, Black and White: 执白, Result: 负, Opponent: 结城聪
Player: 姜东润, Date: 2010-06-01, Rating: 3492, Black and White: 执黑, Result: 胜, Opponent: 古灵益
Player: 姜东润, Date: 2010-05-14, Rating: 3491, Black and White: 执黑, Result: 胜, Opponent: 洪旼杓
Player: 姜东润, Date: 2010-05-11, Rating: 3491, Black and White: 执白, Result: 胜, Opponent: 金成宰
Player: 姜东润, Date: 2010-05-01, Rating: 3490, Black and White: 执黑, Result: 负, Opponent: 元晟溱
Player: 姜东润, Date: 2010-04-27, Rating: 3490, Black and White: 执黑, Result: 胜, Opponent: 尹峻相
Player: 姜东润, Date: 2010-04-20, Rating: 3490, Black and White: 执白, Result: 负, Opponent: 胡耀宇
Player: 姜东润, Date: 2010-04-17, Rating: 3490, Black and White: 执黑, Result: 胜, Opponent: 朴志恩
Player: 姜东润, Date: 2010-04-14, Rating: 3490, Black and White: 执黑, Result: 负, Opponent: 邱峻
Player: 姜东润, Date: 2010-04-12, Rating: 3490, Black and White: 执白, Result: 胜, Opponent: 羽根直树
Player: 姜东润, Date: 2010-04-06, Rating: 3490, Black and White: 执白, Result: 负, Opponent: 崔哲瀚
Player: 姜东润, Date: 2010-04-05, Rating: 3490, Black and White: 执白, Result: 胜, Opponent: 崔哲瀚
Player: 姜东润, Date: 2010-03-27, Rating: 3489, Black and White: 执黑, Result: 负, Opponent: 赵治勋
Player: 姜东润, Date: 2010-03-15, Rating: 3489, Black and White: 执黑, Result: 负, Opponent: 崔哲瀚
Player: 姜东润, Date: 2010-03-08, Rating: 3489, Black and White: 执白, Result: 胜, Opponent: 曹薰铉
Player: 姜东润, Date: 2010-03-04, Rating: 3489, Black and White: 执黑, Result: 负, Opponent: 李昌镐
Player: 姜东润, Date: 2010-03-01, Rating: 3489, Black and White: 执黑, Result: 胜, Opponent: 李昌镐
Player: 姜东润, Date: 2010-02-25, Rating: 3489, Black and White: 执黑, Result: 胜, Opponent: 朴廷桓
Player: 姜东润, Date: 2010-02-19, Rating: 3489, Black and White: 执黑, Result: 胜, Opponent: 尹峻相
Player: 姜东润, Date: 2010-02-01, Rating: 3489, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 姜东润, Date: 2010-01-16, Rating: 3489, Black and White: 执白, Result: 负, Opponent: 金起用
Player: 姜东润, Date: 2010-01-04, Rating: 3489, Black and White: 执白, Result: 胜, Opponent: 崔哲瀚
Player: 李喆, Date: 2010-12-18, Rating: 3480, Black and White: 执白, Result: 胜, Opponent: 邱峻
Player: 李喆, Date: 2010-12-11, Rating: 3480, Black and White: 执白, Result: 胜, Opponent: 汪涛
Player: 李喆, Date: 2010-12-04, Rating: 3481, Black and White: 执白, Result: 胜, Opponent: 王昊洋
Player: 李喆, Date: 2010-11-16, Rating: 3482, Black and White: 执黑, Result: 胜, Opponent: 范廷钰
Player: 李喆, Date: 2010-11-13, Rating: 3482, Black and White: 执白, Result: 负, Opponent: 柁嘉熹
Player: 李喆, Date: 2010-11-04, Rating: 3483, Black and White: 执白, Result: 胜, Opponent: 陈耀烨
Player: 李喆, Date: 2010-10-30, Rating: 3483, Black and White: 执黑, Result: 胜, Opponent: 檀啸
Player: 李喆, Date: 2010-10-21, Rating: 3483, Black and White: 执白, Result: 胜, Opponent: 古灵益
Player: 李喆, Date: 2010-10-16, Rating: 3483, Black and White: 执黑, Result: 胜, Opponent: 彭荃
Player: 李喆, Date: 2010-10-09, Rating: 3483, Black and White: 执白, Result: 负, Opponent: 周睿羊
Player: 李喆, Date: 2010-10-05, Rating: 3483, Black and White: 执黑, Result: 胜, Opponent: 金志锡
Player: 李喆, Date: 2010-10-04, Rating: 3483, Black and White: 执白, Result: 负, Opponent: 林至涵
Player: 李喆, Date: 2010-10-03, Rating: 3483, Black and White: 执白, Result: 胜, Opponent: 黄翊祖
Player: 李喆, Date: 2010-09-27, Rating: 3484, Black and White: 执白, Result: 负, Opponent: 杨鼎新
Player: 李喆, Date: 2010-09-06, Rating: 3485, Black and White: 执黑, Result: 胜, Opponent: 张立
Player: 李喆, Date: 2010-09-04, Rating: 3485, Black and White: 执白, Result: 负, Opponent: 谢赫
Player: 李喆, Date: 2010-09-01, Rating: 3485, Black and White: 执白, Result: 胜, Opponent: 刘星
Player: 李喆, Date: 2010-09-01, Rating: 3485, Black and White: 执白, Result: 胜, Opponent: 朴文垚
Player: 李喆, Date: 2010-08-30, Rating: 3485, Black and White: 执黑, Result: 负, Opponent: 江维杰
Player: 李喆, Date: 2010-08-25, Rating: 3485, Black and White: 执黑, Result: 胜, Opponent: 胡耀宇
Player: 李喆, Date: 2010-08-20, Rating: 3485, Black and White: 执白, Result: 胜, Opponent: 江维杰
Player: 李喆, Date: 2010-08-18, Rating: 3485, Black and White: 执黑, Result: 负, Opponent: 江维杰
Player: 李喆, Date: 2010-08-14, Rating: 3485, Black and White: 执白, Result: 胜, Opponent: 常昊
Player: 李喆, Date: 2010-08-12, Rating: 3485, Black and White: 执白, Result: 胜, Opponent: 彭荃
Player: 李喆, Date: 2010-08-10, Rating: 3485, Black and White: 执黑, Result: 胜, Opponent: 周睿羊
Player: 李喆, Date: 2010-07-10, Rating: 3485, Black and White: 执黑, Result: 负, Opponent: 刘星
Player: 李喆, Date: 2010-07-03, Rating: 3485, Black and White: 执白, Result: 胜, Opponent: 张东岳
Player: 李喆, Date: 2010-06-26, Rating: 3485, Black and White: 执黑, Result: 负, Opponent: 王垚
Player: 李喆, Date: 2010-06-24, Rating: 3485, Black and White: 执黑, Result: 胜, Opponent: 陈耀烨
Player: 李喆, Date: 2010-06-22, Rating: 3485, Black and White: 执黑, Result: 胜, Opponent: 唐奕
Player: 李喆, Date: 2010-06-19, Rating: 3485, Black and White: 执白, Result: 胜, Opponent: 邵炜刚
Player: 李喆, Date: 2010-06-17, Rating: 3485, Black and White: 执黑, Result: 胜, Opponent: 郭闻潮
Player: 李喆, Date: 2010-06-15, Rating: 3485, Black and White: 执黑, Result: 胜, Opponent: 常昊
Player: 李喆, Date: 2010-06-12, Rating: 3485, Black and White: 执黑, Result: 负, Opponent: 孔杰
Player: 李喆, Date: 2010-06-03, Rating: 3485, Black and White: 执白, Result: 胜, Opponent: 王垚
Player: 李喆, Date: 2010-05-29, Rating: 3485, Black and White: 执黑, Result: 胜, Opponent: 杨一80
Player: 李喆, Date: 2010-05-15, Rating: 3484, Black and White: 执白, Result: 胜, Opponent: 罗洗河
Player: 李喆, Date: 2010-05-08, Rating: 3484, Black and White: 执黑, Result: 胜, Opponent: 周睿羊
Player: 李喆, Date: 2010-04-29, Rating: 3483, Black and White: 执白, Result: 负, Opponent: 牛雨田
Player: 李喆, Date: 2010-04-25, Rating: 3483, Black and White: 执黑, Result: 胜, Opponent: 古力
Player: 李喆, Date: 2010-04-02, Rating: 3482, Black and White: 执黑, Result: 胜, Opponent: 邬光亚
Player: 李喆, Date: 2010-03-31, Rating: 3482, Black and White: 执黑, Result: 胜, Opponent: 李豪杰
Player: 李喆, Date: 2010-03-30, Rating: 3482, Black and White: 执黑, Result: 胜, Opponent: 陈潇楠
Player: 李喆, Date: 2010-03-04, Rating: 3480, Black and White: 执黑, Result: 负, Opponent: 时越
Player: 李喆, Date: 2010-02-22, Rating: 3479, Black and White: 执白, Result: 负, Opponent: 古力
Player: 李喆, Date: 2010-01-27, Rating: 3477, Black and White: 执白, Result: 负, Opponent: 彭立尧
Player: 柁嘉熹, Date: 2010-12-18, Rating: 3472, Black and White: 执黑, Result: 负, Opponent: 周睿羊
Player: 柁嘉熹, Date: 2010-12-11, Rating: 3473, Black and White: 执黑, Result: 负, Opponent: 廖行文
Player: 柁嘉熹, Date: 2010-12-03, Rating: 3473, Black and White: 执黑, Result: 负, Opponent: 高尾绅路
Player: 柁嘉熹, Date: 2010-11-14, Rating: 3474, Black and White: 执白, Result: 负, Opponent: 彭立尧
Player: 柁嘉熹, Date: 2010-11-13, Rating: 3474, Black and White: 执黑, Result: 胜, Opponent: 李喆
Player: 柁嘉熹, Date: 2010-11-04, Rating: 3475, Black and White: 执黑, Result: 胜, Opponent: 时越
Player: 柁嘉熹, Date: 2010-10-30, Rating: 3475, Black and White: 执白, Result: 负, Opponent: 黄晨
Player: 柁嘉熹, Date: 2010-10-28, Rating: 3475, Black and White: 执黑, Result: 胜, Opponent: 周睿羊
Player: 柁嘉熹, Date: 2010-10-27, Rating: 3475, Black and White: 执白, Result: 负, Opponent: 周睿羊
Player: 柁嘉熹, Date: 2010-10-25, Rating: 3476, Black and White: 执黑, Result: 胜, Opponent: 周睿羊
Player: 柁嘉熹, Date: 2010-10-21, Rating: 3476, Black and White: 执黑, Result: 胜, Opponent: 连笑
Player: 柁嘉熹, Date: 2010-10-16, Rating: 3476, Black and White: 执白, Result: 胜, Opponent: 刘星
Player: 柁嘉熹, Date: 2010-10-09, Rating: 3476, Black and White: 执白, Result: 胜, Opponent: 王垚
Player: 柁嘉熹, Date: 2010-09-10, Rating: 3477, Black and White: 执白, Result: 负, Opponent: 朴志娟
Player: 柁嘉熹, Date: 2010-09-09, Rating: 3477, Black and White: 执黑, Result: 胜, Opponent: 金惠敏
Player: 柁嘉熹, Date: 2010-09-08, Rating: 3477, Black and White: 执黑, Result: 负, Opponent: 金志锡
Player: 柁嘉熹, Date: 2010-09-06, Rating: 3477, Black and White: 执黑, Result: 胜, Opponent: 李劼
Player: 柁嘉熹, Date: 2010-09-04, Rating: 3477, Black and White: 执白, Result: 负, Opponent: 罗洗河
Player: 柁嘉熹, Date: 2010-09-01, Rating: 3478, Black and White: 执白, Result: 胜, Opponent: 王磊
Player: 柁嘉熹, Date: 2010-09-01, Rating: 3478, Black and White: 执黑, Result: 胜, Opponent: 孔杰
Player: 柁嘉熹, Date: 2010-08-19, Rating: 3478, Black and White: 执白, Result: 胜, Opponent: 王檄
Player: 柁嘉熹, Date: 2010-08-17, Rating: 3479, Black and White: 执黑, Result: 胜, Opponent: 王檄
Player: 柁嘉熹, Date: 2010-08-10, Rating: 3479, Black and White: 执黑, Result: 负, Opponent: 江维杰
Player: 柁嘉熹, Date: 2010-07-15, Rating: 3480, Black and White: 执黑, Result: 胜, Opponent: 崔灿
Player: 柁嘉熹, Date: 2010-07-10, Rating: 3480, Black and White: 执黑, Result: 负, Opponent: 李康
Player: 柁嘉熹, Date: 2010-07-03, Rating: 3480, Black and White: 执白, Result: 胜, Opponent: 杨鼎新
Player: 柁嘉熹, Date: 2010-06-28, Rating: 3481, Black and White: 执黑, Result: 胜, Opponent: 王煜辉
Player: 柁嘉熹, Date: 2010-06-26, Rating: 3481, Black and White: 执黑, Result: 胜, Opponent: 张维
Player: 柁嘉熹, Date: 2010-06-22, Rating: 3481, Black and White: 执黑, Result: 胜, Opponent: 蓝天
Player: 柁嘉熹, Date: 2010-06-19, Rating: 3481, Black and White: 执黑, Result: 胜, Opponent: 邱峻
Player: 柁嘉熹, Date: 2010-06-17, Rating: 3481, Black and White: 执白, Result: 负, Opponent: 古力
Player: 柁嘉熹, Date: 2010-06-15, Rating: 3481, Black and White: 执白, Result: 胜, Opponent: 邱峻
Player: 柁嘉熹, Date: 2010-06-12, Rating: 3481, Black and White: 执黑, Result: 胜, Opponent: 彭立尧
Player: 柁嘉熹, Date: 2010-06-09, Rating: 3481, Black and White: 执黑, Result: 负, Opponent: 李昌镐
Player: 柁嘉熹, Date: 2010-06-07, Rating: 3481, Black and White: 执白, Result: 胜, Opponent: 白大铉
Player: 柁嘉熹, Date: 2010-05-29, Rating: 3481, Black and White: 执黑, Result: 胜, Opponent: 毛睿龙
Player: 柁嘉熹, Date: 2010-05-15, Rating: 3481, Black and White: 执白, Result: 胜, Opponent: 汪涛
Player: 柁嘉熹, Date: 2010-05-08, Rating: 3481, Black and White: 执白, Result: 胜, Opponent: 孙力
Player: 柁嘉熹, Date: 2010-04-29, Rating: 3480, Black and White: 执白, Result: 胜, Opponent: 党毅飞
Player: 柁嘉熹, Date: 2010-04-25, Rating: 3480, Black and White: 执黑, Result: 胜, Opponent: 孟泰龄
Player: 柁嘉熹, Date: 2010-04-19, Rating: 3480, Black and White: 执黑, Result: 胜, Opponent: 柳珉滢
Player: 柁嘉熹, Date: 2010-04-02, Rating: 3479, Black and White: 执白, Result: 胜, Opponent: 王垚
Player: 柁嘉熹, Date: 2010-03-07, Rating: 3477, Black and White: 执白, Result: 负, Opponent: 孔杰
Player: 柁嘉熹, Date: 2010-03-04, Rating: 3477, Black and White: 执白, Result: 负, Opponent: 张立
Player: 柁嘉熹, Date: 2010-02-27, Rating: 3477, Black and White: 执白, Result: 负, Opponent: 朴廷桓
Player: 柁嘉熹, Date: 2010-02-05, Rating: 3477, Black and White: 执黑, Result: 胜, Opponent: 许映皓
Player: 柁嘉熹, Date: 2010-01-29, Rating: 3476, Black and White: 执白, Result: 胜, Opponent: 周睿羊
Player: 柁嘉熹, Date: 2010-01-27, Rating: 3476, Black and White: 执黑, Result: 负, Opponent: 孙腾宇
Player: 柁嘉熹, Date: 2010-01-26, Rating: 3476, Black and White: 执白, Result: 胜, Opponent: 郭闻潮
Player: 柁嘉熹, Date: 2010-01-16, Rating: 3476, Black and White: 执白, Result: 胜, Opponent: 周睿羊
Player: 范廷钰, Date: 2010-12-18, Rating: 3498, Black and White: 执黑, Result: 胜, Opponent: 李康
Player: 范廷钰, Date: 2010-12-11, Rating: 3497, Black and White: 执白, Result: 胜, Opponent: 俞斌
Player: 范廷钰, Date: 2010-12-07, Rating: 3497, Black and White: 执黑, Result: 负, Opponent: 孟泰龄
Player: 范廷钰, Date: 2010-12-04, Rating: 3496, Black and White: 执黑, Result: 负, Opponent: 胡耀宇
Player: 范廷钰, Date: 2010-11-16, Rating: 3496, Black and White: 执白, Result: 负, Opponent: 李喆
Player: 范廷钰, Date: 2010-11-04, Rating: 3495, Black and White: 执黑, Result: 胜, Opponent: 黄晨
Player: 范廷钰, Date: 2010-10-30, Rating: 3495, Black and White: 执白, Result: 胜, Opponent: 王雷
Player: 范廷钰, Date: 2010-10-21, Rating: 3495, Black and White: 执白, Result: 胜, Opponent: 孔杰
Player: 范廷钰, Date: 2010-10-16, Rating: 3494, Black and White: 执白, Result: 胜, Opponent: 孙力
Player: 范廷钰, Date: 2010-10-09, Rating: 3494, Black and White: 执黑, Result: 胜, Opponent: 李劼
Player: 范廷钰, Date: 2010-07-15, Rating: 3487, Black and White: 执白, Result: 负, Opponent: 李康
Player: 范廷钰, Date: 2010-07-03, Rating: 3487, Black and White: 执白, Result: 胜, Opponent: 常昊
Player: 范廷钰, Date: 2010-06-19, Rating: 3486, Black and White: 执黑, Result: 胜, Opponent: 王磊
Player: 范廷钰, Date: 2010-06-12, Rating: 3485, Black and White: 执白, Result: 胜, Opponent: 陶欣然
Player: 范廷钰, Date: 2010-05-29, Rating: 3484, Black and White: 执黑, Result: 负, Opponent: 钟文靖
Player: 范廷钰, Date: 2010-05-15, Rating: 3483, Black and White: 执白, Result: 胜, Opponent: 孙力
Player: 范廷钰, Date: 2010-04-29, Rating: 3482, Black and White: 执黑, Result: 负, Opponent: 彭荃
Player: 范廷钰, Date: 2010-04-25, Rating: 3482, Black and White: 执黑, Result: 胜, Opponent: 江维杰
Player: 范廷钰, Date: 2010-03-18, Rating: 3479, Black and White: 执黑, Result: 胜, Opponent: 严欢
Player: 范廷钰, Date: 2010-03-16, Rating: 3479, Black and White: 执白, Result: 胜, Opponent: 严欢
Player: 范廷钰, Date: 2010-02-26, Rating: 3477, Black and White: 执白, Result: 胜, Opponent: 连笑
Player: 范廷钰, Date: 2010-02-25, Rating: 3477, Black and White: 执白, Result: 胜, Opponent: 朱元豪
Player: 范廷钰, Date: 2010-01-25, Rating: 3473, Black and White: 执黑, Result: 负, Opponent: 李豪杰
Player: 范廷钰, Date: 2010-01-21, Rating: 3473, Black and White: 执白, Result: 负, Opponent: 陈潇楠
Player: 范廷钰, Date: 2010-01-20, Rating: 3473, Black and White: 执白, Result: 胜, Opponent: 张涛
Player: 范廷钰, Date: 2010-01-19, Rating: 3473, Black and White: 执白, Result: 胜, Opponent: 秦悦欣
Player: 谢赫, Date: 2010-12-18, Rating: 3494, Black and White: 执黑, Result: 负, Opponent: 陶欣然
Player: 谢赫, Date: 2010-12-16, Rating: 3494, Black and White: 执黑, Result: 胜, Opponent: 许映皓
Player: 谢赫, Date: 2010-12-14, Rating: 3494, Black and White: 执白, Result: 胜, Opponent: 赵治勋
Player: 谢赫, Date: 2010-12-11, Rating: 3494, Black and White: 执黑, Result: 负, Opponent: 连笑
Player: 谢赫, Date: 2010-12-01, Rating: 3494, Black and White: 执黑, Result: 负, Opponent: 睦镇硕
Player: 谢赫, Date: 2010-11-30, Rating: 3494, Black and White: 执白, Result: 胜, Opponent: 羽根直树
Player: 谢赫, Date: 2010-11-29, Rating: 3494, Black and White: 执黑, Result: 胜, Opponent: 朴承华
Player: 谢赫, Date: 2010-11-26, Rating: 3494, Black and White: 执黑, Result: 负, Opponent: 朴廷桓
Player: 谢赫, Date: 2010-11-25, Rating: 3494, Black and White: 执黑, Result: 胜, Opponent: 结城聪
Player: 谢赫, Date: 2010-11-23, Rating: 3494, Black and White: 执白, Result: 负, Opponent: 赵汉乘
Player: 谢赫, Date: 2010-11-16, Rating: 3494, Black and White: 执白, Result: 胜, Opponent: 孙力
Player: 谢赫, Date: 2010-11-13, Rating: 3494, Black and White: 执黑, Result: 负, Opponent: 古灵益
Player: 谢赫, Date: 2010-11-11, Rating: 3494, Black and White: 执黑, Result: 胜, Opponent: 党毅飞
Player: 谢赫, Date: 2010-10-27, Rating: 3494, Black and White: 执黑, Result: 负, Opponent: 孟泰龄
Player: 谢赫, Date: 2010-10-23, Rating: 3494, Black and White: 执白, Result: 胜, Opponent: 周睿羊
Player: 谢赫, Date: 2010-10-21, Rating: 3494, Black and White: 执黑, Result: 胜, Opponent: 坂井秀至
Player: 谢赫, Date: 2010-10-20, Rating: 3494, Black and White: 执黑, Result: 胜, Opponent: 李世石
Player: 谢赫, Date: 2010-10-16, Rating: 3494, Black and White: 执白, Result: 胜, Opponent: 张立
Player: 谢赫, Date: 2010-10-09, Rating: 3494, Black and White: 执白, Result: 负, Opponent: 王雷
Player: 谢赫, Date: 2010-09-30, Rating: 3494, Black and White: 执黑, Result: 胜, Opponent: 江维杰
Player: 谢赫, Date: 2010-09-28, Rating: 3494, Black and White: 执白, Result: 胜, Opponent: 周睿羊
Player: 谢赫, Date: 2010-09-27, Rating: 3494, Black and White: 执白, Result: 胜, Opponent: 古力
Player: 谢赫, Date: 2010-09-06, Rating: 3493, Black and White: 执黑, Result: 负, Opponent: 邱峻
Player: 谢赫, Date: 2010-09-04, Rating: 3493, Black and White: 执黑, Result: 胜, Opponent: 李喆
Player: 谢赫, Date: 2010-09-01, Rating: 3493, Black and White: 执白, Result: 胜, Opponent: 周鹤洋
Player: 谢赫, Date: 2010-09-01, Rating: 3493, Black and White: 执黑, Result: 胜, Opponent: 时越
Player: 谢赫, Date: 2010-08-05, Rating: 3491, Black and White: 执白, Result: 负, Opponent: 许映皓
Player: 谢赫, Date: 2010-08-03, Rating: 3491, Black and White: 执白, Result: 胜, Opponent: 李东勋
Player: 谢赫, Date: 2010-07-15, Rating: 3490, Black and White: 执白, Result: 胜, Opponent: 黄晨
Player: 谢赫, Date: 2010-07-10, Rating: 3489, Black and White: 执黑, Result: 胜, Opponent: 曹恒梃
Player: 谢赫, Date: 2010-07-03, Rating: 3489, Black and White: 执白, Result: 胜, Opponent: 钟文靖
Player: 谢赫, Date: 2010-06-22, Rating: 3488, Black and White: 执白, Result: 负, Opponent: 陈耀烨
Player: 谢赫, Date: 2010-06-19, Rating: 3488, Black and White: 执黑, Result: 胜, Opponent: 檀啸
Player: 谢赫, Date: 2010-06-17, Rating: 3488, Black and White: 执白, Result: 胜, Opponent: 李康
Player: 谢赫, Date: 2010-06-15, Rating: 3487, Black and White: 执黑, Result: 胜, Opponent: 胡耀宇
Player: 谢赫, Date: 2010-06-12, Rating: 3487, Black and White: 执白, Result: 胜, Opponent: 陈潇楠
Player: 谢赫, Date: 2010-06-03, Rating: 3486, Black and White: 执白, Result: 负, Opponent: 孟泰龄
Player: 谢赫, Date: 2010-05-29, Rating: 3485, Black and White: 执白, Result: 胜, Opponent: 周鹤洋
Player: 谢赫, Date: 2010-05-15, Rating: 3484, Black and White: 执黑, Result: 负, Opponent: 张立
