Player: 李世石, Date: 2008-12-26, Rating: 3582, Black and White: 执黑, Result: 胜, Opponent: 姜东润
Player: 谢赫, Date: 2008-05-15, Rating: 3477, Black and White: 执黑, Result: 负, Opponent: 严欢
Player: 谢赫, Date: 2008-05-10, Rating: 3478, Black and White: 执白, Result: 胜, Opponent: 钟文靖
Player: 谢赫, Date: 2008-05-08, Rating: 3478, Black and White: 执白, Result: 胜, Opponent: 李喆
Player: 谢赫, Date: 2008-05-07, Rating: 3478, Black and White: 执黑, Result: 胜, Opponent: 朱元豪
Player: 谢赫, Date: 2008-05-06, Rating: 3478, Black and White: 执白, Result: 胜, Opponent: 王磊
Player: 谢赫, Date: 2008-05-02, Rating: 3478, Black and White: 执黑, Result: 负, Opponent: 李昌镐
Player: 谢赫, Date: 2008-04-30, Rating: 3479, Black and White: 执白, Result: 胜, Opponent: 李映九
Player: 谢赫, Date: 2008-04-25, Rating: 3479, Black and White: 执黑, Result: 胜, Opponent: 安祚永
Player: 谢赫, Date: 2008-04-24, Rating: 3479, Black and White: 执黑, Result: 胜, Opponent: 姜儒泽
Player: 谢赫, Date: 2008-04-17, Rating: 3480, Black and White: 执白, Result: 胜, Opponent: 赵哲伦
Player: 谢赫, Date: 2008-04-05, Rating: 3480, Black and White: 执黑, Result: 负, Opponent: 周睿羊
Player: 谢赫, Date: 2008-04-02, Rating: 3481, Black and White: 执黑, Result: 胜, Opponent: 朱松力
Player: 谢赫, Date: 2008-03-29, Rating: 3481, Black and White: 执白, Result: 胜, Opponent: 彭荃
Player: 谢赫, Date: 2008-03-22, Rating: 3481, Black and White: 执黑, Result: 胜, Opponent: 汪洋
Player: 谢赫, Date: 2008-03-17, Rating: 3482, Black and White: 执黑, Result: 胜, Opponent: 王檄
Player: 谢赫, Date: 2008-03-11, Rating: 3482, Black and White: 执白, Result: 负, Opponent: 古力
Player: 谢赫, Date: 2008-03-08, Rating: 3482, Black and White: 执黑, Result: 胜, Opponent: 王檄
Player: 谢赫, Date: 2008-03-07, Rating: 3482, Black and White: 执白, Result: 胜, Opponent: 常昊
Player: 谢赫, Date: 2008-03-01, Rating: 3482, Black and White: 执黑, Result: 负, Opponent: 丁伟
Player: 谢赫, Date: 2008-02-29, Rating: 3482, Black and White: 执黑, Result: 胜, Opponent: 王煜辉
Player: 谢赫, Date: 2008-02-28, Rating: 3482, Black and White: 执白, Result: 胜, Opponent: 李康
Player: 谢赫, Date: 2008-02-27, Rating: 3482, Black and White: 执白, Result: 胜, Opponent: 钟文靖
Player: 谢赫, Date: 2008-01-29, Rating: 3483, Black and White: 执白, Result: 负, Opponent: 邹俊杰
Player: 谢赫, Date: 2008-01-07, Rating: 3484, Black and White: 执白, Result: 胜, Opponent: 孙力
Player: 常昊, Date: 2008-12-27, Rating: 3442, Black and White: 执黑, Result: 胜, Opponent: 李喆
Player: 常昊, Date: 2008-12-24, Rating: 3443, Black and White: 执白, Result: 胜, Opponent: 安冬旭
Player: 常昊, Date: 2008-12-20, Rating: 3443, Black and White: 执黑, Result: 胜, Opponent: 赵哲伦
Player: 常昊, Date: 2008-12-13, Rating: 3443, Black and White: 执黑, Result: 负, Opponent: 王檄
Player: 常昊, Date: 2008-12-11, Rating: 3443, Black and White: 执白, Result: 胜, Opponent: 周鹤洋
Player: 常昊, Date: 2008-12-09, Rating: 3443, Black and White: 执白, Result: 胜, Opponent: 黄奕中
Player: 常昊, Date: 2008-12-04, Rating: 3443, Black and White: 执白, Result: 负, Opponent: 黄奕中
Player: 常昊, Date: 2008-12-02, Rating: 3443, Black and White: 执白, Result: 负, Opponent: 李世石
Player: 常昊, Date: 2008-11-29, Rating: 3443, Black and White: 执黑, Result: 负, Opponent: 柁嘉熹
Player: 常昊, Date: 2008-11-15, Rating: 3444, Black and White: 执白, Result: 胜, Opponent: 付冲
Player: 常昊, Date: 2008-11-13, Rating: 3445, Black and White: 执白, Result: 负, Opponent: 古力
Player: 常昊, Date: 2008-11-11, Rating: 3445, Black and White: 执黑, Result: 胜, Opponent: 王昊洋
Player: 常昊, Date: 2008-11-10, Rating: 3445, Black and White: 执黑, Result: 胜, Opponent: 朴文垚
Player: 常昊, Date: 2008-11-08, Rating: 3445, Black and White: 执白, Result: 负, Opponent: 朱元豪
Player: 常昊, Date: 2008-11-03, Rating: 3445, Black and White: 执白, Result: 负, Opponent: 朴永训
Player: 常昊, Date: 2008-10-29, Rating: 3446, Black and White: 执白, Result: 负, Opponent: 古力
Player: 常昊, Date: 2008-10-17, Rating: 3447, Black and White: 执黑, Result: 胜, Opponent: 陈诗渊
Player: 常昊, Date: 2008-10-17, Rating: 3447, Black and White: 执白, Result: 负, Opponent: 元晟溱
Player: 常昊, Date: 2008-10-15, Rating: 3447, Black and White: 执白, Result: 负, Opponent: 依田纪基
Player: 常昊, Date: 2008-10-10, Rating: 3448, Black and White: 执黑, Result: 胜, Opponent: 孔杰
Player: 常昊, Date: 2008-09-29, Rating: 3449, Black and White: 执黑, Result: 负, Opponent: 朴文垚
Player: 常昊, Date: 2008-09-28, Rating: 3449, Black and White: 执黑, Result: 负, Opponent: 朴文垚
Player: 常昊, Date: 2008-09-26, Rating: 3449, Black and White: 执白, Result: 胜, Opponent: 朴文垚
Player: 常昊, Date: 2008-09-12, Rating: 3451, Black and White: 执黑, Result: 胜, Opponent: 朴文垚
Player: 常昊, Date: 2008-09-10, Rating: 3451, Black and White: 执黑, Result: 负, Opponent: 王檄
Player: 常昊, Date: 2008-09-10, Rating: 3451, Black and White: 执白, Result: 胜, Opponent: 黄奕中
Player: 常昊, Date: 2008-09-08, Rating: 3452, Black and White: 执黑, Result: 胜, Opponent: 邹俊杰
Player: 常昊, Date: 2008-09-03, Rating: 3452, Black and White: 执黑, Result: 负, Opponent: 李映九
Player: 常昊, Date: 2008-08-23, Rating: 3454, Black and White: 执白, Result: 负, Opponent: 朴正祥
Player: 常昊, Date: 2008-07-20, Rating: 3459, Black and White: 执白, Result: 负, Opponent: 古力
Player: 常昊, Date: 2008-07-18, Rating: 3459, Black and White: 执黑, Result: 负, Opponent: 古力
Player: 常昊, Date: 2008-07-07, Rating: 3461, Black and White: 执黑, Result: 胜, Opponent: 刘星
Player: 常昊, Date: 2008-07-05, Rating: 3461, Black and White: 执黑, Result: 负, Opponent: 古力
Player: 常昊, Date: 2008-07-01, Rating: 3462, Black and White: 执白, Result: 胜, Opponent: 孟泰龄
Player: 常昊, Date: 2008-06-21, Rating: 3464, Black and White: 执白, Result: 胜, Opponent: 李喆
Player: 常昊, Date: 2008-06-19, Rating: 3464, Black and White: 执黑, Result: 负, Opponent: 刘星
Player: 常昊, Date: 2008-06-12, Rating: 3465, Black and White: 执黑, Result: 胜, Opponent: 丁伟
Player: 常昊, Date: 2008-06-11, Rating: 3465, Black and White: 执黑, Result: 胜, Opponent: 牛雨田
Player: 常昊, Date: 2008-06-09, Rating: 3465, Black and White: 执白, Result: 胜, Opponent: 张立
Player: 常昊, Date: 2008-06-07, Rating: 3466, Black and White: 执白, Result: 胜, Opponent: 朴永训
Player: 常昊, Date: 2008-06-05, Rating: 3466, Black and White: 执白, Result: 胜, Opponent: 俞斌
Player: 常昊, Date: 2008-06-02, Rating: 3466, Black and White: 执黑, Result: 负, Opponent: 陈耀烨
Player: 常昊, Date: 2008-05-31, Rating: 3466, Black and White: 执黑, Result: 负, Opponent: 刘星
Player: 常昊, Date: 2008-05-28, Rating: 3467, Black and White: 执白, Result: 胜, Opponent: 赵汉乘
Player: 常昊, Date: 2008-05-26, Rating: 3467, Black and White: 执黑, Result: 胜, Opponent: 朴正祥
Player: 常昊, Date: 2008-05-22, Rating: 3468, Black and White: 执白, Result: 胜, Opponent: 俞斌
Player: 常昊, Date: 2008-05-15, Rating: 3468, Black and White: 执黑, Result: 负, Opponent: 李世石
Player: 常昊, Date: 2008-05-10, Rating: 3469, Black and White: 执黑, Result: 胜, Opponent: 陈潇楠
Player: 常昊, Date: 2008-05-02, Rating: 3470, Black and White: 执黑, Result: 负, Opponent: 赵治勋
Player: 常昊, Date: 2008-04-17, Rating: 3472, Black and White: 执黑, Result: 胜, Opponent: 周睿羊
Player: 常昊, Date: 2008-04-14, Rating: 3472, Black and White: 执黑, Result: 胜, Opponent: 河野临
Player: 常昊, Date: 2008-04-05, Rating: 3473, Black and White: 执黑, Result: 负, Opponent: 牛雨田
Player: 常昊, Date: 2008-04-01, Rating: 3473, Black and White: 执白, Result: 负, Opponent: 周睿羊
Player: 常昊, Date: 2008-03-29, Rating: 3474, Black and White: 执黑, Result: 负, Opponent: 彭立尧
Player: 常昊, Date: 2008-03-22, Rating: 3475, Black and White: 执黑, Result: 胜, Opponent: 赵守洵
Player: 常昊, Date: 2008-03-17, Rating: 3476, Black and White: 执黑, Result: 胜, Opponent: 王垚
Player: 常昊, Date: 2008-03-07, Rating: 3477, Black and White: 执黑, Result: 负, Opponent: 谢赫
Player: 常昊, Date: 2008-03-05, Rating: 3477, Black and White: 执黑, Result: 胜, Opponent: 毛睿龙
Player: 常昊, Date: 2008-03-03, Rating: 3478, Black and White: 执白, Result: 胜, Opponent: 黄奕中
Player: 常昊, Date: 2008-03-01, Rating: 3478, Black and White: 执白, Result: 胜, Opponent: 朱元豪
Player: 常昊, Date: 2008-02-28, Rating: 3478, Black and White: 执白, Result: 胜, Opponent: 邹俊杰
Player: 常昊, Date: 2008-02-21, Rating: 3479, Black and White: 执黑, Result: 胜, Opponent: 朴永训
Player: 常昊, Date: 2008-02-20, Rating: 3479, Black and White: 执白, Result: 胜, Opponent: 李昌镐
Player: 常昊, Date: 2008-02-19, Rating: 3479, Black and White: 执黑, Result: 胜, Opponent: 高尾绅路
Player: 常昊, Date: 2008-01-30, Rating: 3480, Black and White: 执黑, Result: 负, Opponent: 钟文靖
Player: 常昊, Date: 2008-01-07, Rating: 3483, Black and White: 执白, Result: 胜, Opponent: 张维
Player: 朴永训, Date: 2008-12-22, Rating: 3472, Black and White: 执白, Result: 负, Opponent: 裴俊熙
Player: 朴永训, Date: 2008-12-13, Rating: 3473, Black and White: 执黑, Result: 负, Opponent: 姜儒泽
Player: 朴永训, Date: 2008-12-09, Rating: 3473, Black and White: 执白, Result: 胜, Opponent: 元晟溱
Player: 朴永训, Date: 2008-12-07, Rating: 3473, Black and White: 执白, Result: 胜, Opponent: 金志锡
Player: 朴永训, Date: 2008-12-03, Rating: 3473, Black and White: 执白, Result: 负, Opponent: 金炯佑
Player: 朴永训, Date: 2008-11-28, Rating: 3473, Black and White: 执黑, Result: 胜, Opponent: 元晟溱
Player: 朴永训, Date: 2008-11-26, Rating: 3473, Black and White: 执白, Result: 胜, Opponent: 元晟溱
Player: 朴永训, Date: 2008-11-24, Rating: 3473, Black and White: 执白, Result: 胜, Opponent: 白洪淅
Player: 朴永训, Date: 2008-11-09, Rating: 3473, Black and White: 执白, Result: 胜, Opponent: 赵汉乘
Player: 朴永训, Date: 2008-11-05, Rating: 3473, Black and White: 执白, Result: 负, Opponent: 李世石
Player: 朴永训, Date: 2008-11-03, Rating: 3473, Black and White: 执黑, Result: 胜, Opponent: 常昊
Player: 朴永训, Date: 2008-10-31, Rating: 3473, Black and White: 执黑, Result: 胜, Opponent: 崔哲瀚
Player: 朴永训, Date: 2008-10-27, Rating: 3473, Black and White: 执黑, Result: 胜, Opponent: 安祚永
Player: 朴永训, Date: 2008-10-23, Rating: 3473, Black and White: 执白, Result: 胜, Opponent: 朴承华
Player: 朴永训, Date: 2008-10-12, Rating: 3472, Black and White: 执白, Result: 胜, Opponent: 崔原踊
Player: 朴永训, Date: 2008-10-07, Rating: 3472, Black and White: 执黑, Result: 胜, Opponent: 三村智保
Player: 朴永训, Date: 2008-10-07, Rating: 3472, Black and White: 执黑, Result: 负, Opponent: 朴正祥
Player: 朴永训, Date: 2008-10-06, Rating: 3472, Black and White: 执白, Result: 胜, Opponent: 坂井秀至
Player: 朴永训, Date: 2008-09-21, Rating: 3471, Black and White: 执白, Result: 胜, Opponent: 朴正祥
Player: 朴永训, Date: 2008-09-03, Rating: 3470, Black and White: 执白, Result: 负, Opponent: 孔杰
Player: 朴永训, Date: 2008-09-01, Rating: 3470, Black and White: 执白, Result: 负, Opponent: 许映皓
Player: 朴永训, Date: 2008-08-25, Rating: 3469, Black and White: 执黑, Result: 负, Opponent: 古力
Player: 朴永训, Date: 2008-08-23, Rating: 3469, Black and White: 执白, Result: 胜, Opponent: 金秀俊
Player: 朴永训, Date: 2008-08-07, Rating: 3469, Black and White: 执黑, Result: 胜, Opponent: 崔明勋
Player: 朴永训, Date: 2008-08-06, Rating: 3469, Black and White: 执黑, Result: 负, Opponent: 朴正祥
Player: 朴永训, Date: 2008-07-24, Rating: 3469, Black and White: 执黑, Result: 负, Opponent: 洪性志
Player: 朴永训, Date: 2008-07-04, Rating: 3469, Black and White: 执白, Result: 负, Opponent: 洪旼杓
Player: 朴永训, Date: 2008-06-30, Rating: 3469, Black and White: 执白, Result: 负, Opponent: 姜东润
Player: 朴永训, Date: 2008-06-28, Rating: 3469, Black and White: 执白, Result: 胜, Opponent: 尹盛铉
Player: 朴永训, Date: 2008-06-24, Rating: 3469, Black and White: 执白, Result: 负, Opponent: 李映九
Player: 朴永训, Date: 2008-06-16, Rating: 3470, Black and White: 执白, Result: 胜, Opponent: 金秀壮
Player: 朴永训, Date: 2008-06-07, Rating: 3471, Black and White: 执黑, Result: 负, Opponent: 常昊
Player: 朴永训, Date: 2008-05-28, Rating: 3471, Black and White: 执黑, Result: 胜, Opponent: 王垚
Player: 朴永训, Date: 2008-05-26, Rating: 3472, Black and White: 执黑, Result: 胜, Opponent: 周俊勋
Player: 朴永训, Date: 2008-05-24, Rating: 3472, Black and White: 执黑, Result: 胜, Opponent: 朴正祥
Player: 朴永训, Date: 2008-05-19, Rating: 3472, Black and White: 执黑, Result: 胜, Opponent: 李载雄
Player: 朴永训, Date: 2008-05-19, Rating: 3472, Black and White: 执白, Result: 负, Opponent: 姜东润
Player: 朴永训, Date: 2008-05-07, Rating: 3473, Black and White: 执白, Result: 胜, Opponent: 白洪淅
Player: 朴永训, Date: 2008-05-04, Rating: 3473, Black and White: 执黑, Result: 负, Opponent: 刘星
Player: 朴永训, Date: 2008-05-02, Rating: 3473, Black and White: 执黑, Result: 胜, Opponent: 彭荃
Player: 朴永训, Date: 2008-04-30, Rating: 3473, Black and White: 执黑, Result: 胜, Opponent: 周俊勋
Player: 朴永训, Date: 2008-04-21, Rating: 3473, Black and White: 执黑, Result: 胜, Opponent: 金起用
Player: 朴永训, Date: 2008-04-17, Rating: 3474, Black and White: 执黑, Result: 胜, Opponent: 李映九
Player: 朴永训, Date: 2008-04-14, Rating: 3474, Black and White: 执黑, Result: 胜, Opponent: 高尾绅路
Player: 朴永训, Date: 2008-04-05, Rating: 3474, Black and White: 执白, Result: 负, Opponent: 白洪淅
Player: 朴永训, Date: 2008-03-21, Rating: 3474, Black and White: 执黑, Result: 胜, Opponent: 白洪淅
Player: 朴永训, Date: 2008-03-09, Rating: 3474, Black and White: 执白, Result: 胜, Opponent: 睦镇硕
Player: 朴永训, Date: 2008-03-08, Rating: 3474, Black and White: 执白, Result: 胜, Opponent: 睦镇硕
Player: 朴永训, Date: 2008-03-01, Rating: 3474, Black and White: 执黑, Result: 负, Opponent: 睦镇硕
Player: 朴永训, Date: 2008-02-21, Rating: 3474, Black and White: 执白, Result: 负, Opponent: 常昊
Player: 朴永训, Date: 2008-02-15, Rating: 3475, Black and White: 执黑, Result: 负, Opponent: 元晟溱
Player: 朴永训, Date: 2008-02-14, Rating: 3475, Black and White: 执黑, Result: 胜, Opponent: 姜东润
Player: 朴永训, Date: 2008-01-24, Rating: 3475, Black and White: 执白, Result: 负, Opponent: 李世石
Player: 朴永训, Date: 2008-01-23, Rating: 3475, Black and White: 执白, Result: 胜, Opponent: 李世石
Player: 朴永训, Date: 2008-01-21, Rating: 3475, Black and White: 执黑, Result: 负, Opponent: 李世石
Player: 张栩, Date: 2008-12-18, Rating: 3461, Black and White: 执白, Result: 胜, Opponent: 苏耀国
Player: 张栩, Date: 2008-12-08, Rating: 3462, Black and White: 执白, Result: 胜, Opponent: 山下敬吾
Player: 张栩, Date: 2008-12-04, Rating: 3462, Black and White: 执白, Result: 胜, Opponent: 河野临
Player: 张栩, Date: 2008-12-01, Rating: 3462, Black and White: 执黑, Result: 负, Opponent: 山下敬吾
Player: 张栩, Date: 2008-11-25, Rating: 3463, Black and White: 执白, Result: 负, Opponent: 高尾绅路
Player: 张栩, Date: 2008-11-22, Rating: 3463, Black and White: 执白, Result: 胜, Opponent: 黄翊祖
Player: 张栩, Date: 2008-11-20, Rating: 3463, Black and White: 执黑, Result: 胜, Opponent: 河野临
Player: 张栩, Date: 2008-11-15, Rating: 3464, Black and White: 执白, Result: 胜, Opponent: 高梨圣健
Player: 张栩, Date: 2008-11-13, Rating: 3464, Black and White: 执白, Result: 胜, Opponent: 山下敬吾
Player: 张栩, Date: 2008-11-10, Rating: 3464, Black and White: 执白, Result: 胜, Opponent: 河野临
Player: 张栩, Date: 2008-11-09, Rating: 3464, Black and White: 执黑, Result: 负, Opponent: 河野临
Player: 张栩, Date: 2008-11-05, Rating: 3465, Black and White: 执白, Result: 胜, Opponent: 井山裕太
Player: 张栩, Date: 2008-10-30, Rating: 3465, Black and White: 执白, Result: 负, Opponent: 井山裕太
Player: 张栩, Date: 2008-10-27, Rating: 3465, Black and White: 执黑, Result: 胜, Opponent: 山下敬吾
Player: 张栩, Date: 2008-10-23, Rating: 3466, Black and White: 执白, Result: 胜, Opponent: 赵治勋
Player: 张栩, Date: 2008-10-20, Rating: 3466, Black and White: 执白, Result: 胜, Opponent: 片冈聪
Player: 张栩, Date: 2008-10-15, Rating: 3466, Black and White: 执黑, Result: 胜, Opponent: 井山裕太
Player: 张栩, Date: 2008-10-08, Rating: 3467, Black and White: 执白, Result: 胜, Opponent: 井山裕太
Player: 张栩, Date: 2008-10-04, Rating: 3467, Black and White: 执黑, Result: 胜, Opponent: 赵治勋
Player: 张栩, Date: 2008-10-02, Rating: 3467, Black and White: 执黑, Result: 负, Opponent: 依田纪基
Player: 张栩, Date: 2008-09-29, Rating: 3467, Black and White: 执白, Result: 胜, Opponent: 结城聪
Player: 张栩, Date: 2008-09-24, Rating: 3467, Black and White: 执黑, Result: 胜, Opponent: 井山裕太
Player: 张栩, Date: 2008-09-21, Rating: 3467, Black and White: 执白, Result: 胜, Opponent: 秋山次郎
Player: 张栩, Date: 2008-09-17, Rating: 3467, Black and White: 执白, Result: 负, Opponent: 井山裕太
Player: 张栩, Date: 2008-09-11, Rating: 3468, Black and White: 执白, Result: 胜, Opponent: 黄翊祖
Player: 张栩, Date: 2008-09-08, Rating: 3468, Black and White: 执白, Result: 胜, Opponent: 井山裕太
Player: 张栩, Date: 2008-09-04, Rating: 3468, Black and White: 执黑, Result: 负, Opponent: 井山裕太
Player: 张栩, Date: 2008-09-01, Rating: 3468, Black and White: 执白, Result: 胜, Opponent: 加藤充志
Player: 张栩, Date: 2008-08-31, Rating: 3468, Black and White: 执白, Result: 胜, Opponent: 首藤瞬
Player: 张栩, Date: 2008-08-30, Rating: 3468, Black and White: 执白, Result: 胜, Opponent: 林汉杰
Player: 张栩, Date: 2008-08-29, Rating: 3468, Black and White: 执白, Result: 负, Opponent: 古力
Player: 张栩, Date: 2008-08-27, Rating: 3468, Black and White: 执黑, Result: 胜, Opponent: 刘星
Player: 张栩, Date: 2008-08-25, Rating: 3468, Black and White: 执黑, Result: 胜, Opponent: 亚历山大迪那斯塔因
Player: 张栩, Date: 2008-08-23, Rating: 3468, Black and White: 执白, Result: 胜, Opponent: 江鸣久
Player: 张栩, Date: 2008-08-18, Rating: 3468, Black and White: 执黑, Result: 负, Opponent: 河野临
Player: 张栩, Date: 2008-08-15, Rating: 3468, Black and White: 执黑, Result: 胜, Opponent: 山下敬吾
Player: 张栩, Date: 2008-08-11, Rating: 3468, Black and White: 执白, Result: 胜, Opponent: 赵治勋
Player: 张栩, Date: 2008-08-07, Rating: 3468, Black and White: 执白, Result: 负, Opponent: 羽根直树
Player: 张栩, Date: 2008-08-04, Rating: 3468, Black and White: 执白, Result: 胜, Opponent: 羽根直树
Player: 张栩, Date: 2008-07-31, Rating: 3469, Black and White: 执白, Result: 胜, Opponent: 山下敬吾
Player: 张栩, Date: 2008-07-27, Rating: 3469, Black and White: 执黑, Result: 胜, Opponent: 山下敬吾
Player: 张栩, Date: 2008-07-24, Rating: 3469, Black and White: 执黑, Result: 胜, Opponent: 赵治勋
Player: 张栩, Date: 2008-07-21, Rating: 3469, Black and White: 执黑, Result: 胜, Opponent: 河野临
Player: 张栩, Date: 2008-07-17, Rating: 3469, Black and White: 执白, Result: 胜, Opponent: 本田邦久
Player: 张栩, Date: 2008-07-11, Rating: 3468, Black and White: 执白, Result: 负, Opponent: 山下敬吾
Player: 张栩, Date: 2008-07-07, Rating: 3468, Black and White: 执黑, Result: 胜, Opponent: 结城聪
Player: 张栩, Date: 2008-07-05, Rating: 3468, Black and White: 执白, Result: 胜, Opponent: 小林觉
Player: 张栩, Date: 2008-07-03, Rating: 3468, Black and White: 执白, Result: 胜, Opponent: 仲邑信也
Player: 张栩, Date: 2008-06-28, Rating: 3468, Black and White: 执黑, Result: 胜, Opponent: 依田纪基
Player: 张栩, Date: 2008-06-26, Rating: 3468, Black and White: 执黑, Result: 胜, Opponent: 井山裕太
Player: 张栩, Date: 2008-06-23, Rating: 3468, Black and White: 执白, Result: 胜, Opponent: 赵治勋
Player: 张栩, Date: 2008-06-19, Rating: 3468, Black and White: 执黑, Result: 胜, Opponent: 河野临
Player: 张栩, Date: 2008-06-12, Rating: 3467, Black and White: 执黑, Result: 胜, Opponent: 依田纪基
Player: 张栩, Date: 2008-06-09, Rating: 3467, Black and White: 执白, Result: 胜, Opponent: 井山裕太
Player: 张栩, Date: 2008-06-01, Rating: 3466, Black and White: 执白, Result: 负, Opponent: 谢赫
Player: 张栩, Date: 2008-05-26, Rating: 3466, Black and White: 执黑, Result: 负, Opponent: 李世石
Player: 张栩, Date: 2008-05-22, Rating: 3466, Black and White: 执黑, Result: 胜, Opponent: 黄翊祖
Player: 张栩, Date: 2008-05-19, Rating: 3466, Black and White: 执黑, Result: 胜, Opponent: 后藤俊午
Player: 张栩, Date: 2008-05-15, Rating: 3465, Black and White: 执黑, Result: 胜, Opponent: 柳时熏
Player: 张栩, Date: 2008-05-08, Rating: 3465, Black and White: 执白, Result: 胜, Opponent: 神田英
Player: 张栩, Date: 2008-04-30, Rating: 3464, Black and White: 执黑, Result: 负, Opponent: 赵治勋
Player: 张栩, Date: 2008-04-24, Rating: 3464, Black and White: 执白, Result: 胜, Opponent: 高尾绅路
Player: 张栩, Date: 2008-04-10, Rating: 3463, Black and White: 执白, Result: 胜, Opponent: 清成哲也
Player: 张栩, Date: 2008-04-03, Rating: 3462, Black and White: 执白, Result: 负, Opponent: 沟上知亲
Player: 张栩, Date: 2008-03-23, Rating: 3462, Black and White: 执黑, Result: 胜, Opponent: 赵治勋
Player: 张栩, Date: 2008-03-06, Rating: 3461, Black and White: 执白, Result: 负, Opponent: 羽根直树
Player: 张栩, Date: 2008-03-03, Rating: 3461, Black and White: 执黑, Result: 胜, Opponent: 山下敬吾
Player: 张栩, Date: 2008-03-02, Rating: 3461, Black and White: 执白, Result: 胜, Opponent: 坂井秀至
Player: 张栩, Date: 2008-02-21, Rating: 3460, Black and White: 执黑, Result: 胜, Opponent: 苏耀国
Player: 张栩, Date: 2008-02-07, Rating: 3459, Black and White: 执黑, Result: 负, Opponent: 高尾绅路
Player: 张栩, Date: 2008-02-03, Rating: 3459, Black and White: 执黑, Result: 胜, Opponent: 井山裕太
Player: 张栩, Date: 2008-01-31, Rating: 3459, Black and White: 执黑, Result: 胜, Opponent: 金秀俊
Player: 张栩, Date: 2008-01-20, Rating: 3458, Black and White: 执黑, Result: 胜, Opponent: 小林觉
Player: 张栩, Date: 2008-01-10, Rating: 3458, Black and White: 执黑, Result: 胜, Opponent: 王铭琬
Player: 元晟溱, Date: 2008-12-09, Rating: 3450, Black and White: 执黑, Result: 负, Opponent: 朴永训
Player: 元晟溱, Date: 2008-11-28, Rating: 3451, Black and White: 执白, Result: 负, Opponent: 朴永训
Player: 元晟溱, Date: 2008-11-26, Rating: 3451, Black and White: 执黑, Result: 负, Opponent: 朴永训
Player: 元晟溱, Date: 2008-11-24, Rating: 3451, Black and White: 执白, Result: 胜, Opponent: 赵大贤
Player: 元晟溱, Date: 2008-11-20, Rating: 3451, Black and White: 执黑, Result: 胜, Opponent: 崔哲瀚
Player: 元晟溱, Date: 2008-11-17, Rating: 3452, Black and White: 执黑, Result: 负, Opponent: 姜东润
Player: 元晟溱, Date: 2008-11-15, Rating: 3452, Black and White: 执白, Result: 胜, Opponent: 洪旼杓
Player: 元晟溱, Date: 2008-11-14, Rating: 3452, Black and White: 执白, Result: 胜, Opponent: 李昌镐
Player: 元晟溱, Date: 2008-11-07, Rating: 3453, Black and White: 执白, Result: 胜, Opponent: 姜东润
Player: 元晟溱, Date: 2008-11-04, Rating: 3453, Black and White: 执白, Result: 胜, Opponent: 赵汉乘
Player: 元晟溱, Date: 2008-10-31, Rating: 3453, Black and White: 执黑, Result: 负, Opponent: 李昌镐
Player: 元晟溱, Date: 2008-10-24, Rating: 3453, Black and White: 执白, Result: 胜, Opponent: 高根台
Player: 元晟溱, Date: 2008-10-17, Rating: 3453, Black and White: 执白, Result: 胜, Opponent: 依田纪基
Player: 元晟溱, Date: 2008-10-17, Rating: 3453, Black and White: 执黑, Result: 胜, Opponent: 常昊
Player: 元晟溱, Date: 2008-10-10, Rating: 3454, Black and White: 执黑, Result: 胜, Opponent: 李昌镐
Player: 元晟溱, Date: 2008-10-08, Rating: 3454, Black and White: 执黑, Result: 胜, Opponent: 金成宰
Player: 元晟溱, Date: 2008-10-06, Rating: 3454, Black and White: 执黑, Result: 负, Opponent: 姜儒泽
Player: 元晟溱, Date: 2008-09-26, Rating: 3454, Black and White: 执白, Result: 胜, Opponent: 李贤虎
Player: 元晟溱, Date: 2008-09-16, Rating: 3454, Black and White: 执黑, Result: 胜, Opponent: 朴正祥
Player: 元晟溱, Date: 2008-09-11, Rating: 3454, Black and White: 执黑, Result: 负, Opponent: 赵汉乘
Player: 元晟溱, Date: 2008-09-08, Rating: 3454, Black and White: 执黑, Result: 胜, Opponent: 李世石
Player: 元晟溱, Date: 2008-08-26, Rating: 3453, Black and White: 执黑, Result: 胜, Opponent: 崔明勋
Player: 元晟溱, Date: 2008-08-16, Rating: 3453, Black and White: 执白, Result: 胜, Opponent: 金炯佑
Player: 元晟溱, Date: 2008-08-14, Rating: 3453, Black and White: 执黑, Result: 胜, Opponent: 金原
Player: 元晟溱, Date: 2008-08-08, Rating: 3453, Black and White: 执白, Result: 胜, Opponent: 朴正祥
Player: 元晟溱, Date: 2008-08-05, Rating: 3453, Black and White: 执黑, Result: 胜, Opponent: 赵汉乘
Player: 元晟溱, Date: 2008-08-03, Rating: 3453, Black and White: 执白, Result: 负, Opponent: 洪旼杓
Player: 元晟溱, Date: 2008-08-01, Rating: 3453, Black and White: 执黑, Result: 负, Opponent: 孔杰
Player: 元晟溱, Date: 2008-07-21, Rating: 3452, Black and White: 执黑, Result: 负, Opponent: 洪性志
Player: 元晟溱, Date: 2008-07-10, Rating: 3452, Black and White: 执白, Result: 负, Opponent: 白洪淅
Player: 元晟溱, Date: 2008-07-08, Rating: 3452, Black and White: 执白, Result: 胜, Opponent: 睦镇硕
Player: 元晟溱, Date: 2008-06-26, Rating: 3452, Black and White: 执白, Result: 胜, Opponent: 古力
Player: 元晟溱, Date: 2008-06-24, Rating: 3452, Black and White: 执黑, Result: 胜, Opponent: 古力
