Player: 加藤正夫, Date: 1980-12-18, Rating: 3335, Black and White: 执白, Result: 胜, Opponent: 白石裕
Player: 坂田荣男, Date: 1980-09-25, Rating: 3262, Black and White: 执白, Result: 胜, Opponent: 伊藤诚
Player: 坂田荣男, Date: 1980-09-17, Rating: 3262, Black and White: 执黑, Result: 胜, Opponent: 加藤正夫
Player: 坂田荣男, Date: 1980-09-03, Rating: 3262, Black and White: 执白, Result: 负, Opponent: 赵治勋
Player: 坂田荣男, Date: 1980-08-21, Rating: 3263, Black and White: 执白, Result: 胜, Opponent: 石田芳夫
Player: 坂田荣男, Date: 1980-08-14, Rating: 3263, Black and White: 执白, Result: 胜, Opponent: 桥本宇太郎
Player: 坂田荣男, Date: 1980-08-07, Rating: 3262, Black and White: 执黑, Result: 胜, Opponent: 关山利夫
Player: 坂田荣男, Date: 1980-07-31, Rating: 3262, Black and White: 执黑, Result: 胜, Opponent: 山城宏
Player: 坂田荣男, Date: 1980-07-24, Rating: 3262, Black and White: 执白, Result: 胜, Opponent: 茅野直彦
Player: 坂田荣男, Date: 1980-07-17, Rating: 3262, Black and White: 执白, Result: 负, Opponent: 高木祥一
Player: 坂田荣男, Date: 1980-07-10, Rating: 3262, Black and White: 执黑, Result: 胜, Opponent: 桥本昌二
Player: 坂田荣男, Date: 1980-06-26, Rating: 3261, Black and White: 执白, Result: 负, Opponent: 加藤正夫
Player: 坂田荣男, Date: 1980-06-05, Rating: 3261, Black and White: 执黑, Result: 负, Opponent: 本田邦久
Player: 坂田荣男, Date: 1980-05-22, Rating: 3261, Black and White: 执黑, Result: 负, Opponent: 小林光一
Player: 坂田荣男, Date: 1980-05-15, Rating: 3261, Black and White: 执黑, Result: 胜, Opponent: 羽根泰正
Player: 坂田荣男, Date: 1980-05-01, Rating: 3261, Black and White: 执黑, Result: 胜, Opponent: 石田芳夫
Player: 坂田荣男, Date: 1980-04-24, Rating: 3261, Black and White: 执黑, Result: 胜, Opponent: 武宫正树
Player: 坂田荣男, Date: 1980-04-17, Rating: 3261, Black and White: 执白, Result: 负, Opponent: 林海峰
Player: 坂田荣男, Date: 1980-04-10, Rating: 3261, Black and White: 执白, Result: 胜, Opponent: 武宫正树
Player: 坂田荣男, Date: 1980-04-02, Rating: 3261, Black and White: 执白, Result: 负, Opponent: 小林光一
Player: 坂田荣男, Date: 1980-03-27, Rating: 3260, Black and White: 执白, Result: 负, Opponent: 林海峰
Player: 坂田荣男, Date: 1980-03-20, Rating: 3260, Black and White: 执黑, Result: 胜, Opponent: 佐藤昌晴
Player: 坂田荣男, Date: 1980-03-08, Rating: 3260, Black and White: 执白, Result: 胜, Opponent: 石田芳夫
Player: 坂田荣男, Date: 1980-02-28, Rating: 3260, Black and White: 执白, Result: 负, Opponent: 白石裕
Player: 坂田荣男, Date: 1980-02-13, Rating: 3260, Black and White: 执黑, Result: 负, Opponent: 王立诚
Player: 坂田荣男, Date: 1980-02-07, Rating: 3260, Black and White: 执黑, Result: 负, Opponent: 赵治勋
Player: 坂田荣男, Date: 1980-01-31, Rating: 3260, Black and White: 执黑, Result: 胜, Opponent: 小林光一
Player: 淡路修三, Date: 1980-11-27, Rating: 3270, Black and White: 执白, Result: 胜, Opponent: 浅野英昭
Player: 淡路修三, Date: 1980-07-08, Rating: 3262, Black and White: 执白, Result: 胜, Opponent: 郡寿男
Player: 淡路修三, Date: 1980-06-22, Rating: 3261, Black and White: 执黑, Result: 胜, Opponent: 新垣武
Player: 淡路修三, Date: 1980-03-06, Rating: 3254, Black and White: 执白, Result: 负, Opponent: 山部俊郎
Player: 淡路修三, Date: 1980-02-28, Rating: 3254, Black and White: 执黑, Result: 负, Opponent: 大竹英雄
Player: 淡路修三, Date: 1980-01-10, Rating: 3252, Black and White: 执黑, Result: 胜, Opponent: 加藤正夫
Player: 本田邦久, Date: 1980-12-18, Rating: 3239, Black and White: 执黑, Result: 胜, Opponent: 林海峰
Player: 本田邦久, Date: 1980-12-04, Rating: 3239, Black and White: 执黑, Result: 负, Opponent: 赵治勋
Player: 本田邦久, Date: 1980-11-27, Rating: 3239, Black and White: 执黑, Result: 负, Opponent: 林海峰
Player: 本田邦久, Date: 1980-11-20, Rating: 3239, Black and White: 执黑, Result: 胜, Opponent: 赵治勋
Player: 本田邦久, Date: 1980-10-23, Rating: 3239, Black and White: 执白, Result: 负, Opponent: 桥本昌二
Player: 本田邦久, Date: 1980-10-09, Rating: 3240, Black and White: 执白, Result: 负, Opponent: 山部俊郎
Player: 本田邦久, Date: 1980-09-25, Rating: 3240, Black and White: 执黑, Result: 胜, Opponent: 石田芳夫
Player: 本田邦久, Date: 1980-09-18, Rating: 3240, Black and White: 执黑, Result: 胜, Opponent: 窪内秀知
Player: 本田邦久, Date: 1980-08-07, Rating: 3241, Black and White: 执黑, Result: 胜, Opponent: 高木祥一
Player: 本田邦久, Date: 1980-07-17, Rating: 3241, Black and White: 执黑, Result: 胜, Opponent: 大竹英雄
Player: 本田邦久, Date: 1980-07-03, Rating: 3241, Black and White: 执黑, Result: 负, Opponent: 大竹英雄
Player: 本田邦久, Date: 1980-06-26, Rating: 3241, Black and White: 执黑, Result: 胜, Opponent: 石田芳夫
Player: 本田邦久, Date: 1980-06-19, Rating: 3241, Black and White: 执白, Result: 负, Opponent: 大竹英雄
Player: 本田邦久, Date: 1980-06-05, Rating: 3240, Black and White: 执白, Result: 胜, Opponent: 坂田荣男
Player: 本田邦久, Date: 1980-04-10, Rating: 3239, Black and White: 执黑, Result: 胜, Opponent: 杉内雅男
Player: 本田邦久, Date: 1980-03-06, Rating: 3237, Black and White: 执白, Result: 胜, Opponent: 川本升
Player: 东野弘昭, Date: 1980-10-09, Rating: 3223, Black and White: 执黑, Result: 负, Opponent: 林海峰
Player: 东野弘昭, Date: 1980-08-28, Rating: 3224, Black and White: 执黑, Result: 胜, Opponent: 中村秀仁
Player: 东野弘昭, Date: 1980-07-10, Rating: 3224, Black and White: 执黑, Result: 负, Opponent: 赵治勋
Player: 石田芳夫, Date: 1980-12-21, Rating: 3213, Black and White: 执黑, Result: 胜, Opponent: 赵治勋
Player: 石田芳夫, Date: 1980-12-18, Rating: 3213, Black and White: 执黑, Result: 胜, Opponent: 藤泽秀行
Player: 石田芳夫, Date: 1980-11-19, Rating: 3213, Black and White: 执白, Result: 负, Opponent: 加藤正夫
Player: 石田芳夫, Date: 1980-11-05, Rating: 3212, Black and White: 执黑, Result: 负, Opponent: 加藤正夫
Player: 石田芳夫, Date: 1980-10-23, Rating: 3212, Black and White: 执黑, Result: 胜, Opponent: 石博郁郎
Player: 石田芳夫, Date: 1980-10-02, Rating: 3212, Black and White: 执黑, Result: 胜, Opponent: 石井邦生
Player: 石田芳夫, Date: 1980-09-25, Rating: 3212, Black and White: 执白, Result: 负, Opponent: 本田邦久
Player: 石田芳夫, Date: 1980-08-28, Rating: 3212, Black and White: 执黑, Result: 胜, Opponent: 小林光一
Player: 石田芳夫, Date: 1980-08-21, Rating: 3212, Black and White: 执黑, Result: 负, Opponent: 坂田荣男
Player: 石田芳夫, Date: 1980-07-24, Rating: 3211, Black and White: 执白, Result: 胜, Opponent: 菅野清规
Player: 石田芳夫, Date: 1980-07-12, Rating: 3211, Black and White: 执黑, Result: 负, Opponent: 石井邦生
Player: 石田芳夫, Date: 1980-06-26, Rating: 3211, Black and White: 执白, Result: 负, Opponent: 本田邦久
Player: 石田芳夫, Date: 1980-06-09, Rating: 3211, Black and White: 执白, Result: 胜, Opponent: 武宫正树
Player: 石田芳夫, Date: 1980-06-05, Rating: 3211, Black and White: 执黑, Result: 胜, Opponent: 羽根泰正
Player: 石田芳夫, Date: 1980-05-01, Rating: 3210, Black and White: 执白, Result: 负, Opponent: 坂田荣男
Player: 石田芳夫, Date: 1980-04-10, Rating: 3210, Black and White: 执白, Result: 负, Opponent: 林海峰
Player: 石田芳夫, Date: 1980-03-27, Rating: 3210, Black and White: 执黑, Result: 负, Opponent: 武宫正树
Player: 石田芳夫, Date: 1980-03-08, Rating: 3211, Black and White: 执黑, Result: 负, Opponent: 坂田荣男
Player: 石田芳夫, Date: 1980-03-02, Rating: 3211, Black and White: 执黑, Result: 胜, Opponent: 大竹英雄
Player: 石田芳夫, Date: 1980-02-21, Rating: 3211, Black and White: 执黑, Result: 负, Opponent: 小林光一
Player: 石田芳夫, Date: 1980-02-17, Rating: 3211, Black and White: 执黑, Result: 负, Opponent: 大竹英雄
Player: 石田芳夫, Date: 1980-02-03, Rating: 3211, Black and White: 执白, Result: 胜, Opponent: 大竹英雄
Player: 石田芳夫, Date: 1980-01-24, Rating: 3212, Black and White: 执白, Result: 负, Opponent: 白石裕
Player: 石田芳夫, Date: 1980-01-10, Rating: 3212, Black and White: 执黑, Result: 负, Opponent: 桥本昌二
Player: 片冈聪, Date: 1980-12-10, Rating: 3225, Black and White: 执白, Result: 胜, Opponent: 王立诚
Player: 片冈聪, Date: 1980-10-09, Rating: 3221, Black and White: 执黑, Result: 负, Opponent: 武宫正树
Player: 片冈聪, Date: 1980-07-16, Rating: 3216, Black and White: 执白, Result: 负, Opponent: 王立诚
Player: 片冈聪, Date: 1980-05-29, Rating: 3215, Black and White: 执白, Result: 胜, Opponent: 川本升
Player: 片冈聪, Date: 1980-05-22, Rating: 3215, Black and White: 执白, Result: 负, Opponent: 大竹英雄
Player: 片冈聪, Date: 1980-05-08, Rating: 3214, Black and White: 执白, Result: 负, Opponent: 大竹英雄
Player: 片冈聪, Date: 1980-05-01, Rating: 3214, Black and White: 执黑, Result: 胜, Opponent: 谷宫悌二
Player: 片冈聪, Date: 1980-04-24, Rating: 3214, Black and White: 执白, Result: 负, Opponent: 桥本宇太郎
Player: 片冈聪, Date: 1980-04-03, Rating: 3214, Black and White: 执白, Result: 胜, Opponent: 石田章
Player: 片冈聪, Date: 1980-03-06, Rating: 3213, Black and White: 执白, Result: 胜, Opponent: 关山利夫
Player: 片冈聪, Date: 1980-02-13, Rating: 3212, Black and White: 执白, Result: 负, Opponent: 新垣武
Player: 工藤纪夫, Date: 1980-12-13, Rating: 3162, Black and White: 执黑, Result: 负, Opponent: 大竹英雄
Player: 工藤纪夫, Date: 1980-10-23, Rating: 3165, Black and White: 执黑, Result: 胜, Opponent: 关山利夫
Player: 工藤纪夫, Date: 1980-09-04, Rating: 3168, Black and White: 执黑, Result: 负, Opponent: 杉内雅男
Player: 工藤纪夫, Date: 1980-06-26, Rating: 3173, Black and White: 执黑, Result: 胜, Opponent: 大平修三
Player: 工藤纪夫, Date: 1980-06-12, Rating: 3174, Black and White: 执黑, Result: 负, Opponent: 石博郁郎
Player: 工藤纪夫, Date: 1980-05-29, Rating: 3176, Black and White: 执白, Result: 负, Opponent: 大竹英雄
Player: 工藤纪夫, Date: 1980-05-17, Rating: 3177, Black and White: 执黑, Result: 胜, Opponent: 小林光一
Player: 工藤纪夫, Date: 1980-05-14, Rating: 3177, Black and White: 执白, Result: 负, Opponent: 中村秀仁
Player: 工藤纪夫, Date: 1980-02-13, Rating: 3186, Black and White: 执白, Result: 负, Opponent: 大竹英雄
Player: 工藤纪夫, Date: 1980-02-07, Rating: 3186, Black and White: 执白, Result: 胜, Opponent: 桥本昌二
Player: 工藤纪夫, Date: 1980-01-24, Rating: 3187, Black and White: 执黑, Result: 胜, Opponent: 林海峰
Player: 羽根泰正, Date: 1980-11-20, Rating: 3183, Black and White: 执黑, Result: 负, Opponent: 岛村俊广
Player: 羽根泰正, Date: 1980-08-28, Rating: 3180, Black and White: 执白, Result: 负, Opponent: 马场滋
Player: 羽根泰正, Date: 1980-08-14, Rating: 3180, Black and White: 执黑, Result: 负, Opponent: 小林光一
Player: 羽根泰正, Date: 1980-07-03, Rating: 3180, Black and White: 执黑, Result: 负, Opponent: 赵治勋
Player: 羽根泰正, Date: 1980-06-26, Rating: 3180, Black and White: 执白, Result: 负, Opponent: 桥本宇太郎
Player: 羽根泰正, Date: 1980-06-05, Rating: 3181, Black and White: 执白, Result: 负, Opponent: 石田芳夫
Player: 羽根泰正, Date: 1980-05-22, Rating: 3182, Black and White: 执黑, Result: 胜, Opponent: 森岛薰
Player: 羽根泰正, Date: 1980-05-15, Rating: 3182, Black and White: 执白, Result: 负, Opponent: 坂田荣男
Player: 羽根泰正, Date: 1980-05-11, Rating: 3182, Black and White: 执黑, Result: 胜, Opponent: 林海峰
Player: 羽根泰正, Date: 1980-05-08, Rating: 3182, Black and White: 执白, Result: 负, Opponent: 高川格
Player: 羽根泰正, Date: 1980-05-01, Rating: 3183, Black and White: 执白, Result: 负, Opponent: 加藤正夫
Player: 羽根泰正, Date: 1980-04-17, Rating: 3184, Black and White: 执黑, Result: 胜, Opponent: 桑田泰明
Player: 羽根泰正, Date: 1980-04-10, Rating: 3184, Black and White: 执白, Result: 胜, Opponent: 山城宏
Player: 羽根泰正, Date: 1980-04-03, Rating: 3184, Black and White: 执白, Result: 负, Opponent: 山城宏
Player: 羽根泰正, Date: 1980-02-21, Rating: 3187, Black and White: 执黑, Result: 负, Opponent: 武宫正树
Player: 羽根泰正, Date: 1980-02-14, Rating: 3187, Black and White: 执白, Result: 胜, Opponent: 林海峰
Player: 羽根泰正, Date: 1980-01-31, Rating: 3188, Black and White: 执黑, Result: 胜, Opponent: 武宫正树
Player: 高木祥一, Date: 1980-11-20, Rating: 3199, Black and White: 执白, Result: 负, Opponent: 佐藤昌晴
Player: 高木祥一, Date: 1980-09-17, Rating: 3196, Black and White: 执白, Result: 负, Opponent: 林海峰
Player: 高木祥一, Date: 1980-08-07, Rating: 3195, Black and White: 执白, Result: 负, Opponent: 本田邦久
Player: 高木祥一, Date: 1980-07-17, Rating: 3195, Black and White: 执黑, Result: 胜, Opponent: 坂田荣男
Player: 高木祥一, Date: 1980-04-13, Rating: 3192, Black and White: 执白, Result: 胜, Opponent: 小林光一
Player: 高木祥一, Date: 1980-03-20, Rating: 3190, Black and White: 执白, Result: 负, Opponent: 大平修三
Player: 石田章, Date: 1980-07-31, Rating: 3185, Black and White: 执白, Result: 负, Opponent: 加藤正夫
Player: 石田章, Date: 1980-05-22, Rating: 3182, Black and White: 执黑, Result: 负, Opponent: 桥本昌二
Player: 石田章, Date: 1980-05-18, Rating: 3182, Black and White: 执黑, Result: 负, Opponent: 神田英
Player: 石田章, Date: 1980-04-03, Rating: 3181, Black and White: 执黑, Result: 负, Opponent: 片冈聪
Player: 石田章, Date: 1980-01-24, Rating: 3182, Black and White: 执白, Result: 负, Opponent: 桥本昌二
Player: 王立诚, Date: 1980-12-10, Rating: 3196, Black and White: 执黑, Result: 负, Opponent: 片冈聪
Player: 王立诚, Date: 1980-11-26, Rating: 3196, Black and White: 执白, Result: 胜, Opponent: 小山镇男
Player: 王立诚, Date: 1980-10-08, Rating: 3194, Black and White: 执黑, Result: 负, Opponent: 福井正明
Player: 王立诚, Date: 1980-09-24, Rating: 3193, Black and White: 执白, Result: 负, Opponent: 福井正明
Player: 王立诚, Date: 1980-09-17, Rating: 3194, Black and White: 执黑, Result: 胜, Opponent: 福井正明
Player: 王立诚, Date: 1980-07-16, Rating: 3193, Black and White: 执黑, Result: 胜, Opponent: 片冈聪
Player: 王立诚, Date: 1980-06-04, Rating: 3192, Black and White: 执黑, Result: 胜, Opponent: 泉谷政宪
Player: 王立诚, Date: 1980-03-26, Rating: 3190, Black and White: 执白, Result: 胜, Opponent: 高见泽忠夫
Player: 王立诚, Date: 1980-03-06, Rating: 3190, Black and White: 执白, Result: 负, Opponent: 牛之浜撮雄
Player: 王立诚, Date: 1980-02-13, Rating: 3189, Black and White: 执白, Result: 胜, Opponent: 坂田荣男
Player: 杉内雅男, Date: 1980-10-09, Rating: 3186, Black and White: 执黑, Result: 负, Opponent: 坂田荣男
Player: 杉内雅男, Date: 1980-09-04, Rating: 3185, Black and White: 执白, Result: 胜, Opponent: 工藤纪夫
Player: 杉内雅男, Date: 1980-05-22, Rating: 3180, Black and White: 执白, Result: 负, Opponent: 赵治勋
Player: 杉内雅男, Date: 1980-04-10, Rating: 3178, Black and White: 执白, Result: 负, Opponent: 本田邦久
Player: 杉内雅男, Date: 1980-01-10, Rating: 3175, Black and White: 执白, Result: 胜, Opponent: 长谷川直
Player: 王铭琬, Date: 1980-05-14, Rating: 3171, Black and White: 执白, Result: 负, Opponent: 池崎世典
Player: 王铭琬, Date: 1980-01-23, Rating: 3171, Black and White: 执黑, Result: 胜, Opponent: 畠秀史
Player: 山城宏, Date: 1980-12-11, Rating: 3186, Black and White: 执黑, Result: 胜, Opponent: 土田正光
Player: 山城宏, Date: 1980-11-20, Rating: 3184, Black and White: 执白, Result: 胜, Opponent: 奥村登
Player: 山城宏, Date: 1980-09-11, Rating: 3177, Black and White: 执白, Result: 负, Opponent: 山部俊郎
Player: 山城宏, Date: 1980-08-14, Rating: 3175, Black and White: 执白, Result: 负, Opponent: 武宫正树
Player: 山城宏, Date: 1980-07-31, Rating: 3174, Black and White: 执白, Result: 负, Opponent: 坂田荣男
Player: 山城宏, Date: 1980-06-14, Rating: 3171, Black and White: 执黑, Result: 负, Opponent: 林海峰
Player: 山城宏, Date: 1980-06-05, Rating: 3171, Black and White: 执白, Result: 负, Opponent: 赵治勋
Player: 山城宏, Date: 1980-04-10, Rating: 3168, Black and White: 执黑, Result: 负, Opponent: 羽根泰正
Player: 山城宏, Date: 1980-04-03, Rating: 3168, Black and White: 执黑, Result: 胜, Opponent: 羽根泰正
Player: 山城宏, Date: 1980-03-20, Rating: 3168, Black and White: 执黑, Result: 负, Opponent: 加藤正夫
Player: 山城宏, Date: 1980-03-13, Rating: 3167, Black and White: 执黑, Result: 负, Opponent: 林海峰
Player: 山城宏, Date: 1980-01-17, Rating: 3166, Black and White: 执白, Result: 负, Opponent: 小林光一
Player: 山城宏, Date: 1980-01-10, Rating: 3166, Black and White: 执白, Result: 胜, Opponent: 佐藤直男
Player: 大平修三, Date: 1980-09-14, Rating: 3133, Black and White: 执白, Result: 负, Opponent: 久岛国夫
Player: 大平修三, Date: 1980-06-26, Rating: 3138, Black and White: 执白, Result: 负, Opponent: 工藤纪夫
Player: 大平修三, Date: 1980-05-29, Rating: 3140, Black and White: 执白, Result: 负, Opponent: 小林光一
Player: 大平修三, Date: 1980-05-08, Rating: 3142, Black and White: 执黑, Result: 负, Opponent: 窪内秀知
Player: 大平修三, Date: 1980-03-20, Rating: 3147, Black and White: 执黑, Result: 胜, Opponent: 高木祥一
Player: 牛之浜撮雄, Date: 1980-12-04, Rating: 3150, Black and White: 执黑, Result: 负, Opponent: 藤泽秀行
Player: 牛之浜撮雄, Date: 1980-10-23, Rating: 3151, Black and White: 执白, Result: 负, Opponent: 山部俊郎
Player: 牛之浜撮雄, Date: 1980-09-25, Rating: 3152, Black and White: 执白, Result: 胜, Opponent: 林海峰
Player: 牛之浜撮雄, Date: 1980-08-21, Rating: 3153, Black and White: 执黑, Result: 胜, Opponent: 石井邦生
Player: 牛之浜撮雄, Date: 1980-07-24, Rating: 3154, Black and White: 执黑, Result: 胜, Opponent: 武宫正树
Player: 牛之浜撮雄, Date: 1980-03-06, Rating: 3152, Black and White: 执黑, Result: 胜, Opponent: 王立诚
Player: 岩田达明, Date: 1980-10-23, Rating: 3158, Black and White: 执黑, Result: 胜, Opponent: 马场滋
Player: 桥本宇太郎, Date: 1980-11-19, Rating: 3143, Black and White: 执白, Result: 胜, Opponent: 石井新藏
Player: 桥本宇太郎, Date: 1980-11-05, Rating: 3143, Black and White: 执黑, Result: 胜, Opponent: 石井新藏
Player: 桥本宇太郎, Date: 1980-10-15, Rating: 3143, Black and White: 执白, Result: 负, Opponent: 石井新藏
Player: 桥本宇太郎, Date: 1980-10-09, Rating: 3143, Black and White: 执白, Result: 负, Opponent: 石博郁郎
Player: 桥本宇太郎, Date: 1980-09-25, Rating: 3143, Black and White: 执白, Result: 胜, Opponent: 大竹英雄
Player: 桥本宇太郎, Date: 1980-08-14, Rating: 3143, Black and White: 执黑, Result: 负, Opponent: 坂田荣男
Player: 桥本宇太郎, Date: 1980-07-24, Rating: 3143, Black and White: 执黑, Result: 负, Opponent: 石井邦生
Player: 桥本宇太郎, Date: 1980-07-17, Rating: 3143, Black and White: 执白, Result: 负, Opponent: 加藤正夫
Player: 桥本宇太郎, Date: 1980-07-10, Rating: 3144, Black and White: 执黑, Result: 胜, Opponent: 岛村俊广
Player: 桥本宇太郎, Date: 1980-06-26, Rating: 3144, Black and White: 执黑, Result: 胜, Opponent: 羽根泰正
Player: 桥本宇太郎, Date: 1980-05-22, Rating: 3144, Black and White: 执白, Result: 负, Opponent: 林海峰
Player: 桥本宇太郎, Date: 1980-04-24, Rating: 3145, Black and White: 执黑, Result: 胜, Opponent: 片冈聪
Player: 桥本宇太郎, Date: 1980-04-10, Rating: 3145, Black and White: 执白, Result: 胜, Opponent: 小林光一
Player: 桥本宇太郎, Date: 1980-03-06, Rating: 3144, Black and White: 执黑, Result: 负, Opponent: 武宫正树
Player: 桥本宇太郎, Date: 1980-01-24, Rating: 3143, Black and White: 执黑, Result: 负, Opponent: 赵治勋
Player: 春山勇, Date: 1980-06-19, Rating: 3121, Black and White: 执白, Result: 负, Opponent: 佐藤昌晴
Player: 春山勇, Date: 1980-05-07, Rating: 3124, Black and White: 执黑, Result: 负, Opponent: 佐藤直男
Player: 春山勇, Date: 1980-04-10, Rating: 3126, Black and White: 执黑, Result: 负, Opponent: 藤泽秀行
Player: 春山勇, Date: 1980-02-28, Rating: 3130, Black and White: 执白, Result: 胜, Opponent: 小杉清
Player: 春山勇, Date: 1980-02-21, Rating: 3131, Black and White: 执白, Result: 胜, Opponent: 久井敬史
Player: 小林觉, Date: 1980-09-06, Rating: 3163, Black and White: 执黑, Result: 胜, Opponent: 新垣武
Player: 山部俊郎, Date: 1980-12-18, Rating: 3131, Black and White: 执白, Result: 负, Opponent: 武宫正树
Player: 山部俊郎, Date: 1980-12-08, Rating: 3132, Black and White: 执白, Result: 负, Opponent: 加藤正夫
Player: 山部俊郎, Date: 1980-11-26, Rating: 3133, Black and White: 执黑, Result: 负, Opponent: 加藤正夫
Player: 山部俊郎, Date: 1980-11-20, Rating: 3133, Black and White: 执黑, Result: 胜, Opponent: 浅野英昭
Player: 山部俊郎, Date: 1980-11-12, Rating: 3134, Black and White: 执白, Result: 负, Opponent: 加藤正夫
Player: 山部俊郎, Date: 1980-10-23, Rating: 3135, Black and White: 执黑, Result: 胜, Opponent: 牛之浜撮雄
Player: 山部俊郎, Date: 1980-10-09, Rating: 3136, Black and White: 执黑, Result: 胜, Opponent: 本田邦久
Player: 山部俊郎, Date: 1980-09-18, Rating: 3137, Black and White: 执黑, Result: 胜, Opponent: 郡寿男
Player: 山部俊郎, Date: 1980-09-11, Rating: 3137, Black and White: 执黑, Result: 胜, Opponent: 山城宏
Player: 山部俊郎, Date: 1980-07-31, Rating: 3138, Black and White: 执白, Result: 胜, Opponent: 佐藤直男
Player: 山部俊郎, Date: 1980-07-17, Rating: 3138, Black and White: 执白, Result: 负, Opponent: 小林光一
Player: 山部俊郎, Date: 1980-05-22, Rating: 3138, Black and White: 执黑, Result: 胜, Opponent: 桥本谊
Player: 山部俊郎, Date: 1980-03-06, Rating: 3139, Black and White: 执黑, Result: 胜, Opponent: 淡路修三
Player: 苑田勇一, Date: 1980-12-07, Rating: 3163, Black and White: 执白, Result: 胜, Opponent: 大竹英雄
Player: 苑田勇一, Date: 1980-03-27, Rating: 3142, Black and White: 执白, Result: 负, Opponent: 藤泽秀行
Player: 上村阳生, Date: 1980-11-26, Rating: 3110, Black and White: 执白, Result: 负, Opponent: 小杉清
Player: 上村阳生, Date: 1980-04-03, Rating: 3118, Black and White: 执黑, Result: 负, Opponent: 川本升
Player: 上村阳生, Date: 1980-01-13, Rating: 3122, Black and White: 执白, Result: 负, Opponent: 桥本昌二
Player: 酒井猛, Date: 1980-10-23, Rating: 3147, Black and White: 执黑, Result: 负, Opponent: 加藤正夫
Player: 酒井猛, Date: 1980-08-07, Rating: 3143, Black and White: 执白, Result: 胜, Opponent: 小岛高穗
Player: 石井邦生, Date: 1980-11-15, Rating: 3135, Black and White: 执白, Result: 负, Opponent: 藤泽秀行
Player: 石井邦生, Date: 1980-10-02, Rating: 3134, Black and White: 执白, Result: 负, Opponent: 石田芳夫
Player: 石井邦生, Date: 1980-08-21, Rating: 3133, Black and White: 执白, Result: 负, Opponent: 牛之浜撮雄
Player: 石井邦生, Date: 1980-07-24, Rating: 3133, Black and White: 执白, Result: 胜, Opponent: 桥本宇太郎
Player: 石井邦生, Date: 1980-07-12, Rating: 3133, Black and White: 执白, Result: 胜, Opponent: 石田芳夫
Player: 石井邦生, Date: 1980-07-03, Rating: 3132, Black and White: 执黑, Result: 负, Opponent: 小林光一
Player: 石井邦生, Date: 1980-05-01, Rating: 3130, Black and White: 执黑, Result: 胜, Opponent: 安倍吉辉
Player: 石井邦生, Date: 1980-03-13, Rating: 3128, Black and White: 执白, Result: 胜, Opponent: 茅野直彦
Player: 中村秀仁, Date: 1980-11-06, Rating: 3089, Black and White: 执白, Result: 负, Opponent: 宫本义久
Player: 中村秀仁, Date: 1980-08-28, Rating: 3090, Black and White: 执白, Result: 负, Opponent: 东野弘昭
Player: 中村秀仁, Date: 1980-08-07, Rating: 3091, Black and White: 执白, Result: 负, Opponent: 小林光一
Player: 中村秀仁, Date: 1980-07-24, Rating: 3091, Black and White: 执黑, Result: 负, Opponent: 桥本昌二
Player: 中村秀仁, Date: 1980-06-26, Rating: 3092, Black and White: 执白, Result: 胜, Opponent: 菅野清规
Player: 中村秀仁, Date: 1980-06-12, Rating: 3093, Black and White: 执白, Result: 负, Opponent: 福井正明
Player: 中村秀仁, Date: 1980-05-14, Rating: 3094, Black and White: 执黑, Result: 胜, Opponent: 工藤纪夫
Player: 中村秀仁, Date: 1980-04-24, Rating: 3094, Black and White: 执黑, Result: 胜, Opponent: 长原芳明
Player: 中村秀仁, Date: 1980-04-03, Rating: 3095, Black and White: 执白, Result: 负, Opponent: 福井正明
Player: 中村秀仁, Date: 1980-02-07, Rating: 3096, Black and White: 执黑, Result: 胜, Opponent: 小野丰
Player: 梶原武雄, Date: 1980-01-27, Rating: 3095, Black and White: 执白, Result: 负, Opponent: 赵治勋
Player: 宫泽吾朗, Date: 1980-11-27, Rating: 3157, Black and White: 执黑, Result: 胜, Opponent: 中冈二郎
Player: 宫泽吾朗, Date: 1980-11-05, Rating: 3155, Black and White: 执白, Result: 胜, Opponent: 桥本雄二郎
Player: 宫泽吾朗, Date: 1980-07-10, Rating: 3145, Black and White: 执白, Result: 胜, Opponent: 清成哲也
Player: 宫泽吾朗, Date: 1980-07-02, Rating: 3144, Black and White: 执黑, Result: 胜, Opponent: 清成哲也
Player: 宫泽吾朗, Date: 1980-06-19, Rating: 3142, Black and White: 执白, Result: 胜, Opponent: 远藤隆博
Player: 宫泽吾朗, Date: 1980-03-26, Rating: 3132, Black and White: 执白, Result: 负, Opponent: 菅野清规
Player: 宫泽吾朗, Date: 1980-02-07, Rating: 3127, Black and White: 执黑, Result: 负, Opponent: 谷宫悌二
Player: 菅野清规, Date: 1980-07-24, Rating: 3076, Black and White: 执黑, Result: 负, Opponent: 石田芳夫
Player: 菅野清规, Date: 1980-06-26, Rating: 3077, Black and White: 执黑, Result: 负, Opponent: 中村秀仁
Player: 菅野清规, Date: 1980-06-11, Rating: 3079, Black and White: 执黑, Result: 胜, Opponent: 小林健二
Player: 菅野清规, Date: 1980-06-05, Rating: 3079, Black and White: 执白, Result: 胜, Opponent: 林海峰
Player: 菅野清规, Date: 1980-03-26, Rating: 3081, Black and White: 执黑, Result: 胜, Opponent: 宫泽吾朗
Player: 福井正明, Date: 1980-10-08, Rating: 3073, Black and White: 执白, Result: 胜, Opponent: 王立诚
