Player: 李昌镐, Date: 2005-12-26, Rating: 3510, Black and White: 执黑, Result: 胜, Opponent: 李世石
Player: 崔哲瀚, Date: 2005-07-11, Rating: 3470, Black and White: 执黑, Result: 负, Opponent: 李昌镐
Player: 崔哲瀚, Date: 2005-07-10, Rating: 3470, Black and White: 执白, Result: 负, Opponent: 李世石
Player: 崔哲瀚, Date: 2005-07-06, Rating: 3470, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 崔哲瀚, Date: 2005-07-04, Rating: 3470, Black and White: 执黑, Result: 负, Opponent: 李世石
Player: 崔哲瀚, Date: 2005-07-02, Rating: 3470, Black and White: 执黑, Result: 胜, Opponent: 宋泰坤
Player: 崔哲瀚, Date: 2005-06-24, Rating: 3470, Black and White: 执黑, Result: 负, Opponent: 李世石
Player: 崔哲瀚, Date: 2005-06-21, Rating: 3470, Black and White: 执白, Result: 胜, Opponent: 赵汉乘
Player: 崔哲瀚, Date: 2005-06-19, Rating: 3470, Black and White: 执黑, Result: 负, Opponent: 安祚永
Player: 崔哲瀚, Date: 2005-06-14, Rating: 3470, Black and White: 执白, Result: 胜, Opponent: 尹炫皙
Player: 崔哲瀚, Date: 2005-06-12, Rating: 3470, Black and White: 执白, Result: 负, Opponent: 朴永训
Player: 崔哲瀚, Date: 2005-06-06, Rating: 3470, Black and White: 执白, Result: 胜, Opponent: 李熙星
Player: 崔哲瀚, Date: 2005-06-04, Rating: 3470, Black and White: 执黑, Result: 胜, Opponent: 王铭琬
Player: 崔哲瀚, Date: 2005-05-29, Rating: 3471, Black and White: 执白, Result: 胜, Opponent: 宋泰坤
Player: 崔哲瀚, Date: 2005-05-23, Rating: 3471, Black and White: 执白, Result: 胜, Opponent: 李圣宰
Player: 崔哲瀚, Date: 2005-05-16, Rating: 3471, Black and White: 执白, Result: 负, Opponent: 苏耀国
Player: 崔哲瀚, Date: 2005-05-13, Rating: 3471, Black and White: 执黑, Result: 胜, Opponent: 王檄
Player: 崔哲瀚, Date: 2005-05-12, Rating: 3471, Black and White: 执白, Result: 胜, Opponent: 胡耀宇
Player: 崔哲瀚, Date: 2005-05-09, Rating: 3471, Black and White: 执黑, Result: 负, Opponent: 朴永训
Player: 崔哲瀚, Date: 2005-05-03, Rating: 3471, Black and White: 执白, Result: 胜, Opponent: 王磊
Player: 崔哲瀚, Date: 2005-05-02, Rating: 3471, Black and White: 执黑, Result: 胜, Opponent: 依田纪基
Player: 崔哲瀚, Date: 2005-05-01, Rating: 3471, Black and White: 执白, Result: 胜, Opponent: 王铭琬
Player: 崔哲瀚, Date: 2005-04-27, Rating: 3471, Black and White: 执黑, Result: 胜, Opponent: 朴永训
Player: 崔哲瀚, Date: 2005-04-21, Rating: 3471, Black and White: 执黑, Result: 胜, Opponent: 赵惠连
Player: 崔哲瀚, Date: 2005-04-20, Rating: 3471, Black and White: 执白, Result: 胜, Opponent: 洪旼杓
Player: 崔哲瀚, Date: 2005-04-11, Rating: 3471, Black and White: 执白, Result: 胜, Opponent: 张栩
Player: 崔哲瀚, Date: 2005-03-25, Rating: 3470, Black and White: 执白, Result: 胜, Opponent: 朴永训
Player: 崔哲瀚, Date: 2005-03-18, Rating: 3470, Black and White: 执黑, Result: 负, Opponent: 朴永训
Player: 崔哲瀚, Date: 2005-03-11, Rating: 3469, Black and White: 执白, Result: 负, Opponent: 朴永训
Player: 崔哲瀚, Date: 2005-03-05, Rating: 3469, Black and White: 执白, Result: 负, Opponent: 常昊
Player: 崔哲瀚, Date: 2005-03-03, Rating: 3469, Black and White: 执黑, Result: 负, Opponent: 常昊
Player: 崔哲瀚, Date: 2005-02-28, Rating: 3469, Black and White: 执黑, Result: 胜, Opponent: 李映九
Player: 崔哲瀚, Date: 2005-02-19, Rating: 3469, Black and White: 执黑, Result: 胜, Opponent: 李昌镐
Player: 崔哲瀚, Date: 2005-02-15, Rating: 3469, Black and White: 执黑, Result: 胜, Opponent: 朴志勋
Player: 崔哲瀚, Date: 2005-02-11, Rating: 3469, Black and White: 执白, Result: 胜, Opponent: 李昌镐
Player: 崔哲瀚, Date: 2005-02-05, Rating: 3469, Black and White: 执白, Result: 胜, Opponent: 罗洗河
Player: 崔哲瀚, Date: 2005-02-04, Rating: 3469, Black and White: 执白, Result: 胜, Opponent: 王磊
Player: 崔哲瀚, Date: 2005-01-19, Rating: 3468, Black and White: 执黑, Result: 负, Opponent: 李映九
Player: 崔哲瀚, Date: 2005-01-10, Rating: 3467, Black and White: 执黑, Result: 胜, Opponent: 李昌镐
Player: 谢赫, Date: 2005-12-31, Rating: 3492, Black and White: 执白, Result: 负, Opponent: 刘星
Player: 谢赫, Date: 2005-12-24, Rating: 3491, Black and White: 执白, Result: 胜, Opponent: 黄晨
Player: 谢赫, Date: 2005-12-17, Rating: 3490, Black and White: 执白, Result: 负, Opponent: 刘世振
Player: 谢赫, Date: 2005-12-10, Rating: 3489, Black and White: 执黑, Result: 负, Opponent: 牛雨田
Player: 谢赫, Date: 2005-12-08, Rating: 3489, Black and White: 执黑, Result: 负, Opponent: 周鹤洋
Player: 谢赫, Date: 2005-12-06, Rating: 3489, Black and White: 执黑, Result: 胜, Opponent: 周鹤洋
Player: 谢赫, Date: 2005-12-03, Rating: 3489, Black and White: 执黑, Result: 胜, Opponent: 常昊
Player: 谢赫, Date: 2005-11-27, Rating: 3488, Black and White: 执白, Result: 负, Opponent: 赵汉乘
Player: 谢赫, Date: 2005-11-26, Rating: 3488, Black and White: 执黑, Result: 胜, Opponent: 山田规三生
Player: 谢赫, Date: 2005-11-25, Rating: 3488, Black and White: 执白, Result: 胜, Opponent: 元晟溱
Player: 谢赫, Date: 2005-11-15, Rating: 3487, Black and White: 执白, Result: 负, Opponent: 周鹤洋
Player: 谢赫, Date: 2005-11-12, Rating: 3487, Black and White: 执白, Result: 负, Opponent: 李喆
Player: 谢赫, Date: 2005-11-05, Rating: 3487, Black and White: 执黑, Result: 胜, Opponent: 孔杰
Player: 谢赫, Date: 2005-10-29, Rating: 3486, Black and White: 执白, Result: 胜, Opponent: 王檄
Player: 谢赫, Date: 2005-10-27, Rating: 3486, Black and White: 执黑, Result: 胜, Opponent: 王雷
Player: 谢赫, Date: 2005-10-25, Rating: 3486, Black and White: 执黑, Result: 胜, Opponent: 王磊
Player: 谢赫, Date: 2005-10-15, Rating: 3485, Black and White: 执黑, Result: 负, Opponent: 杨一80
Player: 谢赫, Date: 2005-10-08, Rating: 3485, Black and White: 执黑, Result: 负, Opponent: 周睿羊
Player: 谢赫, Date: 2005-10-01, Rating: 3484, Black and White: 执黑, Result: 胜, Opponent: 王磊
Player: 谢赫, Date: 2005-09-24, Rating: 3484, Black and White: 执黑, Result: 负, Opponent: 陈耀烨
Player: 谢赫, Date: 2005-09-10, Rating: 3483, Black and White: 执黑, Result: 胜, Opponent: 孔杰
Player: 谢赫, Date: 2005-08-20, Rating: 3482, Black and White: 执黑, Result: 胜, Opponent: 彭荃
Player: 谢赫, Date: 2005-08-13, Rating: 3482, Black and White: 执黑, Result: 胜, Opponent: 董彦
Player: 谢赫, Date: 2005-08-06, Rating: 3481, Black and White: 执黑, Result: 胜, Opponent: 刘小光
Player: 谢赫, Date: 2005-07-19, Rating: 3479, Black and White: 执黑, Result: 胜, Opponent: 牛雨田
Player: 谢赫, Date: 2005-07-17, Rating: 3479, Black and White: 执白, Result: 胜, Opponent: 吴新宇
Player: 谢赫, Date: 2005-07-15, Rating: 3479, Black and White: 执白, Result: 负, Opponent: 彭荃
Player: 谢赫, Date: 2005-07-09, Rating: 3479, Black and White: 执白, Result: 负, Opponent: 常昊
Player: 谢赫, Date: 2005-07-07, Rating: 3479, Black and White: 执黑, Result: 胜, Opponent: 古力
Player: 谢赫, Date: 2005-07-05, Rating: 3478, Black and White: 执白, Result: 胜, Opponent: 彭荃
Player: 谢赫, Date: 2005-06-25, Rating: 3478, Black and White: 执黑, Result: 负, Opponent: 俞斌
Player: 谢赫, Date: 2005-06-20, Rating: 3477, Black and White: 执黑, Result: 负, Opponent: 刘世振
Player: 谢赫, Date: 2005-06-18, Rating: 3477, Black and White: 执黑, Result: 负, Opponent: 金承俊
Player: 谢赫, Date: 2005-06-11, Rating: 3477, Black and White: 执白, Result: 胜, Opponent: 孔杰
Player: 谢赫, Date: 2005-06-04, Rating: 3477, Black and White: 执黑, Result: 胜, Opponent: 李康
Player: 谢赫, Date: 2005-05-22, Rating: 3477, Black and White: 执白, Result: 负, Opponent: 胡耀宇
Player: 谢赫, Date: 2005-05-21, Rating: 3477, Black and White: 执黑, Result: 胜, Opponent: 王雷
Player: 谢赫, Date: 2005-05-10, Rating: 3477, Black and White: 执黑, Result: 胜, Opponent: 古灵益
Player: 谢赫, Date: 2005-05-07, Rating: 3476, Black and White: 执白, Result: 胜, Opponent: 杨一80
Player: 谢赫, Date: 2005-04-30, Rating: 3476, Black and White: 执黑, Result: 胜, Opponent: 王昊洋
Player: 谢赫, Date: 2005-04-28, Rating: 3476, Black and White: 执白, Result: 胜, Opponent: 王磊
Player: 谢赫, Date: 2005-04-16, Rating: 3475, Black and White: 执白, Result: 胜, Opponent: 王磊
Player: 谢赫, Date: 2005-04-05, Rating: 3475, Black and White: 执白, Result: 胜, Opponent: 王檄
Player: 谢赫, Date: 2005-03-11, Rating: 3473, Black and White: 执黑, Result: 胜, Opponent: 王磊
Player: 谢赫, Date: 2005-03-09, Rating: 3473, Black and White: 执黑, Result: 胜, Opponent: 古灵益
Player: 谢赫, Date: 2005-02-25, Rating: 3471, Black and White: 执黑, Result: 胜, Opponent: 常昊
Player: 谢赫, Date: 2005-01-27, Rating: 3468, Black and White: 执黑, Result: 负, Opponent: 周睿羊
Player: 谢赫, Date: 2005-01-18, Rating: 3467, Black and White: 执白, Result: 胜, Opponent: 邵炜刚
Player: 谢赫, Date: 2005-01-17, Rating: 3467, Black and White: 执白, Result: 胜, Opponent: 周鹤洋
Player: 孔杰, Date: 2005-12-31, Rating: 3453, Black and White: 执白, Result: 负, Opponent: 周睿羊
Player: 孔杰, Date: 2005-12-24, Rating: 3453, Black and White: 执黑, Result: 负, Opponent: 王磊
Player: 孔杰, Date: 2005-12-10, Rating: 3453, Black and White: 执白, Result: 胜, Opponent: 罗洗河
Player: 孔杰, Date: 2005-12-08, Rating: 3453, Black and White: 执白, Result: 胜, Opponent: 周睿羊
Player: 孔杰, Date: 2005-12-06, Rating: 3453, Black and White: 执白, Result: 胜, Opponent: 周睿羊
Player: 孔杰, Date: 2005-11-26, Rating: 3453, Black and White: 执白, Result: 胜, Opponent: 牛雨田
Player: 孔杰, Date: 2005-11-15, Rating: 3452, Black and White: 执黑, Result: 负, Opponent: 周睿羊
Player: 孔杰, Date: 2005-11-12, Rating: 3452, Black and White: 执黑, Result: 胜, Opponent: 胡耀宇
Player: 孔杰, Date: 2005-11-05, Rating: 3452, Black and White: 执白, Result: 负, Opponent: 谢赫
Player: 孔杰, Date: 2005-10-29, Rating: 3452, Black and White: 执黑, Result: 负, Opponent: 李喆
Player: 孔杰, Date: 2005-10-27, Rating: 3452, Black and White: 执白, Result: 胜, Opponent: 刘菁
Player: 孔杰, Date: 2005-10-25, Rating: 3452, Black and White: 执白, Result: 胜, Opponent: 罗洗河
Player: 孔杰, Date: 2005-10-19, Rating: 3452, Black and White: 执白, Result: 负, Opponent: 朴永训
Player: 孔杰, Date: 2005-10-18, Rating: 3452, Black and White: 执白, Result: 负, Opponent: 羽根直树
Player: 孔杰, Date: 2005-10-17, Rating: 3452, Black and White: 执白, Result: 胜, Opponent: 周俊勋
Player: 孔杰, Date: 2005-10-14, Rating: 3452, Black and White: 执黑, Result: 胜, Opponent: 俞斌
Player: 孔杰, Date: 2005-10-12, Rating: 3452, Black and White: 执白, Result: 胜, Opponent: 古灵益
Player: 孔杰, Date: 2005-10-08, Rating: 3452, Black and White: 执黑, Result: 胜, Opponent: 古力
Player: 孔杰, Date: 2005-09-28, Rating: 3452, Black and White: 执白, Result: 负, Opponent: 宋泰坤
Player: 孔杰, Date: 2005-09-10, Rating: 3451, Black and White: 执白, Result: 负, Opponent: 谢赫
Player: 孔杰, Date: 2005-08-20, Rating: 3452, Black and White: 执黑, Result: 胜, Opponent: 赵守洵
Player: 孔杰, Date: 2005-08-13, Rating: 3452, Black and White: 执白, Result: 胜, Opponent: 王磊
Player: 孔杰, Date: 2005-08-06, Rating: 3452, Black and White: 执黑, Result: 负, Opponent: 刘星
Player: 孔杰, Date: 2005-07-09, Rating: 3452, Black and White: 执白, Result: 胜, Opponent: 王垚
Player: 孔杰, Date: 2005-07-07, Rating: 3452, Black and White: 执黑, Result: 胜, Opponent: 邵炜刚
Player: 孔杰, Date: 2005-06-25, Rating: 3452, Black and White: 执白, Result: 胜, Opponent: 刘小光
Player: 孔杰, Date: 2005-06-18, Rating: 3452, Black and White: 执黑, Result: 负, Opponent: 常昊
Player: 孔杰, Date: 2005-06-11, Rating: 3452, Black and White: 执黑, Result: 负, Opponent: 谢赫
Player: 孔杰, Date: 2005-05-21, Rating: 3452, Black and White: 执白, Result: 胜, Opponent: 马晓春
Player: 孔杰, Date: 2005-05-16, Rating: 3452, Black and White: 执黑, Result: 负, Opponent: 张栩
Player: 孔杰, Date: 2005-05-07, Rating: 3452, Black and White: 执黑, Result: 胜, Opponent: 俞斌
Player: 孔杰, Date: 2005-05-03, Rating: 3452, Black and White: 执白, Result: 胜, Opponent: 朴永训
Player: 孔杰, Date: 2005-05-02, Rating: 3452, Black and White: 执白, Result: 负, Opponent: 林海峰
Player: 孔杰, Date: 2005-05-01, Rating: 3452, Black and White: 执黑, Result: 负, Opponent: 羽根直树
Player: 孔杰, Date: 2005-04-21, Rating: 3453, Black and White: 执黑, Result: 负, Opponent: 古力
Player: 孔杰, Date: 2005-04-16, Rating: 3453, Black and White: 执黑, Result: 胜, Opponent: 朱元豪
Player: 孔杰, Date: 2005-03-31, Rating: 3454, Black and White: 执黑, Result: 胜, Opponent: 王磊
Player: 孔杰, Date: 2005-03-29, Rating: 3454, Black and White: 执白, Result: 胜, Opponent: 王磊
Player: 孔杰, Date: 2005-03-27, Rating: 3454, Black and White: 执黑, Result: 负, Opponent: 王磊
Player: 孔杰, Date: 2005-03-25, Rating: 3454, Black and White: 执黑, Result: 胜, Opponent: 尹峻相
Player: 孔杰, Date: 2005-03-17, Rating: 3455, Black and White: 执黑, Result: 负, Opponent: 王昊洋
Player: 孔杰, Date: 2005-02-06, Rating: 3457, Black and White: 执白, Result: 负, Opponent: 周鹤洋
Player: 孔杰, Date: 2005-02-02, Rating: 3457, Black and White: 执白, Result: 胜, Opponent: 胡耀宇
Player: 孔杰, Date: 2005-01-31, Rating: 3458, Black and White: 执黑, Result: 胜, Opponent: 周睿羊
Player: 孔杰, Date: 2005-01-29, Rating: 3458, Black and White: 执白, Result: 胜, Opponent: 丁伟
Player: 孔杰, Date: 2005-01-27, Rating: 3458, Black and White: 执黑, Result: 胜, Opponent: 刘小光
Player: 孔杰, Date: 2005-01-20, Rating: 3458, Black and White: 执黑, Result: 胜, Opponent: 彭荃
Player: 孔杰, Date: 2005-01-18, Rating: 3458, Black and White: 执黑, Result: 负, Opponent: 马晓春
Player: 孔杰, Date: 2005-01-17, Rating: 3458, Black and White: 执白, Result: 胜, Opponent: 丁伟
Player: 孔杰, Date: 2005-01-15, Rating: 3458, Black and White: 执黑, Result: 胜, Opponent: 常昊
Player: 朴永训, Date: 2005-12-28, Rating: 3467, Black and White: 执白, Result: 胜, Opponent: 安祚永
Player: 朴永训, Date: 2005-12-19, Rating: 3468, Black and White: 执黑, Result: 胜, Opponent: 崔哲瀚
Player: 朴永训, Date: 2005-12-18, Rating: 3468, Black and White: 执黑, Result: 胜, Opponent: 崔哲瀚
Player: 朴永训, Date: 2005-11-22, Rating: 3469, Black and White: 执白, Result: 胜, Opponent: 赵汉乘
Player: 朴永训, Date: 2005-11-22, Rating: 3469, Black and White: 执白, Result: 胜, Opponent: 赵汉乘
Player: 朴永训, Date: 2005-11-15, Rating: 3469, Black and White: 执黑, Result: 负, Opponent: 赵汉乘
Player: 朴永训, Date: 2005-11-06, Rating: 3469, Black and White: 执白, Result: 胜, Opponent: 宋泰坤
Player: 朴永训, Date: 2005-11-04, Rating: 3469, Black and White: 执黑, Result: 胜, Opponent: 张秀英
Player: 朴永训, Date: 2005-11-03, Rating: 3469, Black and White: 执黑, Result: 胜, Opponent: 宋泰坤
Player: 朴永训, Date: 2005-10-31, Rating: 3469, Black and White: 执黑, Result: 胜, Opponent: 李世石
Player: 朴永训, Date: 2005-10-29, Rating: 3469, Black and White: 执白, Result: 胜, Opponent: 李世石
Player: 朴永训, Date: 2005-10-26, Rating: 3469, Black and White: 执白, Result: 负, Opponent: 尹峻相
Player: 朴永训, Date: 2005-10-25, Rating: 3469, Black and White: 执白, Result: 胜, Opponent: 睦镇硕
Player: 朴永训, Date: 2005-10-19, Rating: 3469, Black and White: 执黑, Result: 胜, Opponent: 孔杰
Player: 朴永训, Date: 2005-10-18, Rating: 3469, Black and White: 执白, Result: 胜, Opponent: 周俊勋
Player: 朴永训, Date: 2005-10-17, Rating: 3469, Black and White: 执黑, Result: 胜, Opponent: 羽根直树
Player: 朴永训, Date: 2005-10-11, Rating: 3468, Black and White: 执黑, Result: 胜, Opponent: 李昌镐
Player: 朴永训, Date: 2005-10-08, Rating: 3468, Black and White: 执白, Result: 胜, Opponent: 李载雄
Player: 朴永训, Date: 2005-10-04, Rating: 3468, Black and White: 执白, Result: 胜, Opponent: 李昌镐
Player: 朴永训, Date: 2005-10-02, Rating: 3467, Black and White: 执黑, Result: 胜, Opponent: 李世石
Player: 朴永训, Date: 2005-09-28, Rating: 3467, Black and White: 执白, Result: 负, Opponent: 胡耀宇
Player: 朴永训, Date: 2005-09-18, Rating: 3466, Black and White: 执白, Result: 胜, Opponent: 睦镇硕
Player: 朴永训, Date: 2005-09-12, Rating: 3465, Black and White: 执白, Result: 负, Opponent: 朴贞根
Player: 朴永训, Date: 2005-09-05, Rating: 3464, Black and White: 执白, Result: 胜, Opponent: 李贤旭
Player: 朴永训, Date: 2005-08-31, Rating: 3464, Black and White: 执白, Result: 负, Opponent: 刘昌赫
Player: 朴永训, Date: 2005-08-31, Rating: 3464, Black and White: 执黑, Result: 胜, Opponent: 朴正祥
Player: 朴永训, Date: 2005-08-24, Rating: 3463, Black and White: 执白, Result: 负, Opponent: 崔哲瀚
Player: 朴永训, Date: 2005-08-14, Rating: 3463, Black and White: 执白, Result: 负, Opponent: 王立诚
Player: 朴永训, Date: 2005-08-11, Rating: 3463, Black and White: 执白, Result: 胜, Opponent: 崔哲瀚
Player: 朴永训, Date: 2005-08-10, Rating: 3463, Black and White: 执白, Result: 胜, Opponent: 李映九
Player: 朴永训, Date: 2005-08-10, Rating: 3463, Black and White: 执黑, Result: 胜, Opponent: 曹薰铉
Player: 朴永训, Date: 2005-08-07, Rating: 3462, Black and White: 执黑, Result: 胜, Opponent: 李昌镐
Player: 朴永训, Date: 2005-07-31, Rating: 3462, Black and White: 执黑, Result: 胜, Opponent: 刘昌赫
Player: 朴永训, Date: 2005-07-29, Rating: 3461, Black and White: 执白, Result: 胜, Opponent: 姜至省
Player: 朴永训, Date: 2005-07-27, Rating: 3461, Black and White: 执黑, Result: 负, Opponent: 曹薰铉
Player: 朴永训, Date: 2005-07-18, Rating: 3460, Black and White: 执黑, Result: 胜, Opponent: 李熙星
Player: 朴永训, Date: 2005-06-18, Rating: 3457, Black and White: 执白, Result: 胜, Opponent: 梁建
Player: 朴永训, Date: 2005-06-14, Rating: 3457, Black and White: 执黑, Result: 胜, Opponent: 白洪淅
Player: 朴永训, Date: 2005-06-12, Rating: 3457, Black and White: 执黑, Result: 胜, Opponent: 崔哲瀚
Player: 朴永训, Date: 2005-06-08, Rating: 3456, Black and White: 执黑, Result: 负, Opponent: 李映九
Player: 朴永训, Date: 2005-06-07, Rating: 3456, Black and White: 执黑, Result: 胜, Opponent: 尹峻相
Player: 朴永训, Date: 2005-06-02, Rating: 3455, Black and White: 执黑, Result: 胜, Opponent: 曹薰铉
Player: 朴永训, Date: 2005-05-27, Rating: 3454, Black and White: 执黑, Result: 负, Opponent: 古力
Player: 朴永训, Date: 2005-05-26, Rating: 3454, Black and White: 执白, Result: 负, Opponent: 古力
Player: 朴永训, Date: 2005-05-24, Rating: 3454, Black and White: 执黑, Result: 胜, Opponent: 古力
Player: 朴永训, Date: 2005-05-18, Rating: 3453, Black and White: 执黑, Result: 负, Opponent: 邱峻
Player: 朴永训, Date: 2005-05-16, Rating: 3453, Black and White: 执白, Result: 胜, Opponent: 刘世振
Player: 朴永训, Date: 2005-05-13, Rating: 3453, Black and White: 执黑, Result: 负, Opponent: 王磊
Player: 朴永训, Date: 2005-05-12, Rating: 3453, Black and White: 执白, Result: 负, Opponent: 周鹤洋
Player: 朴永训, Date: 2005-05-09, Rating: 3453, Black and White: 执白, Result: 胜, Opponent: 崔哲瀚
Player: 朴永训, Date: 2005-05-06, Rating: 3452, Black and White: 执黑, Result: 胜, Opponent: 金东熙
Player: 朴永训, Date: 2005-05-03, Rating: 3452, Black and White: 执黑, Result: 负, Opponent: 孔杰
Player: 朴永训, Date: 2005-05-02, Rating: 3452, Black and White: 执黑, Result: 胜, Opponent: 高尾绅路
Player: 朴永训, Date: 2005-05-01, Rating: 3452, Black and White: 执黑, Result: 胜, Opponent: 周俊勋
Player: 朴永训, Date: 2005-04-29, Rating: 3452, Black and White: 执黑, Result: 胜, Opponent: 金东熙
Player: 朴永训, Date: 2005-04-27, Rating: 3451, Black and White: 执白, Result: 负, Opponent: 崔哲瀚
Player: 朴永训, Date: 2005-04-25, Rating: 3451, Black and White: 执白, Result: 负, Opponent: 金东熙
Player: 朴永训, Date: 2005-04-20, Rating: 3451, Black and White: 执白, Result: 胜, Opponent: 赵惠连
Player: 朴永训, Date: 2005-04-11, Rating: 3450, Black and White: 执白, Result: 负, Opponent: 王铭琬
Player: 朴永训, Date: 2005-03-25, Rating: 3450, Black and White: 执黑, Result: 负, Opponent: 崔哲瀚
Player: 朴永训, Date: 2005-03-18, Rating: 3449, Black and White: 执白, Result: 胜, Opponent: 崔哲瀚
Player: 朴永训, Date: 2005-03-16, Rating: 3449, Black and White: 执黑, Result: 胜, Opponent: 朴正祥
Player: 朴永训, Date: 2005-03-14, Rating: 3449, Black and White: 执黑, Result: 胜, Opponent: 高根台
Player: 朴永训, Date: 2005-03-11, Rating: 3449, Black and White: 执黑, Result: 胜, Opponent: 崔哲瀚
Player: 朴永训, Date: 2005-02-14, Rating: 3447, Black and White: 执白, Result: 负, Opponent: 许映皓
Player: 朴永训, Date: 2005-02-07, Rating: 3446, Black and White: 执白, Result: 胜, Opponent: 白知熹
Player: 朴永训, Date: 2005-02-05, Rating: 3446, Black and White: 执白, Result: 胜, Opponent: 王檄
Player: 朴永训, Date: 2005-02-04, Rating: 3446, Black and White: 执白, Result: 负, Opponent: 胡耀宇
Player: 朴永训, Date: 2005-01-24, Rating: 3446, Black and White: 执白, Result: 胜, Opponent: 金承俊
Player: 朴永训, Date: 2005-01-20, Rating: 3445, Black and White: 执白, Result: 胜, Opponent: 赵汉乘
Player: 朴永训, Date: 2005-01-15, Rating: 3445, Black and White: 执白, Result: 胜, Opponent: 王立诚
Player: 朴永训, Date: 2005-01-13, Rating: 3445, Black and White: 执黑, Result: 胜, Opponent: 山下敬吾
Player: 朴永训, Date: 2005-01-11, Rating: 3445, Black and White: 执黑, Result: 负, Opponent: 李世石
Player: 朴永训, Date: 2005-01-08, Rating: 3444, Black and White: 执黑, Result: 胜, Opponent: 金承俊
Player: 朴永训, Date: 2005-01-04, Rating: 3444, Black and White: 执黑, Result: 胜, Opponent: 宋泰坤
Player: 常昊, Date: 2005-12-31, Rating: 3436, Black and White: 执黑, Result: 胜, Opponent: 张东岳
Player: 常昊, Date: 2005-12-24, Rating: 3435, Black and White: 执白, Result: 胜, Opponent: 张立
Player: 常昊, Date: 2005-12-10, Rating: 3434, Black and White: 执白, Result: 负, Opponent: 聂卫平
Player: 常昊, Date: 2005-12-03, Rating: 3434, Black and White: 执白, Result: 负, Opponent: 谢赫
Player: 常昊, Date: 2005-11-30, Rating: 3434, Black and White: 执黑, Result: 胜, Opponent: 朴文垚
Player: 常昊, Date: 2005-11-19, Rating: 3433, Black and White: 执黑, Result: 负, Opponent: 刘世振
Player: 常昊, Date: 2005-11-12, Rating: 3433, Black and White: 执黑, Result: 胜, Opponent: 陈耀烨
Player: 常昊, Date: 2005-11-05, Rating: 3432, Black and White: 执白, Result: 胜, Opponent: 古力
Player: 常昊, Date: 2005-10-29, Rating: 3432, Black and White: 执黑, Result: 胜, Opponent: 杨一80
Player: 常昊, Date: 2005-10-23, Rating: 3431, Black and White: 执白, Result: 负, Opponent: 曹恒梃
Player: 常昊, Date: 2005-10-15, Rating: 3431, Black and White: 执黑, Result: 负, Opponent: 周睿羊
Player: 常昊, Date: 2005-10-08, Rating: 3430, Black and White: 执白, Result: 负, Opponent: 李世石
Player: 常昊, Date: 2005-10-01, Rating: 3430, Black and White: 执黑, Result: 胜, Opponent: 黄奕中
Player: 常昊, Date: 2005-09-06, Rating: 3429, Black and White: 执白, Result: 负, Opponent: 邱峻
Player: 常昊, Date: 2005-08-13, Rating: 3429, Black and White: 执黑, Result: 负, Opponent: 李康
Player: 常昊, Date: 2005-08-06, Rating: 3429, Black and White: 执白, Result: 负, Opponent: 王煜辉
Player: 常昊, Date: 2005-07-09, Rating: 3429, Black and White: 执黑, Result: 胜, Opponent: 谢赫
Player: 常昊, Date: 2005-06-25, Rating: 3429, Black and White: 执黑, Result: 胜, Opponent: 张维
Player: 常昊, Date: 2005-06-22, Rating: 3429, Black and White: 执白, Result: 负, Opponent: 罗洗河
Player: 常昊, Date: 2005-06-20, Rating: 3430, Black and White: 执白, Result: 胜, Opponent: 王煜辉
Player: 常昊, Date: 2005-06-18, Rating: 3430, Black and White: 执白, Result: 胜, Opponent: 孔杰
Player: 常昊, Date: 2005-06-11, Rating: 3429, Black and White: 执白, Result: 胜, Opponent: 王雷
Player: 常昊, Date: 2005-05-31, Rating: 3429, Black and White: 执白, Result: 负, Opponent: 结城聪
Player: 常昊, Date: 2005-05-30, Rating: 3429, Black and White: 执黑, Result: 胜, Opponent: 羽根直树
Player: 常昊, Date: 2005-05-21, Rating: 3429, Black and White: 执白, Result: 胜, Opponent: 李劼
Player: 常昊, Date: 2005-05-16, Rating: 3429, Black and White: 执白, Result: 负, Opponent: 山下敬吾
Player: 常昊, Date: 2005-05-07, Rating: 3429, Black and White: 执黑, Result: 胜, Opponent: 马笑冰
Player: 常昊, Date: 2005-04-27, Rating: 3429, Black and White: 执白, Result: 胜, Opponent: 张东岳
Player: 常昊, Date: 2005-04-23, Rating: 3429, Black and White: 执白, Result: 胜, Opponent: 古力
Player: 常昊, Date: 2005-04-21, Rating: 3429, Black and White: 执黑, Result: 负, Opponent: 李世石
Player: 常昊, Date: 2005-04-19, Rating: 3429, Black and White: 执黑, Result: 负, Opponent: 古力
Player: 常昊, Date: 2005-04-16, Rating: 3429, Black and White: 执黑, Result: 胜, Opponent: 彭荃
Player: 常昊, Date: 2005-04-09, Rating: 3429, Black and White: 执黑, Result: 负, Opponent: 山城宏
Player: 常昊, Date: 2005-03-05, Rating: 3430, Black and White: 执黑, Result: 胜, Opponent: 崔哲瀚
Player: 常昊, Date: 2005-03-03, Rating: 3430, Black and White: 执白, Result: 胜, Opponent: 崔哲瀚
Player: 常昊, Date: 2005-02-25, Rating: 3429, Black and White: 执白, Result: 负, Opponent: 谢赫
Player: 常昊, Date: 2005-01-27, Rating: 3429, Black and White: 执黑, Result: 负, Opponent: 陶忻
