Player: 李昌镐, Date: 2002-12-28, Rating: 3522, Black and White: 执白, Result: 胜, Opponent: 常昊
Player: 古力, Date: 2002-07-13, Rating: 3432, Black and White: 执黑, Result: 胜, Opponent: 段嵘
Player: 古力, Date: 2002-07-11, Rating: 3432, Black and White: 执白, Result: 负, Opponent: 胡耀宇
Player: 古力, Date: 2002-06-27, Rating: 3431, Black and White: 执白, Result: 胜, Opponent: 王垚
Player: 古力, Date: 2002-06-13, Rating: 3429, Black and White: 执黑, Result: 胜, Opponent: 罗洗河
Player: 古力, Date: 2002-06-06, Rating: 3428, Black and White: 执白, Result: 负, Opponent: 邵炜刚
Player: 古力, Date: 2002-05-13, Rating: 3426, Black and White: 执黑, Result: 负, Opponent: 金荣三
Player: 古力, Date: 2002-05-09, Rating: 3426, Black and White: 执黑, Result: 胜, Opponent: 孔杰
Player: 古力, Date: 2002-04-25, Rating: 3424, Black and White: 执白, Result: 胜, Opponent: 聂卫平
Player: 古力, Date: 2002-04-22, Rating: 3424, Black and White: 执黑, Result: 负, Opponent: 丁伟
Player: 古力, Date: 2002-04-18, Rating: 3424, Black and White: 执黑, Result: 胜, Opponent: 彭荃
Player: 古力, Date: 2002-04-08, Rating: 3423, Black and White: 执白, Result: 负, Opponent: 王檄
Player: 古力, Date: 2002-03-11, Rating: 3421, Black and White: 执黑, Result: 负, Opponent: 罗洗河
Player: 古力, Date: 2002-02-21, Rating: 3421, Black and White: 执黑, Result: 胜, Opponent: 刘星
Player: 古力, Date: 2002-01-26, Rating: 3420, Black and White: 执白, Result: 负, Opponent: 王磊
Player: 古力, Date: 2002-01-24, Rating: 3420, Black and White: 执黑, Result: 胜, Opponent: 孔杰
Player: 古力, Date: 2002-01-22, Rating: 3420, Black and White: 执白, Result: 胜, Opponent: 聂卫平
Player: 古力, Date: 2002-01-08, Rating: 3419, Black and White: 执黑, Result: 负, Opponent: 罗洗河
Player: 古力, Date: 2002-01-07, Rating: 3419, Black and White: 执黑, Result: 胜, Opponent: 孔杰
Player: 古力, Date: 2002-01-05, Rating: 3419, Black and White: 执白, Result: 负, Opponent: 王磊
Player: 刘昌赫, Date: 2002-12-23, Rating: 3383, Black and White: 执白, Result: 胜, Opponent: 金明完
Player: 刘昌赫, Date: 2002-12-20, Rating: 3383, Black and White: 执黑, Result: 胜, Opponent: 权庆彦
Player: 刘昌赫, Date: 2002-12-17, Rating: 3383, Black and White: 执黑, Result: 胜, Opponent: 朴永训
Player: 刘昌赫, Date: 2002-12-13, Rating: 3383, Black and White: 执黑, Result: 胜, Opponent: 赵大贤
Player: 刘昌赫, Date: 2002-12-11, Rating: 3383, Black and White: 执白, Result: 胜, Opponent: 尹盛铉
Player: 刘昌赫, Date: 2002-12-01, Rating: 3384, Black and White: 执白, Result: 胜, Opponent: 古力
Player: 刘昌赫, Date: 2002-11-26, Rating: 3384, Black and White: 执黑, Result: 胜, Opponent: 徐奉洙
Player: 刘昌赫, Date: 2002-11-25, Rating: 3384, Black and White: 执黑, Result: 负, Opponent: 芮乃伟
Player: 刘昌赫, Date: 2002-11-23, Rating: 3384, Black and White: 执白, Result: 胜, Opponent: 洪性志
Player: 刘昌赫, Date: 2002-11-05, Rating: 3384, Black and White: 执白, Result: 胜, Opponent: 徐能旭
Player: 刘昌赫, Date: 2002-10-31, Rating: 3384, Black and White: 执黑, Result: 负, Opponent: 李昌镐
Player: 刘昌赫, Date: 2002-09-18, Rating: 3384, Black and White: 执黑, Result: 负, Opponent: 睦镇硕
Player: 刘昌赫, Date: 2002-09-09, Rating: 3385, Black and White: 执白, Result: 胜, Opponent: 陈诗渊
Player: 刘昌赫, Date: 2002-09-04, Rating: 3385, Black and White: 执白, Result: 负, Opponent: 俞斌
Player: 刘昌赫, Date: 2002-09-02, Rating: 3385, Black and White: 执黑, Result: 胜, Opponent: 邵炜刚
Player: 刘昌赫, Date: 2002-08-30, Rating: 3385, Black and White: 执黑, Result: 负, Opponent: 常昊
Player: 刘昌赫, Date: 2002-08-28, Rating: 3385, Black and White: 执黑, Result: 胜, Opponent: 段嵘
Player: 刘昌赫, Date: 2002-08-19, Rating: 3385, Black and White: 执黑, Result: 负, Opponent: 曹薰铉
Player: 刘昌赫, Date: 2002-08-06, Rating: 3386, Black and White: 执黑, Result: 负, Opponent: 安祚永
Player: 刘昌赫, Date: 2002-08-03, Rating: 3387, Black and White: 执黑, Result: 负, Opponent: 李世石
Player: 刘昌赫, Date: 2002-07-23, Rating: 3388, Black and White: 执白, Result: 胜, Opponent: 睦镇硕
Player: 刘昌赫, Date: 2002-07-06, Rating: 3389, Black and White: 执黑, Result: 胜, Opponent: 王铭琬
Player: 刘昌赫, Date: 2002-07-01, Rating: 3389, Black and White: 执黑, Result: 负, Opponent: 赵惠连
Player: 刘昌赫, Date: 2002-06-24, Rating: 3390, Black and White: 执白, Result: 负, Opponent: 李世石
Player: 刘昌赫, Date: 2002-06-20, Rating: 3390, Black and White: 执黑, Result: 负, Opponent: 邱峻
Player: 刘昌赫, Date: 2002-06-14, Rating: 3391, Black and White: 执白, Result: 负, Opponent: 李世石
Player: 刘昌赫, Date: 2002-06-11, Rating: 3392, Black and White: 执白, Result: 负, Opponent: 徐奉洙
Player: 刘昌赫, Date: 2002-06-07, Rating: 3392, Black and White: 执黑, Result: 胜, Opponent: 李世石
Player: 刘昌赫, Date: 2002-06-01, Rating: 3393, Black and White: 执黑, Result: 胜, Opponent: 孔杰
Player: 刘昌赫, Date: 2002-05-29, Rating: 3394, Black and White: 执白, Result: 胜, Opponent: 曹薰铉
Player: 刘昌赫, Date: 2002-05-27, Rating: 3394, Black and White: 执白, Result: 负, Opponent: 李世石
Player: 刘昌赫, Date: 2002-05-23, Rating: 3395, Black and White: 执白, Result: 胜, Opponent: 张文东
Player: 刘昌赫, Date: 2002-05-20, Rating: 3395, Black and White: 执白, Result: 负, Opponent: 罗洗河
Player: 刘昌赫, Date: 2002-05-15, Rating: 3396, Black and White: 执白, Result: 胜, Opponent: 朴永训
Player: 刘昌赫, Date: 2002-05-09, Rating: 3396, Black and White: 执白, Result: 胜, Opponent: 俞斌
Player: 刘昌赫, Date: 2002-05-02, Rating: 3397, Black and White: 执黑, Result: 胜, Opponent: 俞斌
Player: 刘昌赫, Date: 2002-04-27, Rating: 3398, Black and White: 执白, Result: 胜, Opponent: 金日焕
Player: 刘昌赫, Date: 2002-04-18, Rating: 3399, Black and White: 执白, Result: 负, Opponent: 朴永训
Player: 刘昌赫, Date: 2002-04-15, Rating: 3399, Black and White: 执白, Result: 胜, Opponent: 王立诚
Player: 刘昌赫, Date: 2002-04-13, Rating: 3399, Black and White: 执白, Result: 胜, Opponent: 小林光一
Player: 刘昌赫, Date: 2002-04-04, Rating: 3400, Black and White: 执白, Result: 胜, Opponent: 尹盛铉
Player: 刘昌赫, Date: 2002-04-01, Rating: 3400, Black and White: 执黑, Result: 胜, Opponent: 曹薰铉
Player: 刘昌赫, Date: 2002-03-29, Rating: 3400, Black and White: 执黑, Result: 胜, Opponent: 曹薰铉
Player: 刘昌赫, Date: 2002-03-27, Rating: 3401, Black and White: 执白, Result: 负, Opponent: 曹薰铉
Player: 刘昌赫, Date: 2002-03-23, Rating: 3401, Black and White: 执黑, Result: 胜, Opponent: 周俊勋
Player: 刘昌赫, Date: 2002-03-22, Rating: 3401, Black and White: 执黑, Result: 胜, Opponent: 淡路修三
Player: 刘昌赫, Date: 2002-03-19, Rating: 3401, Black and White: 执白, Result: 胜, Opponent: 马晓春
Player: 刘昌赫, Date: 2002-03-15, Rating: 3401, Black and White: 执白, Result: 负, Opponent: 安祚永
Player: 刘昌赫, Date: 2002-03-12, Rating: 3401, Black and White: 执白, Result: 胜, Opponent: 陈诗渊
Player: 刘昌赫, Date: 2002-03-06, Rating: 3402, Black and White: 执白, Result: 胜, Opponent: 梁宰豪
Player: 刘昌赫, Date: 2002-03-04, Rating: 3402, Black and White: 执黑, Result: 负, Opponent: 崔明勋
Player: 刘昌赫, Date: 2002-02-28, Rating: 3402, Black and White: 执黑, Result: 负, Opponent: 曹薰铉
Player: 刘昌赫, Date: 2002-02-26, Rating: 3402, Black and White: 执白, Result: 胜, Opponent: 曹薰铉
Player: 刘昌赫, Date: 2002-02-19, Rating: 3402, Black and White: 执白, Result: 胜, Opponent: 李昌镐
Player: 刘昌赫, Date: 2002-01-29, Rating: 3403, Black and White: 执白, Result: 胜, Opponent: 金日焕
Player: 刘昌赫, Date: 2002-01-24, Rating: 3403, Black and White: 执黑, Result: 胜, Opponent: 李相勋(大)
Player: 刘昌赫, Date: 2002-01-22, Rating: 3404, Black and White: 执黑, Result: 负, Opponent: 安达勋
Player: 刘昌赫, Date: 2002-01-18, Rating: 3404, Black and White: 执黑, Result: 胜, Opponent: 李世石
Player: 刘昌赫, Date: 2002-01-14, Rating: 3404, Black and White: 执黑, Result: 胜, Opponent: 金日焕
Player: 刘昌赫, Date: 2002-01-10, Rating: 3404, Black and White: 执白, Result: 胜, Opponent: 郑大相
Player: 刘昌赫, Date: 2002-01-04, Rating: 3404, Black and White: 执黑, Result: 胜, Opponent: 徐能旭
Player: 刘昌赫, Date: 2002-01-03, Rating: 3404, Black and White: 执黑, Result: 胜, Opponent: 黄元俊
Player: 谢赫, Date: 2002-12-22, Rating: 3420, Black and White: 执黑, Result: 负, Opponent: 常昊
Player: 谢赫, Date: 2002-12-21, Rating: 3420, Black and White: 执黑, Result: 胜, Opponent: 陶忻
Player: 谢赫, Date: 2002-10-31, Rating: 3419, Black and White: 执白, Result: 胜, Opponent: 常昊
Player: 谢赫, Date: 2002-10-29, Rating: 3418, Black and White: 执白, Result: 胜, Opponent: 古力
Player: 谢赫, Date: 2002-10-29, Rating: 3418, Black and White: 执白, Result: 胜, Opponent: 丁伟
Player: 谢赫, Date: 2002-10-10, Rating: 3417, Black and White: 执白, Result: 负, Opponent: 孔杰
Player: 谢赫, Date: 2002-09-27, Rating: 3417, Black and White: 执白, Result: 胜, Opponent: 孔杰
Player: 谢赫, Date: 2002-09-27, Rating: 3417, Black and White: 执黑, Result: 胜, Opponent: 彭荃
Player: 谢赫, Date: 2002-09-26, Rating: 3417, Black and White: 执白, Result: 胜, Opponent: 张文东
Player: 谢赫, Date: 2002-09-18, Rating: 3416, Black and White: 执白, Result: 负, Opponent: 古力
Player: 谢赫, Date: 2002-09-05, Rating: 3415, Black and White: 执白, Result: 胜, Opponent: 马晓春
Player: 谢赫, Date: 2002-07-15, Rating: 3411, Black and White: 执黑, Result: 胜, Opponent: 李劼
Player: 谢赫, Date: 2002-04-18, Rating: 3404, Black and White: 执白, Result: 胜, Opponent: 张文东
Player: 谢赫, Date: 2002-04-04, Rating: 3402, Black and White: 执白, Result: 胜, Opponent: 马晓春
Player: 常昊, Date: 2002-12-28, Rating: 3389, Black and White: 执黑, Result: 负, Opponent: 李昌镐
Player: 常昊, Date: 2002-12-26, Rating: 3389, Black and White: 执黑, Result: 胜, Opponent: 张栩
Player: 常昊, Date: 2002-12-22, Rating: 3389, Black and White: 执白, Result: 胜, Opponent: 谢赫
Player: 常昊, Date: 2002-12-08, Rating: 3389, Black and White: 执黑, Result: 胜, Opponent: 俞斌
Player: 常昊, Date: 2002-11-23, Rating: 3389, Black and White: 执黑, Result: 胜, Opponent: 俞斌
Player: 常昊, Date: 2002-11-18, Rating: 3389, Black and White: 执白, Result: 胜, Opponent: 俞斌
Player: 常昊, Date: 2002-10-31, Rating: 3389, Black and White: 执黑, Result: 负, Opponent: 谢赫
Player: 常昊, Date: 2002-10-24, Rating: 3389, Black and White: 执黑, Result: 负, Opponent: 朴永训
Player: 常昊, Date: 2002-10-19, Rating: 3389, Black and White: 执黑, Result: 胜, Opponent: 汪洋
Player: 常昊, Date: 2002-10-16, Rating: 3389, Black and White: 执黑, Result: 负, Opponent: 王煜辉
Player: 常昊, Date: 2002-09-12, Rating: 3390, Black and White: 执黑, Result: 负, Opponent: 李昌镐
Player: 常昊, Date: 2002-09-06, Rating: 3390, Black and White: 执白, Result: 胜, Opponent: 王磊
Player: 常昊, Date: 2002-09-04, Rating: 3390, Black and White: 执黑, Result: 胜, Opponent: 王铭琬
Player: 常昊, Date: 2002-09-02, Rating: 3390, Black and White: 执黑, Result: 胜, Opponent: 李世石
Player: 常昊, Date: 2002-08-30, Rating: 3390, Black and White: 执白, Result: 胜, Opponent: 刘昌赫
Player: 常昊, Date: 2002-08-28, Rating: 3390, Black and White: 执白, Result: 胜, Opponent: 崔原踊
Player: 常昊, Date: 2002-08-12, Rating: 3389, Black and White: 执白, Result: 负, Opponent: 俞斌
Player: 常昊, Date: 2002-08-07, Rating: 3389, Black and White: 执黑, Result: 胜, Opponent: 王垚
Player: 常昊, Date: 2002-08-03, Rating: 3389, Black and White: 执黑, Result: 负, Opponent: 邵炜刚
Player: 常昊, Date: 2002-07-15, Rating: 3388, Black and White: 执白, Result: 胜, Opponent: 刘菁
Player: 常昊, Date: 2002-07-02, Rating: 3388, Black and White: 执黑, Result: 负, Opponent: 周鹤洋
Player: 常昊, Date: 2002-06-20, Rating: 3388, Black and White: 执黑, Result: 负, Opponent: 王磊
Player: 常昊, Date: 2002-06-10, Rating: 3388, Black and White: 执黑, Result: 胜, Opponent: 李昌镐
Player: 常昊, Date: 2002-05-20, Rating: 3388, Black and White: 执黑, Result: 胜, Opponent: 周俊勋
Player: 常昊, Date: 2002-05-15, Rating: 3388, Black and White: 执黑, Result: 胜, Opponent: 孔杰
Player: 常昊, Date: 2002-05-09, Rating: 3387, Black and White: 执黑, Result: 胜, Opponent: 李喆
Player: 常昊, Date: 2002-05-02, Rating: 3387, Black and White: 执白, Result: 负, Opponent: 元晟溱
Player: 常昊, Date: 2002-04-25, Rating: 3387, Black and White: 执黑, Result: 胜, Opponent: 林锋
Player: 常昊, Date: 2002-04-13, Rating: 3386, Black and White: 执白, Result: 负, Opponent: 小林觉
Player: 常昊, Date: 2002-04-08, Rating: 3386, Black and White: 执白, Result: 负, Opponent: 马晓春
Player: 常昊, Date: 2002-03-23, Rating: 3386, Black and White: 执白, Result: 胜, Opponent: 大竹英雄
Player: 常昊, Date: 2002-03-22, Rating: 3386, Black and White: 执黑, Result: 负, Opponent: 王铭琬
Player: 常昊, Date: 2002-03-19, Rating: 3386, Black and White: 执黑, Result: 胜, Opponent: 小松英树
Player: 常昊, Date: 2002-03-09, Rating: 3386, Black and White: 执黑, Result: 负, Opponent: 李劼
Player: 常昊, Date: 2002-03-03, Rating: 3386, Black and White: 执黑, Result: 负, Opponent: 黄奕中
Player: 常昊, Date: 2002-03-01, Rating: 3386, Black and White: 执白, Result: 负, Opponent: 黄奕中
Player: 常昊, Date: 2002-02-23, Rating: 3387, Black and White: 执黑, Result: 负, Opponent: 刘小光
Player: 常昊, Date: 2002-01-31, Rating: 3389, Black and White: 执黑, Result: 负, Opponent: 李昌镐
Player: 常昊, Date: 2002-01-30, Rating: 3389, Black and White: 执白, Result: 胜, Opponent: 曹薰铉
Player: 常昊, Date: 2002-01-19, Rating: 3390, Black and White: 执黑, Result: 胜, Opponent: 刘世振
Player: 朴永训, Date: 2002-12-20, Rating: 3396, Black and White: 执白, Result: 胜, Opponent: 白洪淅
Player: 朴永训, Date: 2002-12-17, Rating: 3396, Black and White: 执白, Result: 负, Opponent: 刘昌赫
Player: 朴永训, Date: 2002-12-02, Rating: 3396, Black and White: 执白, Result: 负, Opponent: 曹薰铉
Player: 朴永训, Date: 2002-11-23, Rating: 3396, Black and White: 执黑, Result: 负, Opponent: 孔杰
Player: 朴永训, Date: 2002-11-19, Rating: 3396, Black and White: 执白, Result: 胜, Opponent: 赵大贤
Player: 朴永训, Date: 2002-10-31, Rating: 3397, Black and White: 执黑, Result: 负, Opponent: 李世石
Player: 朴永训, Date: 2002-10-25, Rating: 3397, Black and White: 执白, Result: 胜, Opponent: 张栩
Player: 朴永训, Date: 2002-10-24, Rating: 3397, Black and White: 执白, Result: 胜, Opponent: 常昊
Player: 朴永训, Date: 2002-10-23, Rating: 3397, Black and White: 执白, Result: 胜, Opponent: 王立诚
Player: 朴永训, Date: 2002-10-22, Rating: 3397, Black and White: 执黑, Result: 胜, Opponent: 古力
Player: 朴永训, Date: 2002-10-14, Rating: 3397, Black and White: 执白, Result: 胜, Opponent: 睦镇硕
Player: 朴永训, Date: 2002-10-08, Rating: 3396, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 朴永训, Date: 2002-10-05, Rating: 3396, Black and White: 执黑, Result: 负, Opponent: 古力
Player: 朴永训, Date: 2002-10-03, Rating: 3396, Black and White: 执白, Result: 胜, Opponent: 沟上知亲
Player: 朴永训, Date: 2002-09-23, Rating: 3396, Black and White: 执黑, Result: 胜, Opponent: 崔哲瀚
Player: 朴永训, Date: 2002-09-18, Rating: 3396, Black and White: 执白, Result: 负, Opponent: 崔明勋
Player: 朴永训, Date: 2002-08-30, Rating: 3396, Black and White: 执白, Result: 负, Opponent: 曹大元
Player: 朴永训, Date: 2002-08-28, Rating: 3396, Black and White: 执白, Result: 胜, Opponent: 俞斌
Player: 朴永训, Date: 2002-08-24, Rating: 3396, Black and White: 执白, Result: 胜, Opponent: 黄奕中
Player: 朴永训, Date: 2002-08-23, Rating: 3396, Black and White: 执黑, Result: 负, Opponent: 黄奕中
Player: 朴永训, Date: 2002-08-21, Rating: 3396, Black and White: 执白, Result: 胜, Opponent: 黄奕中
Player: 朴永训, Date: 2002-08-16, Rating: 3396, Black and White: 执黑, Result: 胜, Opponent: 曹薰铉
Player: 朴永训, Date: 2002-08-14, Rating: 3396, Black and White: 执白, Result: 胜, Opponent: 梁建
Player: 朴永训, Date: 2002-07-05, Rating: 3395, Black and White: 执黑, Result: 负, Opponent: 金秀壮
Player: 朴永训, Date: 2002-06-25, Rating: 3395, Black and White: 执黑, Result: 胜, Opponent: 崔哲瀚
Player: 朴永训, Date: 2002-06-05, Rating: 3395, Black and White: 执白, Result: 胜, Opponent: 安达勋
Player: 朴永训, Date: 2002-06-01, Rating: 3395, Black and White: 执白, Result: 负, Opponent: 王铭琬
Player: 朴永训, Date: 2002-05-28, Rating: 3395, Black and White: 执白, Result: 胜, Opponent: 李世石
Player: 朴永训, Date: 2002-05-18, Rating: 3394, Black and White: 执黑, Result: 负, Opponent: 赵治勋
Player: 朴永训, Date: 2002-05-15, Rating: 3394, Black and White: 执黑, Result: 负, Opponent: 刘昌赫
Player: 朴永训, Date: 2002-05-02, Rating: 3395, Black and White: 执黑, Result: 胜, Opponent: 马晓春
Player: 朴永训, Date: 2002-04-18, Rating: 3395, Black and White: 执黑, Result: 胜, Opponent: 刘昌赫
Player: 朴永训, Date: 2002-04-15, Rating: 3395, Black and White: 执白, Result: 胜, Opponent: 俞斌
Player: 朴永训, Date: 2002-04-13, Rating: 3395, Black and White: 执黑, Result: 胜, Opponent: 胡耀宇
Player: 朴永训, Date: 2002-04-08, Rating: 3395, Black and White: 执黑, Result: 胜, Opponent: 崔哲瀚
Player: 朴永训, Date: 2002-03-23, Rating: 3394, Black and White: 执黑, Result: 胜, Opponent: 王铭琬
Player: 朴永训, Date: 2002-03-22, Rating: 3394, Black and White: 执白, Result: 胜, Opponent: 本田邦久
Player: 朴永训, Date: 2002-03-19, Rating: 3393, Black and White: 执黑, Result: 负, Opponent: 山下敬吾
Player: 朴永训, Date: 2002-02-25, Rating: 3392, Black and White: 执白, Result: 胜, Opponent: 金承俊
Player: 朴永训, Date: 2002-02-01, Rating: 3391, Black and White: 执黑, Result: 负, Opponent: 安祚永
Player: 朴永训, Date: 2002-01-28, Rating: 3391, Black and White: 执黑, Result: 胜, Opponent: 李熙星
Player: 朴永训, Date: 2002-01-15, Rating: 3390, Black and White: 执黑, Result: 胜, Opponent: 徐奉洙
Player: 朴永训, Date: 2002-01-03, Rating: 3389, Black and White: 执白, Result: 负, Opponent: 崔哲瀚
Player: 宋泰坤, Date: 2002-12-11, Rating: 3403, Black and White: 执白, Result: 负, Opponent: 曹薰铉
Player: 宋泰坤, Date: 2002-12-04, Rating: 3403, Black and White: 执黑, Result: 胜, Opponent: 曹薰铉
Player: 宋泰坤, Date: 2002-11-22, Rating: 3403, Black and White: 执黑, Result: 负, Opponent: 廉正勋
Player: 宋泰坤, Date: 2002-11-18, Rating: 3403, Black and White: 执白, Result: 胜, Opponent: 曹薰铉
Player: 宋泰坤, Date: 2002-11-15, Rating: 3403, Black and White: 执白, Result: 胜, Opponent: 安祚永
Player: 宋泰坤, Date: 2002-11-11, Rating: 3403, Black and White: 执白, Result: 胜, Opponent: 朴升哲
Player: 宋泰坤, Date: 2002-11-08, Rating: 3403, Black and White: 执白, Result: 负, Opponent: 尹峻相
Player: 宋泰坤, Date: 2002-11-01, Rating: 3403, Black and White: 执黑, Result: 胜, Opponent: 金灿佑
Player: 宋泰坤, Date: 2002-10-28, Rating: 3403, Black and White: 执黑, Result: 负, Opponent: 曹薰铉
Player: 宋泰坤, Date: 2002-10-23, Rating: 3403, Black and White: 执黑, Result: 胜, Opponent: 洪性志
Player: 宋泰坤, Date: 2002-10-18, Rating: 3403, Black and White: 执白, Result: 胜, Opponent: 金万树
Player: 宋泰坤, Date: 2002-10-15, Rating: 3403, Black and White: 执白, Result: 负, Opponent: 李相勋(大)
Player: 宋泰坤, Date: 2002-10-09, Rating: 3403, Black and White: 执白, Result: 胜, Opponent: 金主镐
Player: 宋泰坤, Date: 2002-09-27, Rating: 3404, Black and White: 执黑, Result: 胜, Opponent: 金承俊
Player: 宋泰坤, Date: 2002-09-24, Rating: 3404, Black and White: 执黑, Result: 胜, Opponent: 崔明勋
Player: 宋泰坤, Date: 2002-09-09, Rating: 3403, Black and White: 执黑, Result: 负, Opponent: 李世石
Player: 宋泰坤, Date: 2002-08-15, Rating: 3404, Black and White: 执白, Result: 胜, Opponent: 金主镐
Player: 宋泰坤, Date: 2002-08-15, Rating: 3404, Black and White: 执黑, Result: 胜, Opponent: 金主镐
Player: 宋泰坤, Date: 2002-08-08, Rating: 3404, Black and White: 执白, Result: 胜, Opponent: 李世石
Player: 宋泰坤, Date: 2002-07-29, Rating: 3403, Black and White: 执黑, Result: 负, Opponent: 罗洗河
Player: 宋泰坤, Date: 2002-07-25, Rating: 3403, Black and White: 执黑, Result: 胜, Opponent: 李圣宰
Player: 宋泰坤, Date: 2002-07-01, Rating: 3403, Black and White: 执黑, Result: 胜, Opponent: 李映九
Player: 宋泰坤, Date: 2002-05-27, Rating: 3402, Black and White: 执白, Result: 胜, Opponent: 李昌镐
Player: 宋泰坤, Date: 2002-03-22, Rating: 3398, Black and White: 执黑, Result: 胜, Opponent: 安祚永
Player: 孔杰, Date: 2002-12-01, Rating: 3430, Black and White: 执黑, Result: 负, Opponent: 聂卫平
Player: 孔杰, Date: 2002-11-24, Rating: 3429, Black and White: 执白, Result: 负, Opponent: 小林光一
Player: 孔杰, Date: 2002-11-23, Rating: 3429, Black and White: 执白, Result: 胜, Opponent: 朴永训
Player: 孔杰, Date: 2002-11-21, Rating: 3429, Black and White: 执黑, Result: 胜, Opponent: 朱毅
Player: 孔杰, Date: 2002-11-14, Rating: 3428, Black and White: 执白, Result: 胜, Opponent: 余平
Player: 孔杰, Date: 2002-11-07, Rating: 3427, Black and White: 执黑, Result: 胜, Opponent: 王垚
Player: 孔杰, Date: 2002-10-31, Rating: 3426, Black and White: 执白, Result: 胜, Opponent: 王雷
Player: 孔杰, Date: 2002-10-24, Rating: 3425, Black and White: 执白, Result: 胜, Opponent: 古力
Player: 孔杰, Date: 2002-10-19, Rating: 3424, Black and White: 执白, Result: 胜, Opponent: 胡耀宇
Player: 孔杰, Date: 2002-10-10, Rating: 3423, Black and White: 执黑, Result: 胜, Opponent: 谢赫
Player: 孔杰, Date: 2002-10-05, Rating: 3422, Black and White: 执黑, Result: 胜, Opponent: 赵汉乘
Player: 孔杰, Date: 2002-10-03, Rating: 3421, Black and White: 执黑, Result: 胜, Opponent: 金主镐
Player: 孔杰, Date: 2002-10-02, Rating: 3421, Black and White: 执黑, Result: 胜, Opponent: 河野临
Player: 孔杰, Date: 2002-09-27, Rating: 3420, Black and White: 执黑, Result: 负, Opponent: 谢赫
Player: 孔杰, Date: 2002-09-24, Rating: 3419, Black and White: 执黑, Result: 胜, Opponent: 李康
Player: 孔杰, Date: 2002-09-23, Rating: 3419, Black and White: 执白, Result: 负, Opponent: 彭荃
Player: 孔杰, Date: 2002-09-22, Rating: 3419, Black and White: 执黑, Result: 负, Opponent: 邹俊杰
Player: 孔杰, Date: 2002-09-19, Rating: 3418, Black and White: 执白, Result: 胜, Opponent: 李华嵩
Player: 孔杰, Date: 2002-09-16, Rating: 3418, Black and White: 执白, Result: 负, Opponent: 刘世振
Player: 孔杰, Date: 2002-09-15, Rating: 3418, Black and White: 执黑, Result: 胜, Opponent: 邱峻
Player: 孔杰, Date: 2002-09-14, Rating: 3418, Black and White: 执白, Result: 胜, Opponent: 周俊勋
Player: 孔杰, Date: 2002-09-12, Rating: 3417, Black and White: 执黑, Result: 胜, Opponent: 邹俊杰
Player: 孔杰, Date: 2002-09-05, Rating: 3416, Black and White: 执白, Result: 胜, Opponent: 罗洗河
Player: 孔杰, Date: 2002-08-28, Rating: 3415, Black and White: 执白, Result: 负, Opponent: 崔明勋
Player: 孔杰, Date: 2002-08-13, Rating: 3412, Black and White: 执黑, Result: 胜, Opponent: 邱峻
Player: 孔杰, Date: 2002-08-07, Rating: 3411, Black and White: 执黑, Result: 负, Opponent: 俞斌
Player: 孔杰, Date: 2002-08-03, Rating: 3410, Black and White: 执白, Result: 负, Opponent: 王磊
Player: 孔杰, Date: 2002-07-24, Rating: 3409, Black and White: 执白, Result: 胜, Opponent: 张欣
Player: 孔杰, Date: 2002-07-20, Rating: 3408, Black and White: 执白, Result: 胜, Opponent: 刘星
Player: 孔杰, Date: 2002-06-27, Rating: 3405, Black and White: 执白, Result: 胜, Opponent: 朴升哲
Player: 孔杰, Date: 2002-06-20, Rating: 3404, Black and White: 执白, Result: 胜, Opponent: 朱松力
Player: 孔杰, Date: 2002-06-13, Rating: 3403, Black and White: 执黑, Result: 负, Opponent: 王檄
Player: 孔杰, Date: 2002-06-08, Rating: 3402, Black and White: 执白, Result: 胜, Opponent: 邹俊杰
Player: 孔杰, Date: 2002-06-06, Rating: 3402, Black and White: 执黑, Result: 胜, Opponent: 杨一80
Player: 孔杰, Date: 2002-06-01, Rating: 3401, Black and White: 执白, Result: 负, Opponent: 刘昌赫
Player: 孔杰, Date: 2002-05-23, Rating: 3400, Black and White: 执黑, Result: 负, Opponent: 王磊
Player: 孔杰, Date: 2002-05-20, Rating: 3399, Black and White: 执黑, Result: 负, Opponent: 羽根直树
Player: 孔杰, Date: 2002-05-15, Rating: 3399, Black and White: 执白, Result: 负, Opponent: 常昊
Player: 孔杰, Date: 2002-05-13, Rating: 3398, Black and White: 执黑, Result: 胜, Opponent: 赵兴华
Player: 孔杰, Date: 2002-05-09, Rating: 3398, Black and White: 执白, Result: 负, Opponent: 古力
Player: 孔杰, Date: 2002-04-25, Rating: 3397, Black and White: 执白, Result: 胜, Opponent: 胡耀宇
Player: 孔杰, Date: 2002-04-22, Rating: 3397, Black and White: 执白, Result: 负, Opponent: 马晓春
Player: 孔杰, Date: 2002-04-18, Rating: 3396, Black and White: 执白, Result: 胜, Opponent: 曹大元
Player: 孔杰, Date: 2002-04-15, Rating: 3396, Black and White: 执白, Result: 胜, Opponent: 曹薰铉
Player: 孔杰, Date: 2002-04-13, Rating: 3396, Black and White: 执白, Result: 胜, Opponent: 加藤正夫
Player: 孔杰, Date: 2002-04-08, Rating: 3395, Black and White: 执黑, Result: 胜, Opponent: 阮云生
Player: 孔杰, Date: 2002-04-04, Rating: 3395, Black and White: 执黑, Result: 胜, Opponent: 罗洗河
