Player: 李世石, Date: 2009-10-29, Rating: 3585, Black and White: 执黑, Result: 胜, Opponent: 孔杰
Player: 张栩, Date: 2009-04-13, Rating: 3456, Black and White: 执白, Result: 负, Opponent: 李世石
Player: 张栩, Date: 2009-04-11, Rating: 3456, Black and White: 执黑, Result: 胜, Opponent: 阿基鲁尔
Player: 张栩, Date: 2009-04-09, Rating: 3456, Black and White: 执白, Result: 胜, Opponent: 高尾绅路
Player: 张栩, Date: 2009-04-02, Rating: 3456, Black and White: 执黑, Result: 胜, Opponent: 中小野田智己
Player: 张栩, Date: 2009-03-26, Rating: 3456, Black and White: 执黑, Result: 胜, Opponent: 依田纪基
Player: 张栩, Date: 2009-03-18, Rating: 3456, Black and White: 执黑, Result: 胜, Opponent: 高尾绅路
Player: 张栩, Date: 2009-03-07, Rating: 3456, Black and White: 执白, Result: 负, Opponent: 羽根直树
Player: 张栩, Date: 2009-03-05, Rating: 3456, Black and White: 执白, Result: 负, Opponent: 高尾绅路
Player: 张栩, Date: 2009-02-05, Rating: 3457, Black and White: 执黑, Result: 负, Opponent: 山田规三生
Player: 张栩, Date: 2009-02-01, Rating: 3458, Black and White: 执白, Result: 负, Opponent: 坂井秀至
Player: 张栩, Date: 2009-01-29, Rating: 3458, Black and White: 执黑, Result: 胜, Opponent: 黄翊祖
Player: 张栩, Date: 2009-01-24, Rating: 3458, Black and White: 执白, Result: 胜, Opponent: 河野临
Player: 张栩, Date: 2009-01-17, Rating: 3459, Black and White: 执黑, Result: 负, Opponent: 古力
Player: 张栩, Date: 2009-01-08, Rating: 3459, Black and White: 执白, Result: 负, Opponent: 山下敬吾
Player: 元晟溱, Date: 2009-12-14, Rating: 3450, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 元晟溱, Date: 2009-12-10, Rating: 3450, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 元晟溱, Date: 2009-12-08, Rating: 3450, Black and White: 执黑, Result: 负, Opponent: 李昌镐
Player: 元晟溱, Date: 2009-12-03, Rating: 3450, Black and White: 执白, Result: 胜, Opponent: 李昌镐
Player: 元晟溱, Date: 2009-12-01, Rating: 3449, Black and White: 执黑, Result: 负, Opponent: 李昌镐
Player: 元晟溱, Date: 2009-11-14, Rating: 3449, Black and White: 执白, Result: 胜, Opponent: 韩雄奎
Player: 元晟溱, Date: 2009-11-13, Rating: 3449, Black and White: 执白, Result: 胜, Opponent: 洪性志
Player: 元晟溱, Date: 2009-11-12, Rating: 3449, Black and White: 执黑, Result: 胜, Opponent: 洪性志
Player: 元晟溱, Date: 2009-11-10, Rating: 3449, Black and White: 执白, Result: 负, Opponent: 洪性志
Player: 元晟溱, Date: 2009-10-25, Rating: 3448, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 元晟溱, Date: 2009-10-16, Rating: 3447, Black and White: 执黑, Result: 负, Opponent: 尹峻相
Player: 元晟溱, Date: 2009-10-07, Rating: 3447, Black and White: 执黑, Result: 胜, Opponent: 洪基杓
Player: 元晟溱, Date: 2009-10-01, Rating: 3447, Black and White: 执白, Result: 负, Opponent: 崔哲瀚
Player: 元晟溱, Date: 2009-09-29, Rating: 3447, Black and White: 执黑, Result: 胜, Opponent: 崔明勋
Player: 元晟溱, Date: 2009-09-20, Rating: 3447, Black and White: 执白, Result: 胜, Opponent: 金炯佑
Player: 元晟溱, Date: 2009-09-18, Rating: 3447, Black and White: 执黑, Result: 负, Opponent: 崔哲瀚
Player: 元晟溱, Date: 2009-09-15, Rating: 3447, Black and White: 执白, Result: 胜, Opponent: 韩尚勋
Player: 元晟溱, Date: 2009-08-31, Rating: 3446, Black and White: 执白, Result: 胜, Opponent: 白大铉
Player: 元晟溱, Date: 2009-08-29, Rating: 3446, Black and White: 执白, Result: 胜, Opponent: 朴廷桓
Player: 元晟溱, Date: 2009-08-22, Rating: 3446, Black and White: 执黑, Result: 负, Opponent: 洪性志
Player: 元晟溱, Date: 2009-08-20, Rating: 3446, Black and White: 执白, Result: 胜, Opponent: 尹盛铉
Player: 元晟溱, Date: 2009-08-15, Rating: 3445, Black and White: 执黑, Result: 负, Opponent: 睦镇硕
Player: 元晟溱, Date: 2009-08-05, Rating: 3445, Black and White: 执白, Result: 胜, Opponent: 朴承华
Player: 元晟溱, Date: 2009-07-30, Rating: 3445, Black and White: 执黑, Result: 胜, Opponent: 安亨浚
Player: 元晟溱, Date: 2009-07-27, Rating: 3445, Black and White: 执白, Result: 负, Opponent: 韩尚勋
Player: 元晟溱, Date: 2009-07-09, Rating: 3445, Black and White: 执白, Result: 胜, Opponent: 陈东奎
Player: 元晟溱, Date: 2009-07-07, Rating: 3445, Black and White: 执黑, Result: 胜, Opponent: 崔哲瀚
Player: 元晟溱, Date: 2009-06-28, Rating: 3444, Black and White: 执黑, Result: 胜, Opponent: 姜儒泽
Player: 元晟溱, Date: 2009-06-21, Rating: 3444, Black and White: 执白, Result: 负, Opponent: 李泰贤
Player: 元晟溱, Date: 2009-06-05, Rating: 3443, Black and White: 执白, Result: 负, Opponent: 李映九
Player: 元晟溱, Date: 2009-05-24, Rating: 3443, Black and White: 执黑, Result: 负, Opponent: 洪性志
Player: 元晟溱, Date: 2009-05-20, Rating: 3443, Black and White: 执白, Result: 负, Opponent: 胡耀宇
Player: 元晟溱, Date: 2009-05-18, Rating: 3443, Black and White: 执白, Result: 胜, Opponent: 山下敬吾
Player: 元晟溱, Date: 2009-05-11, Rating: 3443, Black and White: 执白, Result: 负, Opponent: 赵汉乘
Player: 元晟溱, Date: 2009-04-11, Rating: 3444, Black and White: 执黑, Result: 负, Opponent: 井山裕太
Player: 元晟溱, Date: 2009-04-05, Rating: 3444, Black and White: 执白, Result: 负, Opponent: 李世石
Player: 元晟溱, Date: 2009-03-27, Rating: 3445, Black and White: 执白, Result: 负, Opponent: 安祚永
Player: 元晟溱, Date: 2009-03-23, Rating: 3445, Black and White: 执黑, Result: 胜, Opponent: 朴廷桓
Player: 元晟溱, Date: 2009-03-20, Rating: 3445, Black and White: 执白, Result: 胜, Opponent: 王磊
Player: 元晟溱, Date: 2009-01-07, Rating: 3449, Black and White: 执白, Result: 负, Opponent: 朴永训
Player: 谢赫, Date: 2009-12-30, Rating: 3470, Black and White: 执黑, Result: 胜, Opponent: 常昊
Player: 谢赫, Date: 2009-12-28, Rating: 3469, Black and White: 执黑, Result: 胜, Opponent: 吴天
Player: 谢赫, Date: 2009-12-19, Rating: 3468, Black and White: 执白, Result: 负, Opponent: 王煜辉
Player: 谢赫, Date: 2009-12-12, Rating: 3467, Black and White: 执黑, Result: 胜, Opponent: 刘世振
Player: 谢赫, Date: 2009-12-05, Rating: 3466, Black and White: 执白, Result: 胜, Opponent: 陶忻
Player: 谢赫, Date: 2009-11-30, Rating: 3466, Black and White: 执黑, Result: 负, Opponent: 彭立尧
Player: 谢赫, Date: 2009-11-28, Rating: 3465, Black and White: 执白, Result: 胜, Opponent: 金志锡
Player: 谢赫, Date: 2009-11-22, Rating: 3464, Black and White: 执白, Result: 胜, Opponent: 毛睿龙
Player: 谢赫, Date: 2009-11-21, Rating: 3464, Black and White: 执白, Result: 负, Opponent: 李劼
Player: 谢赫, Date: 2009-11-20, Rating: 3464, Black and White: 执黑, Result: 胜, Opponent: 罗洗河
Player: 谢赫, Date: 2009-11-17, Rating: 3464, Black and White: 执黑, Result: 胜, Opponent: 陈耀烨
Player: 谢赫, Date: 2009-11-17, Rating: 3464, Black and White: 执白, Result: 胜, Opponent: 王煜辉
Player: 谢赫, Date: 2009-11-14, Rating: 3463, Black and White: 执白, Result: 负, Opponent: 王雷
Player: 谢赫, Date: 2009-11-07, Rating: 3462, Black and White: 执白, Result: 负, Opponent: 张立
Player: 谢赫, Date: 2009-10-29, Rating: 3461, Black and White: 执黑, Result: 负, Opponent: 唐韦星
Player: 谢赫, Date: 2009-10-20, Rating: 3460, Black and White: 执白, Result: 胜, Opponent: 常昊
Player: 谢赫, Date: 2009-10-20, Rating: 3460, Black and White: 执白, Result: 负, Opponent: 陈耀烨
Player: 谢赫, Date: 2009-10-17, Rating: 3460, Black and White: 执白, Result: 胜, Opponent: 黄晨
Player: 谢赫, Date: 2009-10-10, Rating: 3459, Black and White: 执黑, Result: 胜, Opponent: 党毅飞
Player: 谢赫, Date: 2009-09-12, Rating: 3456, Black and White: 执白, Result: 胜, Opponent: 潘非
Player: 谢赫, Date: 2009-09-07, Rating: 3455, Black and White: 执黑, Result: 负, Opponent: 毛睿龙
Player: 谢赫, Date: 2009-09-05, Rating: 3455, Black and White: 执黑, Result: 胜, Opponent: 汪涛
Player: 谢赫, Date: 2009-08-27, Rating: 3454, Black and White: 执白, Result: 负, Opponent: 江维杰
Player: 谢赫, Date: 2009-07-27, Rating: 3452, Black and White: 执白, Result: 胜, Opponent: 丁伟
Player: 谢赫, Date: 2009-07-11, Rating: 3450, Black and White: 执黑, Result: 负, Opponent: 柁嘉熹
Player: 谢赫, Date: 2009-07-09, Rating: 3450, Black and White: 执白, Result: 胜, Opponent: 常昊
Player: 谢赫, Date: 2009-07-04, Rating: 3449, Black and White: 执白, Result: 负, Opponent: 周鹤洋
Player: 谢赫, Date: 2009-06-27, Rating: 3449, Black and White: 执黑, Result: 胜, Opponent: 彭立尧
Player: 谢赫, Date: 2009-06-18, Rating: 3448, Black and White: 执白, Result: 胜, Opponent: 牛雨田
Player: 谢赫, Date: 2009-06-13, Rating: 3447, Black and White: 执白, Result: 负, Opponent: 罗洗河
Player: 谢赫, Date: 2009-06-06, Rating: 3447, Black and White: 执黑, Result: 负, Opponent: 黄晨
Player: 谢赫, Date: 2009-06-01, Rating: 3446, Black and White: 执黑, Result: 负, Opponent: 周鹤洋
Player: 谢赫, Date: 2009-05-30, Rating: 3446, Black and White: 执黑, Result: 胜, Opponent: 钟文靖
Player: 谢赫, Date: 2009-05-28, Rating: 3446, Black and White: 执白, Result: 负, Opponent: 党毅飞
Player: 谢赫, Date: 2009-05-23, Rating: 3446, Black and White: 执白, Result: 负, Opponent: 李喆
Player: 谢赫, Date: 2009-05-14, Rating: 3446, Black and White: 执黑, Result: 胜, Opponent: 蓝天
Player: 谢赫, Date: 2009-05-09, Rating: 3445, Black and White: 执黑, Result: 负, Opponent: 王雷
Player: 谢赫, Date: 2009-04-20, Rating: 3445, Black and White: 执黑, Result: 负, Opponent: 金成宰
Player: 谢赫, Date: 2009-04-19, Rating: 3445, Black and White: 执黑, Result: 胜, Opponent: 韩雄奎
Player: 谢赫, Date: 2009-04-13, Rating: 3445, Black and White: 执白, Result: 负, Opponent: 朴永训
Player: 谢赫, Date: 2009-04-11, Rating: 3445, Black and White: 执黑, Result: 胜, Opponent: 崔哲瀚
Player: 谢赫, Date: 2009-04-07, Rating: 3445, Black and White: 执白, Result: 负, Opponent: 李喆
Player: 谢赫, Date: 2009-04-02, Rating: 3446, Black and White: 执黑, Result: 胜, Opponent: 祁立鹤
Player: 谢赫, Date: 2009-03-15, Rating: 3446, Black and White: 执白, Result: 负, Opponent: 古灵益
Player: 谢赫, Date: 2009-03-14, Rating: 3446, Black and White: 执黑, Result: 胜, Opponent: 孙力
Player: 谢赫, Date: 2009-03-01, Rating: 3446, Black and White: 执黑, Result: 负, Opponent: 赵汉乘
Player: 谢赫, Date: 2009-02-17, Rating: 3447, Black and White: 执黑, Result: 负, Opponent: 孙力
Player: 谢赫, Date: 2009-02-13, Rating: 3447, Black and White: 执白, Result: 负, Opponent: 檀啸
Player: 谢赫, Date: 2009-02-11, Rating: 3447, Black and White: 执白, Result: 胜, Opponent: 朱元豪
Player: 李喆, Date: 2009-12-30, Rating: 3477, Black and White: 执黑, Result: 胜, Opponent: 王雷
Player: 李喆, Date: 2009-12-19, Rating: 3476, Black and White: 执黑, Result: 负, Opponent: 常昊
Player: 李喆, Date: 2009-12-12, Rating: 3476, Black and White: 执白, Result: 胜, Opponent: 周睿羊
Player: 李喆, Date: 2009-12-05, Rating: 3476, Black and White: 执黑, Result: 胜, Opponent: 时越
Player: 李喆, Date: 2009-12-02, Rating: 3475, Black and White: 执黑, Result: 胜, Opponent: 朴廷桓
Player: 李喆, Date: 2009-12-01, Rating: 3475, Black and White: 执白, Result: 胜, Opponent: 萧正浩
Player: 李喆, Date: 2009-11-30, Rating: 3475, Black and White: 执黑, Result: 胜, Opponent: 李沂修
Player: 李喆, Date: 2009-11-28, Rating: 3475, Black and White: 执白, Result: 胜, Opponent: 廖行文
Player: 李喆, Date: 2009-11-15, Rating: 3474, Black and White: 执黑, Result: 负, Opponent: 古力
Player: 李喆, Date: 2009-11-07, Rating: 3473, Black and White: 执黑, Result: 胜, Opponent: 罗洗河
Player: 李喆, Date: 2009-10-29, Rating: 3472, Black and White: 执白, Result: 负, Opponent: 崔哲瀚
Player: 李喆, Date: 2009-10-20, Rating: 3472, Black and White: 执白, Result: 负, Opponent: 周鹤洋
Player: 李喆, Date: 2009-10-17, Rating: 3471, Black and White: 执黑, Result: 胜, Opponent: 李映九
Player: 李喆, Date: 2009-10-10, Rating: 3471, Black and White: 执白, Result: 负, Opponent: 王垚
Player: 李喆, Date: 2009-09-12, Rating: 3470, Black and White: 执白, Result: 负, Opponent: 王檄
Player: 李喆, Date: 2009-09-07, Rating: 3469, Black and White: 执黑, Result: 胜, Opponent: 刘星
Player: 李喆, Date: 2009-09-05, Rating: 3469, Black and White: 执白, Result: 胜, Opponent: 孔杰
Player: 李喆, Date: 2009-08-06, Rating: 3467, Black and White: 执白, Result: 胜, Opponent: 姜儒泽
Player: 李喆, Date: 2009-07-27, Rating: 3466, Black and White: 执白, Result: 负, Opponent: 邱峻
Player: 李喆, Date: 2009-07-11, Rating: 3465, Black and White: 执白, Result: 负, Opponent: 常昊
Player: 李喆, Date: 2009-07-09, Rating: 3465, Black and White: 执黑, Result: 胜, Opponent: 周睿羊
Player: 李喆, Date: 2009-07-04, Rating: 3465, Black and White: 执白, Result: 负, Opponent: 李世石
Player: 李喆, Date: 2009-06-30, Rating: 3465, Black and White: 执黑, Result: 负, Opponent: 江维杰
Player: 李喆, Date: 2009-06-27, Rating: 3465, Black and White: 执黑, Result: 胜, Opponent: 丁伟
Player: 李喆, Date: 2009-06-18, Rating: 3464, Black and White: 执白, Result: 胜, Opponent: 彭荃
Player: 李喆, Date: 2009-06-13, Rating: 3464, Black and White: 执黑, Result: 负, Opponent: 崔哲瀚
Player: 李喆, Date: 2009-06-06, Rating: 3464, Black and White: 执白, Result: 胜, Opponent: 古灵益
Player: 李喆, Date: 2009-06-01, Rating: 3463, Black and White: 执白, Result: 负, Opponent: 邱峻
Player: 李喆, Date: 2009-05-30, Rating: 3463, Black and White: 执黑, Result: 胜, Opponent: 彭荃
Player: 李喆, Date: 2009-05-28, Rating: 3463, Black and White: 执黑, Result: 胜, Opponent: 王垚
Player: 李喆, Date: 2009-05-23, Rating: 3463, Black and White: 执黑, Result: 胜, Opponent: 谢赫
Player: 李喆, Date: 2009-05-14, Rating: 3462, Black and White: 执白, Result: 胜, Opponent: 刘星
Player: 李喆, Date: 2009-05-09, Rating: 3462, Black and White: 执黑, Result: 负, Opponent: 孔杰
Player: 李喆, Date: 2009-04-09, Rating: 3459, Black and White: 执白, Result: 负, Opponent: 刘星
Player: 李喆, Date: 2009-04-07, Rating: 3459, Black and White: 执黑, Result: 胜, Opponent: 谢赫
Player: 李喆, Date: 2009-04-05, Rating: 3459, Black and White: 执白, Result: 胜, Opponent: 邵炜刚
Player: 李喆, Date: 2009-04-03, Rating: 3459, Black and White: 执白, Result: 胜, Opponent: 邬光亚
Player: 李喆, Date: 2009-03-06, Rating: 3456, Black and White: 执黑, Result: 负, Opponent: 周鹤洋
Player: 李喆, Date: 2009-02-17, Rating: 3454, Black and White: 执白, Result: 负, Opponent: 檀啸
Player: 李喆, Date: 2009-02-13, Rating: 3454, Black and White: 执白, Result: 胜, Opponent: 孔杰
Player: 李喆, Date: 2009-02-11, Rating: 3454, Black and White: 执黑, Result: 胜, Opponent: 彭荃
Player: 李喆, Date: 2009-02-08, Rating: 3453, Black and White: 执黑, Result: 负, Opponent: 周睿羊
Player: 王檄, Date: 2009-12-30, Rating: 3463, Black and White: 执白, Result: 胜, Opponent: 王磊
Player: 王檄, Date: 2009-12-19, Rating: 3462, Black and White: 执黑, Result: 负, Opponent: 陈耀烨
Player: 王檄, Date: 2009-12-12, Rating: 3462, Black and White: 执白, Result: 负, Opponent: 胡耀宇
Player: 王檄, Date: 2009-12-05, Rating: 3463, Black and White: 执黑, Result: 胜, Opponent: 周鹤洋
Player: 王檄, Date: 2009-11-30, Rating: 3463, Black and White: 执白, Result: 胜, Opponent: 时越
Player: 王檄, Date: 2009-11-22, Rating: 3463, Black and White: 执黑, Result: 负, Opponent: 江维杰
Player: 王檄, Date: 2009-11-21, Rating: 3463, Black and White: 执黑, Result: 负, Opponent: 杨一80
Player: 王檄, Date: 2009-11-20, Rating: 3463, Black and White: 执白, Result: 胜, Opponent: 陈耀烨
Player: 王檄, Date: 2009-11-07, Rating: 3463, Black and White: 执黑, Result: 胜, Opponent: 牛雨田
Player: 王檄, Date: 2009-10-29, Rating: 3463, Black and White: 执黑, Result: 胜, Opponent: 彭荃
Player: 王檄, Date: 2009-10-25, Rating: 3463, Black and White: 执黑, Result: 胜, Opponent: 王垚
Player: 王檄, Date: 2009-10-23, Rating: 3463, Black and White: 执白, Result: 胜, Opponent: 王垚
Player: 王檄, Date: 2009-10-20, Rating: 3463, Black and White: 执白, Result: 负, Opponent: 牛雨田
Player: 王檄, Date: 2009-10-17, Rating: 3463, Black and White: 执黑, Result: 胜, Opponent: 王昊洋
Player: 王檄, Date: 2009-10-10, Rating: 3462, Black and White: 执黑, Result: 胜, Opponent: 李劼
Player: 王檄, Date: 2009-09-12, Rating: 3462, Black and White: 执黑, Result: 胜, Opponent: 李喆
Player: 王檄, Date: 2009-09-07, Rating: 3461, Black and White: 执黑, Result: 胜, Opponent: 陈潇楠
Player: 王檄, Date: 2009-09-05, Rating: 3461, Black and White: 执白, Result: 负, Opponent: 江维杰
Player: 王檄, Date: 2009-08-19, Rating: 3460, Black and White: 执黑, Result: 胜, Opponent: 彭立尧
Player: 王檄, Date: 2009-08-17, Rating: 3460, Black and White: 执白, Result: 胜, Opponent: 彭立尧
Player: 王檄, Date: 2009-07-11, Rating: 3458, Black and White: 执白, Result: 胜, Opponent: 王煜辉
Player: 王檄, Date: 2009-07-09, Rating: 3457, Black and White: 执白, Result: 胜, Opponent: 邱峻
Player: 王檄, Date: 2009-07-04, Rating: 3457, Black and White: 执黑, Result: 负, Opponent: 崔灿
Player: 王檄, Date: 2009-07-01, Rating: 3457, Black and White: 执黑, Result: 负, Opponent: 彭荃
Player: 王檄, Date: 2009-06-30, Rating: 3457, Black and White: 执黑, Result: 胜, Opponent: 段嵘
Player: 王檄, Date: 2009-06-30, Rating: 3457, Black and White: 执白, Result: 胜, Opponent: 董彦
Player: 王檄, Date: 2009-06-27, Rating: 3456, Black and White: 执白, Result: 胜, Opponent: 朴文垚
Player: 王檄, Date: 2009-06-18, Rating: 3456, Black and White: 执白, Result: 负, Opponent: 李康
Player: 王檄, Date: 2009-06-13, Rating: 3455, Black and White: 执黑, Result: 胜, Opponent: 黄奕中
Player: 王檄, Date: 2009-06-06, Rating: 3455, Black and White: 执白, Result: 胜, Opponent: 张东岳
Player: 王檄, Date: 2009-06-03, Rating: 3455, Black and White: 执白, Result: 胜, Opponent: 孔杰
Player: 王檄, Date: 2009-06-01, Rating: 3455, Black and White: 执白, Result: 胜, Opponent: 胡耀宇
Player: 王檄, Date: 2009-05-30, Rating: 3454, Black and White: 执白, Result: 胜, Opponent: 王磊
Player: 王檄, Date: 2009-05-28, Rating: 3454, Black and White: 执白, Result: 负, Opponent: 古灵益
Player: 王檄, Date: 2009-05-23, Rating: 3454, Black and White: 执黑, Result: 负, Opponent: 钟文靖
Player: 王檄, Date: 2009-05-18, Rating: 3453, Black and White: 执黑, Result: 负, Opponent: 陈诗渊
Player: 王檄, Date: 2009-05-14, Rating: 3453, Black and White: 执白, Result: 负, Opponent: 付冲
Player: 王檄, Date: 2009-05-09, Rating: 3453, Black and White: 执白, Result: 胜, Opponent: 江维杰
Player: 王檄, Date: 2009-05-05, Rating: 3453, Black and White: 执白, Result: 负, Opponent: 周鹤洋
Player: 王檄, Date: 2009-04-20, Rating: 3452, Black and White: 执白, Result: 胜, Opponent: 李泰贤
Player: 王檄, Date: 2009-04-07, Rating: 3452, Black and White: 执白, Result: 负, Opponent: 柁嘉熹
Player: 王檄, Date: 2009-03-31, Rating: 3452, Black and White: 执黑, Result: 胜, Opponent: 檀啸
Player: 王檄, Date: 2009-03-14, Rating: 3451, Black and White: 执黑, Result: 负, Opponent: 古灵益
Player: 王檄, Date: 2009-02-17, Rating: 3451, Black and White: 执黑, Result: 胜, Opponent: 彭荃
Player: 王檄, Date: 2009-02-17, Rating: 3451, Black and White: 执黑, Result: 胜, Opponent: 江维杰
Player: 王檄, Date: 2009-02-15, Rating: 3451, Black and White: 执白, Result: 负, Opponent: 时越
Player: 王檄, Date: 2009-02-13, Rating: 3451, Black and White: 执黑, Result: 负, Opponent: 陈耀烨
Player: 王檄, Date: 2009-02-11, Rating: 3451, Black and White: 执黑, Result: 胜, Opponent: 尹航
Player: 王檄, Date: 2009-02-08, Rating: 3451, Black and White: 执白, Result: 胜, Opponent: 陶欣然
Player: 范廷钰, Date: 2009-12-30, Rating: 3471, Black and White: 执黑, Result: 负, Opponent: 王垚
Player: 范廷钰, Date: 2009-12-29, Rating: 3471, Black and White: 执黑, Result: 胜, Opponent: 吴天
Player: 范廷钰, Date: 2009-12-28, Rating: 3471, Black and White: 执黑, Result: 胜, Opponent: 王晨星
Player: 范廷钰, Date: 2009-12-20, Rating: 3471, Black and White: 执白, Result: 胜, Opponent: 邱金波
Player: 范廷钰, Date: 2009-03-06, Rating: 3452, Black and White: 执黑, Result: 负, Opponent: 陶欣然
Player: 范廷钰, Date: 2009-03-05, Rating: 3452, Black and White: 执黑, Result: 胜, Opponent: 杨冬
Player: 范廷钰, Date: 2009-03-04, Rating: 3452, Black and White: 执黑, Result: 胜, Opponent: 赵兴华
Player: 范廷钰, Date: 2009-03-03, Rating: 3452, Black and White: 执白, Result: 胜, Opponent: 涂清
Player: 常昊, Date: 2009-12-30, Rating: 3416, Black and White: 执白, Result: 负, Opponent: 谢赫
Player: 常昊, Date: 2009-12-19, Rating: 3417, Black and White: 执白, Result: 胜, Opponent: 李喆
Player: 常昊, Date: 2009-12-05, Rating: 3419, Black and White: 执黑, Result: 胜, Opponent: 江维杰
Player: 常昊, Date: 2009-11-28, Rating: 3419, Black and White: 执黑, Result: 负, Opponent: 孔杰
Player: 常昊, Date: 2009-11-19, Rating: 3420, Black and White: 执白, Result: 胜, Opponent: 孔杰
Player: 常昊, Date: 2009-11-15, Rating: 3421, Black and White: 执黑, Result: 负, Opponent: 柁嘉熹
Player: 常昊, Date: 2009-10-29, Rating: 3422, Black and White: 执白, Result: 负, Opponent: 周鹤洋
Player: 常昊, Date: 2009-10-26, Rating: 3422, Black and White: 执黑, Result: 胜, Opponent: 陈潇楠
Player: 常昊, Date: 2009-10-22, Rating: 3423, Black and White: 执黑, Result: 胜, Opponent: 彭荃
Player: 常昊, Date: 2009-10-20, Rating: 3423, Black and White: 执黑, Result: 负, Opponent: 谢赫
Player: 常昊, Date: 2009-10-17, Rating: 3423, Black and White: 执黑, Result: 胜, Opponent: 李世石
Player: 常昊, Date: 2009-10-13, Rating: 3424, Black and White: 执黑, Result: 负, Opponent: 古力
Player: 常昊, Date: 2009-10-10, Rating: 3424, Black and White: 执黑, Result: 负, Opponent: 李康
Player: 常昊, Date: 2009-09-11, Rating: 3427, Black and White: 执黑, Result: 胜, Opponent: 朴永训
Player: 常昊, Date: 2009-09-10, Rating: 3427, Black and White: 执黑, Result: 胜, Opponent: 曹薰铉
Player: 常昊, Date: 2009-09-07, Rating: 3427, Black and White: 执白, Result: 负, Opponent: 崔哲瀚
Player: 常昊, Date: 2009-09-05, Rating: 3428, Black and White: 执黑, Result: 胜, Opponent: 杨一80
Player: 常昊, Date: 2009-09-01, Rating: 3428, Black and White: 执白, Result: 负, Opponent: 陈耀烨
Player: 常昊, Date: 2009-08-19, Rating: 3429, Black and White: 执黑, Result: 负, Opponent: 王垚
Player: 常昊, Date: 2009-08-17, Rating: 3429, Black and White: 执白, Result: 负, Opponent: 王垚
Player: 常昊, Date: 2009-08-12, Rating: 3430, Black and White: 执黑, Result: 胜, Opponent: 刘曦
Player: 常昊, Date: 2009-07-11, Rating: 3434, Black and White: 执黑, Result: 胜, Opponent: 李喆
Player: 常昊, Date: 2009-07-09, Rating: 3434, Black and White: 执黑, Result: 负, Opponent: 谢赫
Player: 常昊, Date: 2009-07-06, Rating: 3435, Black and White: 执白, Result: 负, Opponent: 朴永训
Player: 常昊, Date: 2009-07-04, Rating: 3435, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 常昊, Date: 2009-06-27, Rating: 3436, Black and White: 执黑, Result: 胜, Opponent: 陈耀烨
Player: 常昊, Date: 2009-06-24, Rating: 3436, Black and White: 执白, Result: 胜, Opponent: 李昌镐
Player: 常昊, Date: 2009-06-22, Rating: 3437, Black and White: 执黑, Result: 胜, Opponent: 李昌镐
Player: 常昊, Date: 2009-06-18, Rating: 3437, Black and White: 执黑, Result: 胜, Opponent: 付冲
Player: 常昊, Date: 2009-06-09, Rating: 3438, Black and White: 执白, Result: 胜, Opponent: 王磊
Player: 常昊, Date: 2009-06-06, Rating: 3438, Black and White: 执白, Result: 胜, Opponent: 李世石
Player: 常昊, Date: 2009-06-03, Rating: 3438, Black and White: 执白, Result: 胜, Opponent: 古力
Player: 常昊, Date: 2009-06-01, Rating: 3438, Black and White: 执白, Result: 胜, Opponent: 陈耀烨
Player: 常昊, Date: 2009-05-30, Rating: 3438, Black and White: 执白, Result: 胜, Opponent: 古灵益
Player: 常昊, Date: 2009-05-28, Rating: 3438, Black and White: 执黑, Result: 负, Opponent: 牛雨田
Player: 常昊, Date: 2009-05-23, Rating: 3438, Black and White: 执白, Result: 胜, Opponent: 罗洗河
Player: 常昊, Date: 2009-05-18, Rating: 3438, Black and White: 执白, Result: 负, Opponent: 许映皓
Player: 常昊, Date: 2009-05-14, Rating: 3438, Black and White: 执黑, Result: 负, Opponent: 崔哲瀚
Player: 常昊, Date: 2009-05-09, Rating: 3438, Black and White: 执黑, Result: 胜, Opponent: 孙力
Player: 常昊, Date: 2009-04-13, Rating: 3438, Black and White: 执黑, Result: 胜, Opponent: 羽根直树
Player: 常昊, Date: 2009-04-07, Rating: 3438, Black and White: 执白, Result: 负, Opponent: 杨一80
Player: 常昊, Date: 2009-03-31, Rating: 3438, Black and White: 执黑, Result: 负, Opponent: 周鹤洋
Player: 常昊, Date: 2009-03-28, Rating: 3439, Black and White: 执白, Result: 负, Opponent: 朴永训
Player: 常昊, Date: 2009-03-20, Rating: 3439, Black and White: 执黑, Result: 胜, Opponent: 崔圭丙
Player: 常昊, Date: 2009-03-06, Rating: 3440, Black and White: 执黑, Result: 胜, Opponent: 俞斌
Player: 常昊, Date: 2009-03-03, Rating: 3440, Black and White: 执黑, Result: 胜, Opponent: 彭立尧
Player: 常昊, Date: 2009-02-18, Rating: 3440, Black and White: 执白, Result: 负, Opponent: 李世石
Player: 常昊, Date: 2009-02-17, Rating: 3440, Black and White: 执黑, Result: 胜, Opponent: 高尾绅路
Player: 常昊, Date: 2009-02-11, Rating: 3440, Black and White: 执黑, Result: 负, Opponent: 孟泰龄
Player: 常昊, Date: 2009-02-08, Rating: 3440, Black and White: 执白, Result: 负, Opponent: 佟禹林
