Player: 李昌镐, Date: 2004-12-20, Rating: 3522, Black and White: 执黑, Result: 胜, Opponent: 刘昌赫
Player: 崔哲瀚, Date: 2004-08-21, Rating: 3457, Black and White: 执白, Result: 胜, Opponent: 彦坂直人
Player: 崔哲瀚, Date: 2004-08-17, Rating: 3457, Black and White: 执黑, Result: 胜, Opponent: 睦镇硕
Player: 崔哲瀚, Date: 2004-08-16, Rating: 3456, Black and White: 执黑, Result: 胜, Opponent: 尹奇铉
Player: 崔哲瀚, Date: 2004-08-13, Rating: 3456, Black and White: 执黑, Result: 负, Opponent: 古力
Player: 崔哲瀚, Date: 2004-08-12, Rating: 3456, Black and White: 执黑, Result: 胜, Opponent: 古力
Player: 崔哲瀚, Date: 2004-08-10, Rating: 3456, Black and White: 执白, Result: 负, Opponent: 古力
Player: 崔哲瀚, Date: 2004-07-18, Rating: 3454, Black and White: 执白, Result: 胜, Opponent: 曹薰铉
Player: 崔哲瀚, Date: 2004-07-12, Rating: 3454, Black and White: 执白, Result: 胜, Opponent: 赵惠连
Player: 崔哲瀚, Date: 2004-07-02, Rating: 3453, Black and White: 执白, Result: 负, Opponent: 李世石
Player: 崔哲瀚, Date: 2004-06-22, Rating: 3452, Black and White: 执白, Result: 胜, Opponent: 洪性志
Player: 崔哲瀚, Date: 2004-06-18, Rating: 3452, Black and White: 执黑, Result: 负, Opponent: 李昌镐
Player: 崔哲瀚, Date: 2004-06-16, Rating: 3452, Black and White: 执黑, Result: 胜, Opponent: 崔明勋
Player: 崔哲瀚, Date: 2004-06-14, Rating: 3451, Black and White: 执白, Result: 负, Opponent: 宋泰坤
Player: 崔哲瀚, Date: 2004-06-13, Rating: 3451, Black and White: 执白, Result: 胜, Opponent: 刘昌赫
Player: 崔哲瀚, Date: 2004-06-10, Rating: 3451, Black and White: 执黑, Result: 负, Opponent: 李熙星
Player: 崔哲瀚, Date: 2004-06-05, Rating: 3451, Black and White: 执白, Result: 负, Opponent: 刘昌赫
Player: 崔哲瀚, Date: 2004-05-20, Rating: 3451, Black and White: 执黑, Result: 负, Opponent: 孔杰
Player: 崔哲瀚, Date: 2004-05-16, Rating: 3451, Black and White: 执黑, Result: 负, Opponent: 李昌镐
Player: 崔哲瀚, Date: 2004-05-12, Rating: 3451, Black and White: 执白, Result: 胜, Opponent: 金大容
Player: 崔哲瀚, Date: 2004-04-24, Rating: 3451, Black and White: 执黑, Result: 胜, Opponent: 李昌镐
Player: 崔哲瀚, Date: 2004-04-22, Rating: 3451, Black and White: 执黑, Result: 胜, Opponent: 马晓春
Player: 崔哲瀚, Date: 2004-04-20, Rating: 3451, Black and White: 执黑, Result: 胜, Opponent: 羽根直树
Player: 崔哲瀚, Date: 2004-04-16, Rating: 3451, Black and White: 执黑, Result: 胜, Opponent: 李昌镐
Player: 崔哲瀚, Date: 2004-04-12, Rating: 3450, Black and White: 执白, Result: 胜, Opponent: 羽根直树
Player: 崔哲瀚, Date: 2004-04-10, Rating: 3450, Black and White: 执黑, Result: 胜, Opponent: 丝维塔
Player: 崔哲瀚, Date: 2004-04-06, Rating: 3450, Black and White: 执白, Result: 胜, Opponent: 李昌镐
Player: 崔哲瀚, Date: 2004-04-02, Rating: 3450, Black and White: 执白, Result: 胜, Opponent: 尹盛铉
Player: 崔哲瀚, Date: 2004-03-23, Rating: 3449, Black and White: 执白, Result: 负, Opponent: 孔杰
Player: 崔哲瀚, Date: 2004-03-22, Rating: 3449, Black and White: 执白, Result: 胜, Opponent: 山下敬吾
Player: 崔哲瀚, Date: 2004-03-21, Rating: 3448, Black and White: 执黑, Result: 胜, Opponent: 林海峰
Player: 崔哲瀚, Date: 2004-03-12, Rating: 3448, Black and White: 执黑, Result: 负, Opponent: 尹峻相
Player: 崔哲瀚, Date: 2004-03-08, Rating: 3447, Black and White: 执黑, Result: 胜, Opponent: 洪性志
Player: 崔哲瀚, Date: 2004-03-05, Rating: 3447, Black and White: 执黑, Result: 胜, Opponent: 李昌镐
Player: 崔哲瀚, Date: 2004-03-02, Rating: 3447, Black and White: 执黑, Result: 胜, Opponent: 李昌镐
Player: 崔哲瀚, Date: 2004-02-27, Rating: 3446, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 崔哲瀚, Date: 2004-02-23, Rating: 3446, Black and White: 执黑, Result: 胜, Opponent: 李昌镐
Player: 崔哲瀚, Date: 2004-02-20, Rating: 3445, Black and White: 执黑, Result: 胜, Opponent: 柳才馨
Player: 崔哲瀚, Date: 2004-02-18, Rating: 3445, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 崔哲瀚, Date: 2004-02-07, Rating: 3444, Black and White: 执黑, Result: 胜, Opponent: 李昌镐
Player: 崔哲瀚, Date: 2004-01-30, Rating: 3442, Black and White: 执白, Result: 负, Opponent: 柳才馨
Player: 崔哲瀚, Date: 2004-01-19, Rating: 3441, Black and White: 执黑, Result: 胜, Opponent: 柳才馨
Player: 崔哲瀚, Date: 2004-01-14, Rating: 3440, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 崔哲瀚, Date: 2004-01-06, Rating: 3439, Black and White: 执黑, Result: 胜, Opponent: 睦镇硕
Player: 谢赫, Date: 2004-12-16, Rating: 3463, Black and White: 执黑, Result: 胜, Opponent: 李喆
Player: 谢赫, Date: 2004-12-09, Rating: 3462, Black and White: 执白, Result: 胜, Opponent: 杨一80
Player: 谢赫, Date: 2004-12-02, Rating: 3461, Black and White: 执白, Result: 负, Opponent: 陈耀烨
Player: 谢赫, Date: 2004-11-25, Rating: 3460, Black and White: 执白, Result: 胜, Opponent: 邵炜刚
Player: 谢赫, Date: 2004-11-18, Rating: 3459, Black and White: 执白, Result: 负, Opponent: 常昊
Player: 谢赫, Date: 2004-11-11, Rating: 3458, Black and White: 执黑, Result: 胜, Opponent: 王檄
Player: 谢赫, Date: 2004-11-04, Rating: 3458, Black and White: 执白, Result: 胜, Opponent: 王东亮
Player: 谢赫, Date: 2004-10-21, Rating: 3456, Black and White: 执白, Result: 胜, Opponent: 罗洗河
Player: 谢赫, Date: 2004-10-14, Rating: 3455, Black and White: 执白, Result: 胜, Opponent: 周睿羊
Player: 谢赫, Date: 2004-10-09, Rating: 3454, Black and White: 执白, Result: 胜, Opponent: 俞斌
Player: 谢赫, Date: 2004-09-09, Rating: 3449, Black and White: 执黑, Result: 负, Opponent: 聂卫平
Player: 谢赫, Date: 2004-09-01, Rating: 3448, Black and White: 执白, Result: 负, Opponent: 安达勋
Player: 谢赫, Date: 2004-07-01, Rating: 3441, Black and White: 执白, Result: 负, Opponent: 李喆
Player: 谢赫, Date: 2004-06-24, Rating: 3441, Black and White: 执黑, Result: 胜, Opponent: 杨一80
Player: 谢赫, Date: 2004-06-17, Rating: 3440, Black and White: 执黑, Result: 胜, Opponent: 汪洋
Player: 谢赫, Date: 2004-06-10, Rating: 3439, Black and White: 执白, Result: 胜, Opponent: 李世石
Player: 谢赫, Date: 2004-06-03, Rating: 3438, Black and White: 执白, Result: 负, Opponent: 胡耀宇
Player: 谢赫, Date: 2004-05-27, Rating: 3438, Black and White: 执白, Result: 负, Opponent: 王檄
Player: 谢赫, Date: 2004-05-20, Rating: 3437, Black and White: 执白, Result: 胜, Opponent: 岳亮
Player: 谢赫, Date: 2004-05-13, Rating: 3436, Black and White: 执白, Result: 胜, Opponent: 付冲
Player: 谢赫, Date: 2004-05-10, Rating: 3436, Black and White: 执白, Result: 胜, Opponent: 罗洗河
Player: 谢赫, Date: 2004-04-29, Rating: 3435, Black and White: 执黑, Result: 负, Opponent: 赵守洵
Player: 谢赫, Date: 2004-04-15, Rating: 3434, Black and White: 执白, Result: 负, Opponent: 王煜辉
Player: 谢赫, Date: 2004-03-31, Rating: 3433, Black and White: 执白, Result: 负, Opponent: 古力
Player: 谢赫, Date: 2004-03-29, Rating: 3433, Black and White: 执黑, Result: 负, Opponent: 古力
Player: 谢赫, Date: 2004-02-28, Rating: 3432, Black and White: 执黑, Result: 胜, Opponent: 俞斌
Player: 谢赫, Date: 2004-02-26, Rating: 3432, Black and White: 执白, Result: 胜, Opponent: 刘世振
Player: 朴永训, Date: 2004-12-30, Rating: 3443, Black and White: 执白, Result: 胜, Opponent: 徐能旭
Player: 朴永训, Date: 2004-12-29, Rating: 3443, Black and White: 执白, Result: 胜, Opponent: 朴正祥
Player: 朴永训, Date: 2004-12-05, Rating: 3440, Black and White: 执白, Result: 负, Opponent: 刘昌赫
Player: 朴永训, Date: 2004-11-24, Rating: 3439, Black and White: 执黑, Result: 胜, Opponent: 睦镇硕
Player: 朴永训, Date: 2004-11-14, Rating: 3438, Black and White: 执黑, Result: 负, Opponent: 曹薰铉
Player: 朴永训, Date: 2004-11-06, Rating: 3437, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 朴永训, Date: 2004-11-01, Rating: 3437, Black and White: 执黑, Result: 负, Opponent: 李昌镐
Player: 朴永训, Date: 2004-10-21, Rating: 3436, Black and White: 执黑, Result: 胜, Opponent: 卢永夏
Player: 朴永训, Date: 2004-10-19, Rating: 3436, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 朴永训, Date: 2004-10-10, Rating: 3436, Black and White: 执白, Result: 负, Opponent: 崔哲瀚
Player: 朴永训, Date: 2004-10-07, Rating: 3435, Black and White: 执白, Result: 负, Opponent: 周鹤洋
Player: 朴永训, Date: 2004-09-24, Rating: 3435, Black and White: 执白, Result: 胜, Opponent: 金主镐
Player: 朴永训, Date: 2004-09-18, Rating: 3435, Black and White: 执黑, Result: 胜, Opponent: 王铭琬
Player: 朴永训, Date: 2004-09-16, Rating: 3435, Black and White: 执白, Result: 胜, Opponent: 周俊勋
Player: 朴永训, Date: 2004-09-09, Rating: 3435, Black and White: 执黑, Result: 胜, Opponent: 崔原踊
Player: 朴永训, Date: 2004-09-05, Rating: 3434, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 朴永训, Date: 2004-09-03, Rating: 3434, Black and White: 执黑, Result: 胜, Opponent: 马晓春
Player: 朴永训, Date: 2004-09-01, Rating: 3434, Black and White: 执白, Result: 胜, Opponent: 山下敬吾
Player: 朴永训, Date: 2004-08-18, Rating: 3433, Black and White: 执黑, Result: 胜, Opponent: 李熙星
Player: 朴永训, Date: 2004-08-08, Rating: 3432, Black and White: 执黑, Result: 负, Opponent: 李世石
Player: 朴永训, Date: 2004-08-05, Rating: 3432, Black and White: 执白, Result: 负, Opponent: 李熙星
Player: 朴永训, Date: 2004-07-20, Rating: 3431, Black and White: 执白, Result: 负, Opponent: 宋泰坤
Player: 朴永训, Date: 2004-07-11, Rating: 3431, Black and White: 执黑, Result: 负, Opponent: 宋泰坤
Player: 朴永训, Date: 2004-07-05, Rating: 3431, Black and White: 执黑, Result: 胜, Opponent: 依田纪基
Player: 朴永训, Date: 2004-07-03, Rating: 3431, Black and White: 执白, Result: 胜, Opponent: 刘昌赫
Player: 朴永训, Date: 2004-06-06, Rating: 3430, Black and White: 执黑, Result: 胜, Opponent: 睦镇硕
Player: 朴永训, Date: 2004-06-05, Rating: 3430, Black and White: 执白, Result: 胜, Opponent: 张栩
Player: 朴永训, Date: 2004-04-12, Rating: 3427, Black and White: 执黑, Result: 胜, Opponent: 山下敬吾
Player: 朴永训, Date: 2004-04-10, Rating: 3427, Black and White: 执白, Result: 胜, Opponent: 结城聪
Player: 朴永训, Date: 2004-04-02, Rating: 3426, Black and White: 执白, Result: 胜, Opponent: 崔原踊
Player: 王檄, Date: 2004-12-19, Rating: 3424, Black and White: 执黑, Result: 胜, Opponent: 刘小光
Player: 王檄, Date: 2004-12-14, Rating: 3424, Black and White: 执黑, Result: 胜, Opponent: 黄晨
Player: 王檄, Date: 2004-12-09, Rating: 3423, Black and White: 执黑, Result: 负, Opponent: 李世石
Player: 王檄, Date: 2004-12-07, Rating: 3423, Black and White: 执白, Result: 负, Opponent: 李世石
Player: 王檄, Date: 2004-12-02, Rating: 3423, Black and White: 执白, Result: 负, Opponent: 邵炜刚
Player: 王檄, Date: 2004-11-25, Rating: 3423, Black and White: 执白, Result: 负, Opponent: 胡耀宇
Player: 王檄, Date: 2004-11-22, Rating: 3423, Black and White: 执白, Result: 胜, Opponent: 张东岳
Player: 王檄, Date: 2004-11-18, Rating: 3424, Black and White: 执白, Result: 胜, Opponent: 周鹤洋
Player: 王檄, Date: 2004-11-16, Rating: 3424, Black and White: 执黑, Result: 胜, Opponent: 周鹤洋
Player: 王檄, Date: 2004-11-11, Rating: 3424, Black and White: 执白, Result: 负, Opponent: 谢赫
Player: 王檄, Date: 2004-11-06, Rating: 3424, Black and White: 执黑, Result: 负, Opponent: 常昊
Player: 王檄, Date: 2004-10-25, Rating: 3424, Black and White: 执白, Result: 负, Opponent: 罗洗河
Player: 王檄, Date: 2004-10-06, Rating: 3425, Black and White: 执白, Result: 胜, Opponent: 宋泰坤
Player: 王檄, Date: 2004-09-03, Rating: 3426, Black and White: 执黑, Result: 胜, Opponent: 赵治勋
Player: 王檄, Date: 2004-09-01, Rating: 3426, Black and White: 执黑, Result: 胜, Opponent: 尹盛铉
Player: 王檄, Date: 2004-08-21, Rating: 3426, Black and White: 执白, Result: 负, Opponent: 张栩
Player: 王檄, Date: 2004-08-08, Rating: 3427, Black and White: 执白, Result: 胜, Opponent: 古力
Player: 王檄, Date: 2004-08-06, Rating: 3427, Black and White: 执黑, Result: 胜, Opponent: 王煜辉
Player: 王檄, Date: 2004-08-03, Rating: 3427, Black and White: 执黑, Result: 胜, Opponent: 常昊
Player: 王檄, Date: 2004-07-01, Rating: 3426, Black and White: 执白, Result: 胜, Opponent: 杨一80
Player: 王檄, Date: 2004-06-26, Rating: 3426, Black and White: 执黑, Result: 胜, Opponent: 余平
Player: 王檄, Date: 2004-06-17, Rating: 3426, Black and White: 执白, Result: 胜, Opponent: 邹俊杰
Player: 王檄, Date: 2004-05-27, Rating: 3425, Black and White: 执黑, Result: 胜, Opponent: 谢赫
Player: 王檄, Date: 2004-04-29, Rating: 3423, Black and White: 执白, Result: 胜, Opponent: 王煜辉
Player: 王檄, Date: 2004-03-27, Rating: 3421, Black and White: 执黑, Result: 胜, Opponent: 林锋
Player: 王檄, Date: 2004-03-23, Rating: 3421, Black and White: 执黑, Result: 胜, Opponent: 刘昌赫
Player: 王檄, Date: 2004-03-22, Rating: 3421, Black and White: 执黑, Result: 胜, Opponent: 周俊勋
Player: 王檄, Date: 2004-03-21, Rating: 3421, Black and White: 执白, Result: 胜, Opponent: 羽根直树
Player: 王檄, Date: 2004-03-08, Rating: 3419, Black and White: 执黑, Result: 负, Opponent: 邱峻
Player: 王檄, Date: 2004-03-06, Rating: 3419, Black and White: 执黑, Result: 负, Opponent: 邱峻
Player: 王檄, Date: 2004-03-05, Rating: 3419, Black and White: 执白, Result: 胜, Opponent: 邱峻
Player: 王檄, Date: 2004-02-03, Rating: 3416, Black and White: 执黑, Result: 胜, Opponent: 刘星
Player: 胡耀宇, Date: 2004-12-02, Rating: 3420, Black and White: 执黑, Result: 胜, Opponent: 王东亮
Player: 胡耀宇, Date: 2004-11-25, Rating: 3420, Black and White: 执黑, Result: 胜, Opponent: 王檄
Player: 胡耀宇, Date: 2004-11-18, Rating: 3420, Black and White: 执黑, Result: 胜, Opponent: 张学斌
Player: 胡耀宇, Date: 2004-11-11, Rating: 3419, Black and White: 执黑, Result: 胜, Opponent: 付冲
Player: 胡耀宇, Date: 2004-11-09, Rating: 3419, Black and White: 执白, Result: 负, Opponent: 常昊
Player: 胡耀宇, Date: 2004-11-04, Rating: 3419, Black and White: 执白, Result: 胜, Opponent: 彭荃
Player: 胡耀宇, Date: 2004-10-25, Rating: 3419, Black and White: 执白, Result: 胜, Opponent: 邵炜刚
Player: 胡耀宇, Date: 2004-09-03, Rating: 3416, Black and White: 执白, Result: 负, Opponent: 李世石
Player: 胡耀宇, Date: 2004-09-01, Rating: 3416, Black and White: 执黑, Result: 胜, Opponent: 李昌镐
Player: 胡耀宇, Date: 2004-06-24, Rating: 3411, Black and White: 执黑, Result: 负, Opponent: 李世石
Player: 胡耀宇, Date: 2004-06-10, Rating: 3410, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 胡耀宇, Date: 2004-06-08, Rating: 3410, Black and White: 执白, Result: 胜, Opponent: 张栩
Player: 胡耀宇, Date: 2004-06-03, Rating: 3410, Black and White: 执黑, Result: 胜, Opponent: 谢赫
Player: 胡耀宇, Date: 2004-05-29, Rating: 3409, Black and White: 执黑, Result: 负, Opponent: 王磊
Player: 胡耀宇, Date: 2004-05-10, Rating: 3408, Black and White: 执白, Result: 负, Opponent: 王煜辉
Player: 胡耀宇, Date: 2004-04-29, Rating: 3408, Black and White: 执黑, Result: 负, Opponent: 林锋
Player: 胡耀宇, Date: 2004-03-08, Rating: 3407, Black and White: 执白, Result: 负, Opponent: 常昊
Player: 胡耀宇, Date: 2004-02-08, Rating: 3408, Black and White: 执白, Result: 胜, Opponent: 邵炜刚
Player: 胡耀宇, Date: 2004-02-07, Rating: 3408, Black and White: 执黑, Result: 胜, Opponent: 邵炜刚
Player: 胡耀宇, Date: 2004-02-05, Rating: 3408, Black and White: 执白, Result: 胜, Opponent: 古力
Player: 胡耀宇, Date: 2004-01-09, Rating: 3407, Black and White: 执黑, Result: 胜, Opponent: 俞斌
Player: 常昊, Date: 2004-12-28, Rating: 3430, Black and White: 执黑, Result: 胜, Opponent: 崔哲瀚
Player: 常昊, Date: 2004-12-26, Rating: 3430, Black and White: 执白, Result: 负, Opponent: 崔哲瀚
Player: 常昊, Date: 2004-12-16, Rating: 3430, Black and White: 执黑, Result: 胜, Opponent: 李轶
Player: 常昊, Date: 2004-12-11, Rating: 3430, Black and White: 执白, Result: 胜, Opponent: 孔杰
Player: 常昊, Date: 2004-12-02, Rating: 3430, Black and White: 执黑, Result: 胜, Opponent: 朱毅
Player: 常昊, Date: 2004-11-27, Rating: 3430, Black and White: 执白, Result: 负, Opponent: 俞斌
Player: 常昊, Date: 2004-11-25, Rating: 3430, Black and White: 执白, Result: 胜, Opponent: 王雷
Player: 常昊, Date: 2004-11-18, Rating: 3430, Black and White: 执黑, Result: 胜, Opponent: 谢赫
Player: 常昊, Date: 2004-11-11, Rating: 3430, Black and White: 执白, Result: 胜, Opponent: 王垚
Player: 常昊, Date: 2004-11-09, Rating: 3430, Black and White: 执黑, Result: 胜, Opponent: 胡耀宇
Player: 常昊, Date: 2004-11-06, Rating: 3430, Black and White: 执白, Result: 胜, Opponent: 王檄
Player: 常昊, Date: 2004-11-04, Rating: 3430, Black and White: 执黑, Result: 负, Opponent: 黄奕中
Player: 常昊, Date: 2004-10-28, Rating: 3430, Black and White: 执白, Result: 胜, Opponent: 张立
Player: 常昊, Date: 2004-10-25, Rating: 3429, Black and White: 执白, Result: 胜, Opponent: 张璇
Player: 常昊, Date: 2004-09-10, Rating: 3427, Black and White: 执白, Result: 胜, Opponent: 宋泰坤
Player: 常昊, Date: 2004-09-08, Rating: 3427, Black and White: 执黑, Result: 胜, Opponent: 宋泰坤
Player: 常昊, Date: 2004-09-06, Rating: 3427, Black and White: 执白, Result: 负, Opponent: 宋泰坤
Player: 常昊, Date: 2004-08-27, Rating: 3427, Black and White: 执黑, Result: 胜, Opponent: 崔哲瀚
Player: 常昊, Date: 2004-08-25, Rating: 3426, Black and White: 执白, Result: 胜, Opponent: 宋泰坤
Player: 常昊, Date: 2004-08-23, Rating: 3426, Black and White: 执白, Result: 胜, Opponent: 苏耀国
Player: 常昊, Date: 2004-08-21, Rating: 3426, Black and White: 执黑, Result: 胜, Opponent: 丰云
Player: 常昊, Date: 2004-08-08, Rating: 3425, Black and White: 执黑, Result: 负, Opponent: 王磊
Player: 常昊, Date: 2004-08-06, Rating: 3425, Black and White: 执白, Result: 胜, Opponent: 刘世振
Player: 常昊, Date: 2004-08-03, Rating: 3424, Black and White: 执白, Result: 负, Opponent: 王檄
Player: 常昊, Date: 2004-07-29, Rating: 3424, Black and White: 执白, Result: 胜, Opponent: 李勇秀
Player: 常昊, Date: 2004-07-09, Rating: 3422, Black and White: 执黑, Result: 胜, Opponent: 李喆
Player: 常昊, Date: 2004-07-09, Rating: 3422, Black and White: 执白, Result: 胜, Opponent: 张学斌
Player: 常昊, Date: 2004-07-01, Rating: 3422, Black and White: 执白, Result: 胜, Opponent: 陈耀烨
Player: 常昊, Date: 2004-06-24, Rating: 3421, Black and White: 执黑, Result: 负, Opponent: 王磊
Player: 常昊, Date: 2004-06-17, Rating: 3420, Black and White: 执黑, Result: 胜, Opponent: 王东亮
Player: 常昊, Date: 2004-06-08, Rating: 3419, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 常昊, Date: 2004-06-03, Rating: 3419, Black and White: 执黑, Result: 胜, Opponent: 曹大元
Player: 常昊, Date: 2004-05-13, Rating: 3417, Black and White: 执黑, Result: 负, Opponent: 马笑冰
Player: 常昊, Date: 2004-05-10, Rating: 3417, Black and White: 执黑, Result: 胜, Opponent: 周俊勋
Player: 常昊, Date: 2004-05-06, Rating: 3416, Black and White: 执黑, Result: 负, Opponent: 聂卫平
Player: 常昊, Date: 2004-04-29, Rating: 3416, Black and White: 执黑, Result: 胜, Opponent: 李喆
Player: 常昊, Date: 2004-04-24, Rating: 3416, Black and White: 执白, Result: 胜, Opponent: 孔杰
Player: 常昊, Date: 2004-04-22, Rating: 3416, Black and White: 执黑, Result: 胜, Opponent: 刘昌赫
Player: 常昊, Date: 2004-03-14, Rating: 3412, Black and White: 执黑, Result: 胜, Opponent: 刘星
Player: 常昊, Date: 2004-03-08, Rating: 3411, Black and White: 执黑, Result: 胜, Opponent: 胡耀宇
Player: 常昊, Date: 2004-02-28, Rating: 3410, Black and White: 执白, Result: 负, Opponent: 古力
Player: 常昊, Date: 2004-02-18, Rating: 3409, Black and White: 执黑, Result: 胜, Opponent: 古力
Player: 常昊, Date: 2004-02-05, Rating: 3407, Black and White: 执白, Result: 负, Opponent: 邵炜刚
Player: 常昊, Date: 2004-01-15, Rating: 3405, Black and White: 执白, Result: 负, Opponent: 邵炜刚
Player: 睦镇硕, Date: 2004-12-26, Rating: 3385, Black and White: 执黑, Result: 胜, Opponent: 刘昌赫
Player: 睦镇硕, Date: 2004-12-19, Rating: 3385, Black and White: 执白, Result: 胜, Opponent: 宋泰坤
Player: 睦镇硕, Date: 2004-11-24, Rating: 3384, Black and White: 执白, Result: 负, Opponent: 朴永训
Player: 睦镇硕, Date: 2004-11-21, Rating: 3384, Black and White: 执白, Result: 负, Opponent: 崔哲瀚
Player: 睦镇硕, Date: 2004-11-07, Rating: 3384, Black and White: 执白, Result: 负, Opponent: 宋泰坤
Player: 睦镇硕, Date: 2004-10-03, Rating: 3385, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 睦镇硕, Date: 2004-09-06, Rating: 3386, Black and White: 执白, Result: 胜, Opponent: 柳才馨
Player: 睦镇硕, Date: 2004-09-01, Rating: 3386, Black and White: 执白, Result: 负, Opponent: 周鹤洋
Player: 睦镇硕, Date: 2004-08-29, Rating: 3386, Black and White: 执白, Result: 负, Opponent: 李世石
Player: 睦镇硕, Date: 2004-08-17, Rating: 3386, Black and White: 执白, Result: 负, Opponent: 崔哲瀚
Player: 睦镇硕, Date: 2004-08-03, Rating: 3387, Black and White: 执黑, Result: 胜, Opponent: 朴进率
Player: 睦镇硕, Date: 2004-07-25, Rating: 3388, Black and White: 执白, Result: 胜, Opponent: 刘昌赫
Player: 睦镇硕, Date: 2004-07-04, Rating: 3389, Black and White: 执白, Result: 胜, Opponent: 曹薰铉
Player: 睦镇硕, Date: 2004-06-06, Rating: 3389, Black and White: 执白, Result: 负, Opponent: 朴永训
Player: 睦镇硕, Date: 2004-05-20, Rating: 3390, Black and White: 执白, Result: 负, Opponent: 张栩
Player: 睦镇硕, Date: 2004-04-26, Rating: 3391, Black and White: 执白, Result: 胜, Opponent: 金荣三
Player: 睦镇硕, Date: 2004-04-01, Rating: 3392, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 睦镇硕, Date: 2004-03-30, Rating: 3393, Black and White: 执黑, Result: 负, Opponent: 李昌镐
Player: 睦镇硕, Date: 2004-03-11, Rating: 3394, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 睦镇硕, Date: 2004-03-09, Rating: 3394, Black and White: 执黑, Result: 胜, Opponent: 李昌镐
Player: 睦镇硕, Date: 2004-02-03, Rating: 3396, Black and White: 执黑, Result: 胜, Opponent: 赵汉乘
Player: 睦镇硕, Date: 2004-01-06, Rating: 3397, Black and White: 执白, Result: 负, Opponent: 崔哲瀚
Player: 赵汉乘, Date: 2004-12-04, Rating: 3407, Black and White: 执黑, Result: 胜, Opponent: 尹峻相
Player: 赵汉乘, Date: 2004-11-13, Rating: 3407, Black and White: 执白, Result: 胜, Opponent: 芮乃伟
Player: 赵汉乘, Date: 2004-11-09, Rating: 3407, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 赵汉乘, Date: 2004-10-26, Rating: 3406, Black and White: 执黑, Result: 胜, Opponent: 孔杰
Player: 赵汉乘, Date: 2004-10-22, Rating: 3406, Black and White: 执黑, Result: 负, Opponent: 李昌镐
Player: 赵汉乘, Date: 2004-10-11, Rating: 3406, Black and White: 执黑, Result: 负, Opponent: 徐健佑
Player: 赵汉乘, Date: 2004-10-09, Rating: 3406, Black and White: 执黑, Result: 胜, Opponent: 许映皓
Player: 赵汉乘, Date: 2004-09-04, Rating: 3406, Black and White: 执黑, Result: 胜, Opponent: 李熙星
Player: 赵汉乘, Date: 2004-09-01, Rating: 3406, Black and White: 执白, Result: 负, Opponent: 杨一80
Player: 赵汉乘, Date: 2004-08-07, Rating: 3406, Black and White: 执白, Result: 胜, Opponent: 姜东润
Player: 赵汉乘, Date: 2004-08-03, Rating: 3406, Black and White: 执白, Result: 胜, Opponent: 张学斌
Player: 赵汉乘, Date: 2004-07-10, Rating: 3406, Black and White: 执白, Result: 胜, Opponent: 元晟溱
Player: 赵汉乘, Date: 2004-07-09, Rating: 3406, Black and White: 执白, Result: 胜, Opponent: 刘昌赫
Player: 赵汉乘, Date: 2004-07-07, Rating: 3405, Black and White: 执黑, Result: 胜, Opponent: 李昌镐
Player: 赵汉乘, Date: 2004-07-06, Rating: 3405, Black and White: 执白, Result: 负, Opponent: 崔明勋
Player: 赵汉乘, Date: 2004-06-23, Rating: 3405, Black and White: 执黑, Result: 负, Opponent: 安达勋
Player: 赵汉乘, Date: 2004-06-15, Rating: 3405, Black and White: 执白, Result: 胜, Opponent: 金江根
Player: 赵汉乘, Date: 2004-06-05, Rating: 3405, Black and White: 执白, Result: 胜, Opponent: 安祚永
Player: 赵汉乘, Date: 2004-05-28, Rating: 3404, Black and White: 执黑, Result: 胜, Opponent: 曹薰铉
Player: 赵汉乘, Date: 2004-05-24, Rating: 3404, Black and White: 执黑, Result: 负, Opponent: 安祚永
Player: 赵汉乘, Date: 2004-05-20, Rating: 3404, Black and White: 执白, Result: 胜, Opponent: 山下敬吾
Player: 赵汉乘, Date: 2004-04-26, Rating: 3403, Black and White: 执黑, Result: 负, Opponent: 许映皓
Player: 赵汉乘, Date: 2004-04-23, Rating: 3403, Black and White: 执白, Result: 胜, Opponent: 曹薰铉
Player: 赵汉乘, Date: 2004-04-21, Rating: 3403, Black and White: 执白, Result: 胜, Opponent: 金成龙
Player: 赵汉乘, Date: 2004-04-12, Rating: 3402, Black and White: 执白, Result: 负, Opponent: 张栩
Player: 赵汉乘, Date: 2004-04-10, Rating: 3402, Black and White: 执黑, Result: 胜, Opponent: 周鹤洋
Player: 赵汉乘, Date: 2004-04-06, Rating: 3402, Black and White: 执白, Result: 胜, Opponent: 孟泰龄
Player: 赵汉乘, Date: 2004-04-04, Rating: 3402, Black and White: 执白, Result: 胜, Opponent: 孙远
