Player: 李昌镐, Date: 1992-12-30, Rating: 3485, Black and White: 执白, Result: 负, Opponent: 曹薰铉
Player: 赵治勋, Date: 1992-07-06, Rating: 3374, Black and White: 执白, Result: 胜, Opponent: 清成哲也
Player: 赵治勋, Date: 1992-07-02, Rating: 3374, Black and White: 执白, Result: 胜, Opponent: 岩田达明
Player: 赵治勋, Date: 1992-06-25, Rating: 3373, Black and White: 执白, Result: 胜, Opponent: 小林光一
Player: 赵治勋, Date: 1992-06-17, Rating: 3373, Black and White: 执黑, Result: 胜, Opponent: 小林光一
Player: 赵治勋, Date: 1992-06-15, Rating: 3372, Black and White: 执黑, Result: 胜, Opponent: 大平修三
Player: 赵治勋, Date: 1992-06-09, Rating: 3372, Black and White: 执白, Result: 负, Opponent: 小林光一
Player: 赵治勋, Date: 1992-06-06, Rating: 3372, Black and White: 执白, Result: 负, Opponent: 马晓春
Player: 赵治勋, Date: 1992-06-04, Rating: 3371, Black and White: 执黑, Result: 负, Opponent: 小林觉
Player: 赵治勋, Date: 1992-05-27, Rating: 3371, Black and White: 执黑, Result: 负, Opponent: 小林光一
Player: 赵治勋, Date: 1992-05-21, Rating: 3371, Black and White: 执黑, Result: 胜, Opponent: 大竹英雄
Player: 赵治勋, Date: 1992-05-15, Rating: 3371, Black and White: 执白, Result: 负, Opponent: 小林光一
Player: 赵治勋, Date: 1992-05-07, Rating: 3371, Black and White: 执黑, Result: 胜, Opponent: 林海峰
Player: 赵治勋, Date: 1992-04-30, Rating: 3370, Black and White: 执白, Result: 胜, Opponent: 片冈聪
Player: 赵治勋, Date: 1992-04-23, Rating: 3370, Black and White: 执白, Result: 胜, Opponent: 小松英树
Player: 赵治勋, Date: 1992-04-16, Rating: 3369, Black and White: 执黑, Result: 负, Opponent: 森田道博
Player: 赵治勋, Date: 1992-04-06, Rating: 3369, Black and White: 执白, Result: 胜, Opponent: 俞斌
Player: 赵治勋, Date: 1992-03-26, Rating: 3369, Black and White: 执黑, Result: 胜, Opponent: 白石裕
Player: 赵治勋, Date: 1992-03-19, Rating: 3368, Black and White: 执黑, Result: 负, Opponent: 淡路修三
Player: 赵治勋, Date: 1992-03-15, Rating: 3368, Black and White: 执黑, Result: 胜, Opponent: 王立诚
Player: 赵治勋, Date: 1992-03-12, Rating: 3368, Black and White: 执黑, Result: 胜, Opponent: 山田规三生
Player: 赵治勋, Date: 1992-03-05, Rating: 3368, Black and White: 执黑, Result: 胜, Opponent: 依田纪基
Player: 赵治勋, Date: 1992-03-01, Rating: 3368, Black and White: 执黑, Result: 胜, Opponent: 加藤正夫
Player: 赵治勋, Date: 1992-02-23, Rating: 3367, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 赵治勋, Date: 1992-02-20, Rating: 3367, Black and White: 执白, Result: 胜, Opponent: 武宫正树
Player: 赵治勋, Date: 1992-02-06, Rating: 3366, Black and White: 执黑, Result: 负, Opponent: 大竹英雄
Player: 赵治勋, Date: 1992-02-01, Rating: 3366, Black and White: 执黑, Result: 负, Opponent: 加藤正夫
Player: 赵治勋, Date: 1992-01-23, Rating: 3365, Black and White: 执黑, Result: 负, Opponent: 小林光一
Player: 赵治勋, Date: 1992-01-20, Rating: 3365, Black and White: 执白, Result: 胜, Opponent: 今村俊也
Player: 赵治勋, Date: 1992-01-09, Rating: 3365, Black and White: 执白, Result: 胜, Opponent: 林海峰
Player: 马晓春, Date: 1992-12-28, Rating: 3362, Black and White: 执黑, Result: 负, Opponent: 梁伟棠
Player: 马晓春, Date: 1992-12-26, Rating: 3362, Black and White: 执白, Result: 胜, Opponent: 梁伟棠
Player: 马晓春, Date: 1992-12-24, Rating: 3362, Black and White: 执黑, Result: 胜, Opponent: 梁伟棠
Player: 马晓春, Date: 1992-12-18, Rating: 3362, Black and White: 执白, Result: 胜, Opponent: 小林光一
Player: 马晓春, Date: 1992-12-17, Rating: 3362, Black and White: 执黑, Result: 负, Opponent: 小林光一
Player: 马晓春, Date: 1992-12-15, Rating: 3362, Black and White: 执白, Result: 胜, Opponent: 小林光一
Player: 马晓春, Date: 1992-11-04, Rating: 3360, Black and White: 执白, Result: 负, Opponent: 曹薰铉
Player: 马晓春, Date: 1992-10-31, Rating: 3360, Black and White: 执白, Result: 胜, Opponent: 刘昌赫
Player: 马晓春, Date: 1992-10-26, Rating: 3360, Black and White: 执白, Result: 胜, Opponent: 张文东
Player: 马晓春, Date: 1992-10-24, Rating: 3360, Black and White: 执黑, Result: 负, Opponent: 张文东
Player: 马晓春, Date: 1992-10-22, Rating: 3360, Black and White: 执白, Result: 胜, Opponent: 张文东
Player: 马晓春, Date: 1992-10-20, Rating: 3359, Black and White: 执黑, Result: 胜, Opponent: 张文东
Player: 马晓春, Date: 1992-10-15, Rating: 3359, Black and White: 执黑, Result: 胜, Opponent: 张文东
Player: 马晓春, Date: 1992-08-21, Rating: 3355, Black and White: 执白, Result: 负, Opponent: 武宫正树
Player: 马晓春, Date: 1992-08-20, Rating: 3355, Black and White: 执白, Result: 胜, Opponent: 徐能旭
Player: 马晓春, Date: 1992-08-01, Rating: 3354, Black and White: 执黑, Result: 负, Opponent: 刘小光
Player: 马晓春, Date: 1992-07-29, Rating: 3354, Black and White: 执黑, Result: 胜, Opponent: 姜勋(大)
Player: 马晓春, Date: 1992-07-04, Rating: 3353, Black and White: 执白, Result: 负, Opponent: 大竹英雄
Player: 马晓春, Date: 1992-06-06, Rating: 3352, Black and White: 执黑, Result: 胜, Opponent: 赵治勋
Player: 马晓春, Date: 1992-05-10, Rating: 3351, Black and White: 执黑, Result: 负, Opponent: 罗洗河
Player: 马晓春, Date: 1992-05-05, Rating: 3351, Black and White: 执白, Result: 胜, Opponent: 聂卫平
Player: 马晓春, Date: 1992-04-06, Rating: 3350, Black and White: 执黑, Result: 胜, Opponent: 石田芳夫
Player: 马晓春, Date: 1992-03-07, Rating: 3349, Black and White: 执黑, Result: 负, Opponent: 聂卫平
Player: 马晓春, Date: 1992-03-05, Rating: 3349, Black and White: 执白, Result: 胜, Opponent: 聂卫平
Player: 马晓春, Date: 1992-03-03, Rating: 3348, Black and White: 执黑, Result: 负, Opponent: 聂卫平
Player: 马晓春, Date: 1992-03-01, Rating: 3348, Black and White: 执白, Result: 负, Opponent: 聂卫平
Player: 马晓春, Date: 1992-02-22, Rating: 3348, Black and White: 执黑, Result: 胜, Opponent: 王元
Player: 马晓春, Date: 1992-02-20, Rating: 3348, Black and White: 执黑, Result: 胜, Opponent: 刘小光
Player: 马晓春, Date: 1992-02-18, Rating: 3348, Black and White: 执白, Result: 胜, Opponent: 汪见虹
Player: 马晓春, Date: 1992-02-16, Rating: 3348, Black and White: 执黑, Result: 胜, Opponent: 谭炎午
Player: 马晓春, Date: 1992-02-08, Rating: 3348, Black and White: 执白, Result: 负, Opponent: 林海峰
Player: 马晓春, Date: 1992-01-26, Rating: 3348, Black and White: 执白, Result: 胜, Opponent: 聂卫平
Player: 马晓春, Date: 1992-01-07, Rating: 3347, Black and White: 执黑, Result: 胜, Opponent: 聂卫平
Player: 马晓春, Date: 1992-01-05, Rating: 3347, Black and White: 执白, Result: 胜, Opponent: 聂卫平
Player: 小林觉, Date: 1992-12-24, Rating: 3349, Black and White: 执白, Result: 胜, Opponent: 宫本直毅
Player: 小林觉, Date: 1992-11-28, Rating: 3348, Black and White: 执黑, Result: 胜, Opponent: 俞斌
Player: 小林觉, Date: 1992-08-26, Rating: 3345, Black and White: 执黑, Result: 负, Opponent: 小林光一
Player: 小林觉, Date: 1992-07-29, Rating: 3344, Black and White: 执白, Result: 胜, Opponent: 小林光一
Player: 小林觉, Date: 1992-07-16, Rating: 3344, Black and White: 执黑, Result: 负, Opponent: 小林光一
Player: 小林觉, Date: 1992-07-02, Rating: 3343, Black and White: 执白, Result: 负, Opponent: 小林光一
Player: 小林觉, Date: 1992-06-04, Rating: 3343, Black and White: 执白, Result: 胜, Opponent: 赵治勋
Player: 小林觉, Date: 1992-05-21, Rating: 3343, Black and White: 执白, Result: 负, Opponent: 小林光一
Player: 小林觉, Date: 1992-04-23, Rating: 3342, Black and White: 执黑, Result: 胜, Opponent: 久岛国夫
Player: 小林觉, Date: 1992-03-26, Rating: 3342, Black and White: 执黑, Result: 胜, Opponent: 加藤正夫
Player: 小林觉, Date: 1992-03-05, Rating: 3341, Black and White: 执白, Result: 胜, Opponent: 宫泽吾朗
Player: 小林觉, Date: 1992-02-17, Rating: 3341, Black and White: 执白, Result: 负, Opponent: 聂卫平
Player: 小林觉, Date: 1992-02-13, Rating: 3341, Black and White: 执黑, Result: 胜, Opponent: 山城宏
Player: 刘昌赫, Date: 1992-12-13, Rating: 3351, Black and White: 执白, Result: 负, Opponent: 依田纪基
Player: 刘昌赫, Date: 1992-12-11, Rating: 3351, Black and White: 执白, Result: 胜, Opponent: 俞斌
Player: 刘昌赫, Date: 1992-12-10, Rating: 3351, Black and White: 执白, Result: 胜, Opponent: 宫泽吾朗
Player: 刘昌赫, Date: 1992-11-30, Rating: 3350, Black and White: 执黑, Result: 胜, Opponent: 徐奉洙
Player: 刘昌赫, Date: 1992-11-11, Rating: 3347, Black and White: 执黑, Result: 负, Opponent: 李昌镐
Player: 刘昌赫, Date: 1992-11-04, Rating: 3346, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 刘昌赫, Date: 1992-10-31, Rating: 3346, Black and White: 执黑, Result: 负, Opponent: 马晓春
Player: 刘昌赫, Date: 1992-10-07, Rating: 3343, Black and White: 执黑, Result: 胜, Opponent: 梁宰豪
Player: 刘昌赫, Date: 1992-09-04, Rating: 3339, Black and White: 执白, Result: 负, Opponent: 梁宰豪
Player: 刘昌赫, Date: 1992-08-24, Rating: 3338, Black and White: 执白, Result: 负, Opponent: 丁铉山
Player: 刘昌赫, Date: 1992-07-29, Rating: 3337, Black and White: 执黑, Result: 胜, Opponent: 加藤正夫
Player: 刘昌赫, Date: 1992-07-27, Rating: 3337, Black and White: 执白, Result: 胜, Opponent: 车泽武
Player: 刘昌赫, Date: 1992-07-15, Rating: 3335, Black and White: 执黑, Result: 负, Opponent: 赵治勋
Player: 刘昌赫, Date: 1992-07-15, Rating: 3335, Black and White: 执黑, Result: 负, Opponent: 张秀英
Player: 刘昌赫, Date: 1992-07-13, Rating: 3335, Black and White: 执白, Result: 胜, Opponent: 彭景华
Player: 刘昌赫, Date: 1992-06-15, Rating: 3334, Black and White: 执黑, Result: 负, Opponent: 李昌镐
Player: 刘昌赫, Date: 1992-06-03, Rating: 3334, Black and White: 执白, Result: 胜, Opponent: 郑寿铉
Player: 刘昌赫, Date: 1992-05-25, Rating: 3333, Black and White: 执黑, Result: 胜, Opponent: 李昌镐
Player: 刘昌赫, Date: 1992-05-20, Rating: 3333, Black and White: 执黑, Result: 负, Opponent: 李昌镐
Player: 刘昌赫, Date: 1992-05-18, Rating: 3333, Black and White: 执白, Result: 胜, Opponent: 姜勋(大)
Player: 刘昌赫, Date: 1992-05-18, Rating: 3333, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 刘昌赫, Date: 1992-05-15, Rating: 3333, Black and White: 执白, Result: 胜, Opponent: 白成豪
Player: 刘昌赫, Date: 1992-05-13, Rating: 3332, Black and White: 执黑, Result: 负, Opponent: 姜勋(大)
Player: 刘昌赫, Date: 1992-05-09, Rating: 3332, Black and White: 执白, Result: 胜, Opponent: 李昌镐
Player: 刘昌赫, Date: 1992-05-04, Rating: 3332, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 刘昌赫, Date: 1992-04-24, Rating: 3332, Black and White: 执黑, Result: 胜, Opponent: 李昌镐
Player: 刘昌赫, Date: 1992-04-15, Rating: 3331, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 刘昌赫, Date: 1992-04-11, Rating: 3331, Black and White: 执白, Result: 负, Opponent: 曹薰铉
Player: 刘昌赫, Date: 1992-04-06, Rating: 3330, Black and White: 执白, Result: 胜, Opponent: 金寅
Player: 刘昌赫, Date: 1992-04-04, Rating: 3330, Black and White: 执白, Result: 负, Opponent: 石田芳夫
Player: 刘昌赫, Date: 1992-03-31, Rating: 3330, Black and White: 执白, Result: 负, Opponent: 曹薰铉
Player: 刘昌赫, Date: 1992-03-30, Rating: 3330, Black and White: 执白, Result: 胜, Opponent: 林宣根
Player: 刘昌赫, Date: 1992-03-25, Rating: 3330, Black and White: 执黑, Result: 负, Opponent: 李昌镐
Player: 刘昌赫, Date: 1992-03-17, Rating: 3330, Black and White: 执白, Result: 胜, Opponent: 李昌镐
Player: 刘昌赫, Date: 1992-03-12, Rating: 3330, Black and White: 执白, Result: 负, Opponent: 尹奇铉
Player: 刘昌赫, Date: 1992-03-09, Rating: 3330, Black and White: 执白, Result: 胜, Opponent: 曹薰铉
Player: 刘昌赫, Date: 1992-02-26, Rating: 3329, Black and White: 执黑, Result: 负, Opponent: 曹薰铉
Player: 刘昌赫, Date: 1992-02-08, Rating: 3329, Black and White: 执黑, Result: 胜, Opponent: 金秀壮
Player: 刘昌赫, Date: 1992-02-06, Rating: 3329, Black and White: 执黑, Result: 负, Opponent: 曹薰铉
Player: 刘昌赫, Date: 1992-01-29, Rating: 3329, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 刘昌赫, Date: 1992-01-27, Rating: 3329, Black and White: 执白, Result: 胜, Opponent: 曹薰铉
Player: 刘昌赫, Date: 1992-01-18, Rating: 3329, Black and White: 执黑, Result: 负, Opponent: 曹薰铉
Player: 刘昌赫, Date: 1992-01-16, Rating: 3329, Black and White: 执黑, Result: 负, Opponent: 李昌镐
Player: 刘昌赫, Date: 1992-01-10, Rating: 3329, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 刘昌赫, Date: 1992-01-06, Rating: 3329, Black and White: 执白, Result: 胜, Opponent: 李柱龙
Player: 刘昌赫, Date: 1992-01-04, Rating: 3329, Black and White: 执白, Result: 负, Opponent: 曹薰铉
Player: 王立诚, Date: 1992-10-22, Rating: 3319, Black and White: 执黑, Result: 负, Opponent: 山城宏
Player: 王立诚, Date: 1992-10-18, Rating: 3319, Black and White: 执白, Result: 负, Opponent: 赵治勋
Player: 王立诚, Date: 1992-10-15, Rating: 3319, Black and White: 执黑, Result: 胜, Opponent: 久保胜昭
Player: 王立诚, Date: 1992-10-01, Rating: 3320, Black and White: 执黑, Result: 负, Opponent: 加藤正夫
Player: 王立诚, Date: 1992-09-20, Rating: 3320, Black and White: 执白, Result: 胜, Opponent: 加藤正夫
Player: 王立诚, Date: 1992-09-17, Rating: 3320, Black and White: 执黑, Result: 负, Opponent: 大竹英雄
Player: 王立诚, Date: 1992-09-14, Rating: 3320, Black and White: 执黑, Result: 胜, Opponent: 赵治勋
Player: 王立诚, Date: 1992-09-10, Rating: 3320, Black and White: 执白, Result: 胜, Opponent: 柳时熏
Player: 王立诚, Date: 1992-08-27, Rating: 3320, Black and White: 执黑, Result: 胜, Opponent: 林海峰
Player: 王立诚, Date: 1992-08-22, Rating: 3320, Black and White: 执白, Result: 负, Opponent: 曹薰铉
Player: 王立诚, Date: 1992-08-21, Rating: 3320, Black and White: 执黑, Result: 胜, Opponent: 聂卫平
Player: 王立诚, Date: 1992-08-13, Rating: 3320, Black and White: 执白, Result: 胜, Opponent: 石井邦生
Player: 王立诚, Date: 1992-08-01, Rating: 3320, Black and White: 执黑, Result: 负, Opponent: 大竹英雄
Player: 王立诚, Date: 1992-07-13, Rating: 3320, Black and White: 执白, Result: 负, Opponent: 淡路修三
Player: 王立诚, Date: 1992-07-04, Rating: 3320, Black and White: 执白, Result: 胜, Opponent: 刘小光
Player: 王立诚, Date: 1992-06-06, Rating: 3321, Black and White: 执白, Result: 胜, Opponent: 车泽武
Player: 王立诚, Date: 1992-05-21, Rating: 3321, Black and White: 执黑, Result: 胜, Opponent: 大矢浩一
Player: 王立诚, Date: 1992-04-09, Rating: 3320, Black and White: 执黑, Result: 负, Opponent: 山城宏
Player: 王立诚, Date: 1992-04-06, Rating: 3320, Black and White: 执白, Result: 胜, Opponent: 徐奉洙
Player: 王立诚, Date: 1992-03-15, Rating: 3320, Black and White: 执白, Result: 负, Opponent: 赵治勋
Player: 王立诚, Date: 1992-03-08, Rating: 3320, Black and White: 执黑, Result: 胜, Opponent: 石田章
Player: 王立诚, Date: 1992-02-24, Rating: 3320, Black and White: 执黑, Result: 负, Opponent: 苑田勇一
Player: 王立诚, Date: 1992-02-18, Rating: 3320, Black and White: 执黑, Result: 胜, Opponent: 彦坂直人
Player: 林海峰, Date: 1992-12-24, Rating: 3303, Black and White: 执黑, Result: 负, Opponent: 石田芳夫
Player: 林海峰, Date: 1992-12-09, Rating: 3303, Black and White: 执白, Result: 胜, Opponent: 山城宏
Player: 林海峰, Date: 1992-12-03, Rating: 3304, Black and White: 执黑, Result: 胜, Opponent: 小林光一
Player: 林海峰, Date: 1992-11-30, Rating: 3303, Black and White: 执黑, Result: 胜, Opponent: 山城宏
Player: 林海峰, Date: 1992-11-26, Rating: 3303, Black and White: 执白, Result: 胜, Opponent: 陈嘉锐
Player: 林海峰, Date: 1992-11-19, Rating: 3303, Black and White: 执白, Result: 负, Opponent: 山城宏
Player: 林海峰, Date: 1992-11-09, Rating: 3303, Black and White: 执黑, Result: 胜, Opponent: 山城宏
Player: 林海峰, Date: 1992-11-04, Rating: 3303, Black and White: 执黑, Result: 负, Opponent: 聂卫平
Player: 林海峰, Date: 1992-10-29, Rating: 3303, Black and White: 执黑, Result: 胜, Opponent: 结城聪
Player: 林海峰, Date: 1992-09-10, Rating: 3301, Black and White: 执白, Result: 负, Opponent: 宫泽吾朗
Player: 林海峰, Date: 1992-08-27, Rating: 3301, Black and White: 执白, Result: 负, Opponent: 王立诚
Player: 林海峰, Date: 1992-08-20, Rating: 3301, Black and White: 执白, Result: 胜, Opponent: 结城聪
Player: 林海峰, Date: 1992-08-13, Rating: 3301, Black and White: 执白, Result: 负, Opponent: 柳时熏
Player: 林海峰, Date: 1992-08-06, Rating: 3302, Black and White: 执白, Result: 胜, Opponent: 岩田达明
Player: 林海峰, Date: 1992-07-29, Rating: 3302, Black and White: 执黑, Result: 胜, Opponent: 徐奉洙
Player: 林海峰, Date: 1992-07-17, Rating: 3302, Black and White: 执白, Result: 负, Opponent: 大竹英雄
Player: 林海峰, Date: 1992-07-15, Rating: 3302, Black and White: 执黑, Result: 胜, Opponent: 依田纪基
Player: 林海峰, Date: 1992-07-09, Rating: 3302, Black and White: 执白, Result: 负, Opponent: 小松英树
Player: 林海峰, Date: 1992-06-22, Rating: 3302, Black and White: 执白, Result: 负, Opponent: 聂卫平
Player: 林海峰, Date: 1992-06-20, Rating: 3302, Black and White: 执黑, Result: 负, Opponent: 聂卫平
Player: 林海峰, Date: 1992-06-18, Rating: 3302, Black and White: 执黑, Result: 胜, Opponent: 坂田荣男
Player: 林海峰, Date: 1992-06-11, Rating: 3302, Black and White: 执黑, Result: 胜, Opponent: 大竹英雄
Player: 林海峰, Date: 1992-06-08, Rating: 3303, Black and White: 执白, Result: 负, Opponent: 大竹英雄
Player: 林海峰, Date: 1992-05-07, Rating: 3304, Black and White: 执白, Result: 负, Opponent: 赵治勋
Player: 林海峰, Date: 1992-04-30, Rating: 3304, Black and White: 执白, Result: 负, Opponent: 小林光一
Player: 林海峰, Date: 1992-04-09, Rating: 3306, Black and White: 执白, Result: 负, Opponent: 今村俊也
Player: 林海峰, Date: 1992-04-06, Rating: 3306, Black and White: 执黑, Result: 负, Opponent: 聂卫平
Player: 林海峰, Date: 1992-04-04, Rating: 3306, Black and White: 执白, Result: 胜, Opponent: 林圣贤
Player: 林海峰, Date: 1992-04-01, Rating: 3306, Black and White: 执黑, Result: 负, Opponent: 依田纪基
Player: 林海峰, Date: 1992-03-12, Rating: 3309, Black and White: 执黑, Result: 胜, Opponent: 片冈聪
Player: 林海峰, Date: 1992-03-05, Rating: 3310, Black and White: 执白, Result: 胜, Opponent: 藤泽秀行
Player: 林海峰, Date: 1992-03-02, Rating: 3310, Black and White: 执白, Result: 胜, Opponent: 大竹英雄
Player: 林海峰, Date: 1992-02-27, Rating: 3310, Black and White: 执黑, Result: 负, Opponent: 淡路修三
Player: 林海峰, Date: 1992-02-19, Rating: 3311, Black and White: 执黑, Result: 胜, Opponent: 加藤正夫
Player: 林海峰, Date: 1992-02-13, Rating: 3312, Black and White: 执白, Result: 负, Opponent: 桥本昌二
Player: 林海峰, Date: 1992-02-08, Rating: 3312, Black and White: 执黑, Result: 胜, Opponent: 马晓春
Player: 林海峰, Date: 1992-02-08, Rating: 3312, Black and White: 执白, Result: 负, Opponent: 徐奉洙
Player: 林海峰, Date: 1992-02-07, Rating: 3312, Black and White: 执白, Result: 胜, Opponent: 李昌镐
Player: 林海峰, Date: 1992-01-30, Rating: 3313, Black and White: 执白, Result: 负, Opponent: 陈嘉锐
Player: 林海峰, Date: 1992-01-27, Rating: 3313, Black and White: 执黑, Result: 负, Opponent: 李昌镐
Player: 林海峰, Date: 1992-01-25, Rating: 3313, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 林海峰, Date: 1992-01-23, Rating: 3314, Black and White: 执黑, Result: 胜, Opponent: 李昌镐
Player: 林海峰, Date: 1992-01-09, Rating: 3315, Black and White: 执黑, Result: 负, Opponent: 赵治勋
Player: 加藤正夫, Date: 1992-12-24, Rating: 3346, Black and White: 执黑, Result: 胜, Opponent: 井上国夫
Player: 加藤正夫, Date: 1992-12-17, Rating: 3346, Black and White: 执黑, Result: 胜, Opponent: 大平修三
Player: 加藤正夫, Date: 1992-12-10, Rating: 3346, Black and White: 执黑, Result: 胜, Opponent: 片冈聪
Player: 加藤正夫, Date: 1992-12-03, Rating: 3346, Black and White: 执黑, Result: 胜, Opponent: 山城宏
Player: 加藤正夫, Date: 1992-11-19, Rating: 3345, Black and White: 执白, Result: 胜, Opponent: 东野弘昭
Player: 加藤正夫, Date: 1992-11-12, Rating: 3345, Black and White: 执黑, Result: 胜, Opponent: 东野弘昭
Player: 加藤正夫, Date: 1992-10-22, Rating: 3344, Black and White: 执白, Result: 胜, Opponent: 大平修三
Player: 加藤正夫, Date: 1992-10-01, Rating: 3342, Black and White: 执白, Result: 胜, Opponent: 王立诚
Player: 加藤正夫, Date: 1992-09-20, Rating: 3341, Black and White: 执黑, Result: 负, Opponent: 王立诚
Player: 加藤正夫, Date: 1992-09-19, Rating: 3341, Black and White: 执黑, Result: 胜, Opponent: 淡路修三
Player: 加藤正夫, Date: 1992-09-10, Rating: 3340, Black and White: 执黑, Result: 胜, Opponent: 武宫正树
Player: 加藤正夫, Date: 1992-08-27, Rating: 3339, Black and White: 执白, Result: 胜, Opponent: 赵治勋
Player: 加藤正夫, Date: 1992-07-29, Rating: 3335, Black and White: 执白, Result: 负, Opponent: 刘昌赫
Player: 加藤正夫, Date: 1992-07-09, Rating: 3333, Black and White: 执白, Result: 负, Opponent: 依田纪基
Player: 加藤正夫, Date: 1992-06-18, Rating: 3332, Black and White: 执白, Result: 胜, Opponent: 石井邦生
Player: 加藤正夫, Date: 1992-05-07, Rating: 3328, Black and White: 执黑, Result: 胜, Opponent: 小松英树
Player: 加藤正夫, Date: 1992-04-09, Rating: 3325, Black and White: 执白, Result: 负, Opponent: 小松英树
Player: 加藤正夫, Date: 1992-03-30, Rating: 3324, Black and White: 执白, Result: 胜, Opponent: 聂卫平
Player: 加藤正夫, Date: 1992-03-26, Rating: 3324, Black and White: 执白, Result: 负, Opponent: 小林觉
Player: 加藤正夫, Date: 1992-03-07, Rating: 3322, Black and White: 执白, Result: 胜, Opponent: 小林光一
Player: 加藤正夫, Date: 1992-03-05, Rating: 3322, Black and White: 执白, Result: 胜, Opponent: 大山国夫
Player: 加藤正夫, Date: 1992-03-02, Rating: 3322, Black and White: 执黑, Result: 负, Opponent: 小林光一
Player: 加藤正夫, Date: 1992-03-01, Rating: 3322, Black and White: 执白, Result: 负, Opponent: 赵治勋
Player: 加藤正夫, Date: 1992-02-19, Rating: 3321, Black and White: 执白, Result: 负, Opponent: 林海峰
Player: 加藤正夫, Date: 1992-02-13, Rating: 3320, Black and White: 执黑, Result: 负, Opponent: 清成哲也
Player: 加藤正夫, Date: 1992-02-01, Rating: 3320, Black and White: 执白, Result: 胜, Opponent: 赵治勋
Player: 加藤正夫, Date: 1992-01-09, Rating: 3318, Black and White: 执白, Result: 胜, Opponent: 大竹英雄
Player: 聂卫平, Date: 1992-12-04, Rating: 3294, Black and White: 执白, Result: 负, Opponent: 俞斌
Player: 聂卫平, Date: 1992-11-04, Rating: 3295, Black and White: 执白, Result: 胜, Opponent: 林海峰
Player: 聂卫平, Date: 1992-10-15, Rating: 3296, Black and White: 执白, Result: 负, Opponent: 刘小光
Player: 聂卫平, Date: 1992-10-04, Rating: 3297, Black and White: 执黑, Result: 胜, Opponent: 曹大元
Player: 聂卫平, Date: 1992-08-21, Rating: 3298, Black and White: 执白, Result: 负, Opponent: 王立诚
Player: 聂卫平, Date: 1992-08-13, Rating: 3299, Black and White: 执黑, Result: 负, Opponent: 常昊
Player: 聂卫平, Date: 1992-07-29, Rating: 3300, Black and White: 执黑, Result: 胜, Opponent: 依田纪基
Player: 聂卫平, Date: 1992-06-22, Rating: 3302, Black and White: 执黑, Result: 胜, Opponent: 林海峰
Player: 聂卫平, Date: 1992-06-20, Rating: 3302, Black and White: 执白, Result: 胜, Opponent: 林海峰
Player: 聂卫平, Date: 1992-06-14, Rating: 3303, Black and White: 执黑, Result: 负, Opponent: 邵震中
Player: 聂卫平, Date: 1992-06-10, Rating: 3303, Black and White: 执黑, Result: 胜, Opponent: 车泽武
Player: 聂卫平, Date: 1992-06-06, Rating: 3303, Black and White: 执黑, Result: 负, Opponent: 大竹英雄
Player: 聂卫平, Date: 1992-05-05, Rating: 3305, Black and White: 执黑, Result: 负, Opponent: 马晓春
Player: 聂卫平, Date: 1992-04-06, Rating: 3307, Black and White: 执白, Result: 胜, Opponent: 林海峰
Player: 聂卫平, Date: 1992-03-30, Rating: 3308, Black and White: 执黑, Result: 负, Opponent: 加藤正夫
Player: 聂卫平, Date: 1992-03-13, Rating: 3309, Black and White: 执黑, Result: 负, Opponent: 陈临新
Player: 聂卫平, Date: 1992-03-07, Rating: 3310, Black and White: 执白, Result: 胜, Opponent: 马晓春
Player: 聂卫平, Date: 1992-03-05, Rating: 3310, Black and White: 执黑, Result: 负, Opponent: 马晓春
Player: 聂卫平, Date: 1992-03-03, Rating: 3310, Black and White: 执白, Result: 胜, Opponent: 马晓春
Player: 聂卫平, Date: 1992-03-01, Rating: 3310, Black and White: 执黑, Result: 胜, Opponent: 马晓春
Player: 聂卫平, Date: 1992-02-22, Rating: 3311, Black and White: 执白, Result: 负, Opponent: 陈临新
Player: 聂卫平, Date: 1992-02-19, Rating: 3311, Black and White: 执白, Result: 胜, Opponent: 羽根泰正
Player: 聂卫平, Date: 1992-02-17, Rating: 3311, Black and White: 执黑, Result: 胜, Opponent: 小林觉
Player: 聂卫平, Date: 1992-02-09, Rating: 3312, Black and White: 执黑, Result: 负, Opponent: 徐奉洙
Player: 聂卫平, Date: 1992-01-26, Rating: 3313, Black and White: 执黑, Result: 负, Opponent: 马晓春
Player: 聂卫平, Date: 1992-01-07, Rating: 3315, Black and White: 执白, Result: 负, Opponent: 马晓春
Player: 聂卫平, Date: 1992-01-05, Rating: 3315, Black and White: 执黑, Result: 负, Opponent: 马晓春
Player: 大竹英雄, Date: 1992-12-24, Rating: 3313, Black and White: 执黑, Result: 负, Opponent: 小松英树
Player: 大竹英雄, Date: 1992-12-03, Rating: 3315, Black and White: 执黑, Result: 胜, Opponent: 片冈聪
Player: 大竹英雄, Date: 1992-11-27, Rating: 3316, Black and White: 执白, Result: 胜, Opponent: 芮乃伟
